journal_no,journal_accreditation,journal_url
2479,"Journal of Accounting Research, Organization and Economics",http://www.jurnal.unsyiah.ac.id/JAROE/index
2480,Journal of Japanese Language Education and Linguistics,http://journal.umy.ac.id/index.php/jjlel/index
2481,Jurnal Kepemimpinan dan Pengurusan Sekolah,http://ejurnal.stkip-pessel.ac.id/index.php/kp/
2482,Jurnal Penelitian Ilmu Pendidikan,http://journal.uny.ac.id/index.php/jpip/index
2483,The New Ropanasuri Journal of Surgery,http://www.nrjs.ui.ac.id/index.php/journal
2484,Journal of Food System and Agribusiness (JoFSA),https://jurnal.polinela.ac.id/index.php/JFA
2485,AL-WIJDAN: Journal of Islamic Education Studies,http://ejournal.uniramalang.ac.id/index.php/alwijdan
2486,Hunafa: Jurnal Studia Islamika,https://www.jurnalhunafa.org/index.php/hunafa
2487,Agrium: Jurnal Ilmu Pertanian,http://jurnal.umsu.ac.id/index.php/agrium
2488,Jurnal Ilmiah Ekonomi Bisnis,https://ejournal.gunadarma.ac.id/index.php/ekbis
2489,POLITICO,http://jurnal.unmuhjember.ac.id/index.php/POLITICO
2490,Journal of English Educational Study (JEES),http://jurnal.stkippersada.ac.id/jurnal/index.php/JEES
2491,Journal of Business and Behavioural Entrepreneurship,http://journal.unj.ac.id/unj/index.php/jobbe
2492,Jurnal Ilmu Kesehatan,https://ejurnaladhkdr.com/index.php/jik
2493,Jurnal Ilmiah LISKI (Lingkar Studi Komunikasi),http://journals.telkomuniversity.ac.id/liski
2494,Transparansi : Jurnal Ilmiah Ilmu Administrasi,http://ojs.stiami.ac.id/index.php/transparansi
2495,JICSA (Journal of Islamic Civilization in Southeast Asia),http://journal.uin-alauddin.ac.id/index.php/jicsa
2496,SEIKO : Journal of Management & Business,http://journal.stieamkop.ac.id/index.php/seiko
2497,"JMEMME (Journal of Mechanical Engineering, Manufactures, Materials And Energy)",http://ojs.uma.ac.id/index.php/jmemme/index
2498,Tamaddun : Junal Kebudayaan dan Sastra Islam,http://jurnal.radenfatah.ac.id/index.php/tamaddun
2499,AQUASAINS,http://jurnal.fp.unila.ac.id/index.php/JPBP
2500,Justitia Jurnal Hukum,http://journal.um-surabaya.ac.id/index.php/Justitia
2501,Al-Lisan: Jurnal Bahasa (e-Journal),http://journal.iaingorontalo.ac.id/index.php/al
2502,"JURNAL MANDIRI : Ilmu Pengetahuan, Seni dan Teknologi",http://jurnalmandiri.com/index.php/mandiri
2503,Jurnal Bindo Sastra,http://jurnal.um-palembang.ac.id/index.php/bisastra/index
2504,Majalah Farmaseutik,https://jurnal.ugm.ac.id/majalahfarmaseutik
2505,Jurnal Berkala Kesehatan,https://ppjp.ulm.ac.id/journal/index.php/berkala-kesehatan
2506,Al Tijarah,https://ejournal.unida.gontor.ac.id/index.php/altijarah
2507,Al-Urban: Jurnal Ekonomi Syariah dan Filantropi Islam,https://journal.uhamka.ac.id/index.php/al-urban
2508,Jalabahasa: Jurnal Ilmiah Kebahasaan,http://jurnal.balaibahasajateng.id/index.php/jalabahasa
2509,IJET (Indonesian Journal of English Teaching),http://ijet.uinsby.ac.id/index.php/jurnalpbi
2510,Jurnal Riset Rekayasa Sipil,https://jurnal.uns.ac.id/jrrs
2511,Jurnal Rekayasa Fakultas Teknik Sipil dan Perencanaan,http://ejurnal.bunghatta.ac.id/index.php?journal=JRKY
2512,Al Mi'yar: Jurnal Ilmiah Pembelajaran Bahasa Arab dan Kebahasaaraban,https://jurnal.stiq-amuntai.ac.id/index.php/al-miyar
2513,Jumantara: Jurnal Manuskrip Nusantara,https://ejournal.perpusnas.go.id/jm
2514,Corak : Jurnal Seni Kriya,http://journal.isi.ac.id/index.php/corak
2515,"TELKA : Jurnal Telekomunikasi, Elektronika, Komputasi dan Kontrol",https://telka.ee.uinsgd.ac.id/index.php/TELKA/about/contact
2516,Jurnal Riset Akuntansi Terpadu,http://jurnal.untirta.ac.id/index.php/JRAT
2517,JPH RECODE (Journal of Public Health Research and Community Health Development),https://e-journal.unair.ac.id/JPHRECODE
2518,Majalah Ilmiah Bijak,http://ojs.stiami.ac.id/index.php/bijak
2519,Eksakta : Jurnal Penelitian dan Pembelajaran MIPA,http://jurnal.um-tapsel.ac.id/index.php/eksakta
2520,Dialogia Iuridica : Jurnal Hukum Bisnis dan Investasi,https://journal.maranatha.edu/index.php/dialogia
2521,Nukhbatul 'Ulum : Jurnal Bidang Kajian Islam,https://journal.stiba.ac.id/index.php/nukhbah
2522,Al-`Adalah : Jurnal Syariah dan Hukum Islam,http://e-journal.ikhac.ac.id/index.php/adlh
2523,Jurnal Pustaka Komunikasi,https://journal.moestopo.ac.id/index.php/pustakom/index
2524,JURNAL FISIKA UNAND,http://jfu.fmipa.unand.ac.id/index.php/jfu
2525,Rang Teknik Journal,https://jurnal.umsb.ac.id/index.php/RANGTEKNIKJOURNAL
2526,Jurnal Kesehatan,https://jurkes.polije.ac.id/index.php/journal/index
2527,Jurnal Sekretaris dan Administrasi Bisnis,http://jurnal.asmtb.ac.id/index.php/jsab
2528,eBiomedik,https://ejournal.unsrat.ac.id/index.php/ebiomedik
2529,Jurnal Pendidikan dan Keluarga,http://jpk.ppj.unp.ac.id/index.php/jpk
2530,Jurnal Agribisnis dan Agrowisata (Journal of Agribusiness and Agritourism),https://ojs.unud.ac.id/index.php/JAA/index
2531,JBHOST (Journal of Business on Hospitality and Tourism),https://jbhost.org/jbhost/index.php/jbhost
2532,al-Iltizam: Jurnal Pendidikan Agama Islam,http://jurnal.iainambon.ac.id/index.php/ALT
2533,Jurnal Teknik Kimia USU,https://talenta.usu.ac.id/jtk/
2534,Jurnal Litbang Sukowati : Media Penelitian dan Pengembangan,http://journal.sragenkab.go.id/index.php/sukowati/index
2535,MEJ (Mathematics Education Journal),http://ejournal.umm.ac.id/index.php/MEJ/index
2536,Jurnal Sistem dan Informatika (JSI),https://jsi.stikom-bali.ac.id/index.php/jsi/index
2537,Tawazun: Jurnal Pendidikan Islam,http://ejournal.uika-bogor.ac.id/index.php/TAWAZUN/index
2538,Jurnal Computech & Bisnis,http://jurnal.stmik-mi.ac.id/index.php/jcb/issue/archive
2539,JPPS (Jurnal Penelitian Pendidikan Sains),https://journal.unesa.ac.id/index.php/jpps/index
2540,JRAK: Jurnal Riset Akuntansi dan Komputerisasi Akuntansi,http://jurnal.unismabekasi.ac.id/index.php/jrak
2541,Sport and Fitness Journal,https://ojs.unud.ac.id/index.php/sport
2542,Dimas: Jurnal Pemikiran Agama untuk Pemberdayaan,http://journal.walisongo.ac.id/index.php/dimas
2543,Mediapsi,http://mediapsi.ub.ac.id/index.php/mediapsi
2544,Intuisi: Jurnal Psikologi Ilmiah,http://journal.unnes.ac.id/nju/index.php/INTUISI
2545,Lensa: Jurnal Kependidikan Fisika,http://ojs.ikipmataram.ac.id/index.php/Lensa
2546,NUR EL-ISLAM : Jurnal Pendidikan dan Sosial Keagamaan,http://ejournal.staiyasnibungo.ac.id/index.php/nurelislam/index
2547,Dwija Cendekia: Jurnal Riset Pedagogik,https://jurnal.uns.ac.id/jdc
2548,Sketsa Bisnis,https://www.jurnal.yudharta.ac.id/v2/index.php/SKETSABISNIS
2549,Psychopolytan : Jurnal Psikologi,http://jurnal.univrab.ac.id/index.php/psi
2550,Health Sciences Journal,http://studentjournal.umpo.ac.id/index.php/HSJ
2551,Jurnal Ilmiah Keperawatan,https://journal.stikeshangtuah-sby.ac.id/index.php/JIKSHT
2552,Jurnal Riset dan Aplikasi Matematika (JRAM),https://journal.unesa.ac.id/index.php/jram/index
2553,Jurnal ABDINUS : Jurnal Pengabdian Nusantara,http://ojs.unpkediri.ac.id/index.php/PPM
2554,Jurnal Dakwah Tabligh,http://journal.uin-alauddin.ac.id/index.php/tabligh/index
2555,JURNAL KEPERAWATAN MUHAMMADIYAH,http://journal.um-surabaya.ac.id/index.php/JKM
2556,JMIE (Journal of Madrasah Ibtidaiyah Education),http://e-journal.adpgmiindonesia.com/index.php/jmie
2557,JSiI (Jurnal Sistem Informasi),http://e-jurnal.lppmunsera.org/index.php/jsii
2558,JURNAL POLITIK PROFETIK,http://journal.uin-alauddin.ac.id/index.php/jpp
2559,INDIGENOUS: JURNAL ILMIAH PSIKOLOGI,http://journals.ums.ac.id/index.php/indigenous
2560,JURNAL ARSITEKTUR LANSEKAP,http://ojs.unud.ac.id/index.php/lanskap
2561,JURNAL KIMIA MULAWARMAN,http://jurnal.kimia.fmipa.unmul.ac.id/index.php/JKM/about
2562,INJECT Interdisciplinary Journal of Communication,http://inject.iainsalatiga.ac.id/index.php/INJECT/
2563,Jurnal Spektrum Hukum,http://jurnal.untagsmg.ac.id/index.php/SH/
2564,"Jurnal Ilmu Informasi, Perpustakaan, dan Kearsipan",http://jipk.ui.ac.id/index.php/jipk
2565,Al-Mustashfa : Jurnal Penelitian Hukum Ekonomi Syariah,http://www.syekhnurjati.ac.id/jurnal/index.php/al-mustashfa
2566,Paspalum: Jurnal Ilmiah Pertanian,http://journal.unwim.ac.id/index.php/paspalum
2567,DeKaVe,http://journal.isi.ac.id/index.php/dkv/index
2568,Journal of Science and Applicative Technology,https://journal.itera.ac.id/index.php/jsat
2569,IJIBE (International Journal of Islamic Business Ethics),http://jurnal.unissula.ac.id/index.php/ijibe
2570,Jurnal Inovasi Pendidikan Ekonomi (JIPE),http://ejournal.unp.ac.id/index.php/jipe
2571,Paradigma,https://ejournal.bsi.ac.id/ejurnal/index.php/paradigma
2572,TADARUS,http://journal.um-surabaya.ac.id/index.php/Tadarus
2573,Mizan: Journal of Islamic Law,http://www.jurnalfai-uikabogor.org/index.php/mizan
2574,Jurnal Ilmiah Teknik Sipil,https://ojs.unud.ac.id/index.php/jits
2575,Jurnal Edik Informatika,ejournal.stkip-pgri-sumbar.ac.id/index.php/eDikInformatika/index
2576,"Matrik : Jurnal Manajemen, Teknik Informatika, dan Rekayasa Komputer",https://journal.universitasbumigora.ac.id/index.php/matrik
2577,Jurnal Keperawatan dan Kesehatan Masyarakat Cendekia Utama,http://jurnal.stikescendekiautamakudus.ac.id/index.php/stikes/index
2578,Konstruktivisme : Jurnal Pendidikan dan Pembelajaran,https://ejournal.unisbablitar.ac.id/index.php/konstruktivisme
2579,Jurnal Riset Gizi,http://ejournal.poltekkes-smg.ac.id/ojs/index.php/jrg/index
2580,Wave: Jurnal Ilmiah Teknologi Maritim,http://ejurnal.bppt.go.id/index.php/jurnalwave
2581,SAR (Soedirman Accounting Review) : Journal Of Accounting And Business,http://jos.unsoed.ac.id/index.php/sar/
2582,Jurnal Pendidikan Matematika,http://ojs.uho.ac.id/index.php/JPM
2583,Jurnal Civic Hukum,http://ejournal.umm.ac.id/index.php/jurnalcivichukum/index
2584,Jurnal Pendidikan Akuntansi Indonesia,https://journal.uny.ac.id/index.php/jpakun
2585,e-Jurnal Rekayasa dan Teknologi Budidaya Perairan: Aquaculture Engineering and Technology Journal,http://jurnal.fp.unila.ac.id/index.php/bdpi
2586,Jurnal Kedokteran dan Kesehatan Universitas Sriwijaya,https://ejournal.unsri.ac.id/index.php/jkk
2587,Islamic Economics Journal,https://ejournal.unida.gontor.ac.id/index.php/JEI
2588,"CaLLs (Journal of Culture, Arts, Literature, and Linguistics)",http://e-journals.unmul.ac.id/index.php/CALLS
2589,Jurnal SEGAR,http://journal.unj.ac.id/unj/index.php/segar
2590,PUSTABIBLIA: Journal of Library and Information Science,http://inferensi.iainsalatiga.ac.id/index.php/pustabiblia/index
2591,Jurnal Kultivasi,http://jurnal.unpad.ac.id/kultivasi
2592,Berkala Sainstek,http://jurnal.unej.ac.id/index.php/BST
2593,ACCOUNTHINK: Journal of Accounting and Finance,https://journal.unsika.ac.id/index.php/accounthink
2594,Jurnal Elementaria Edukasia,http://jurnal.unma.ac.id/index.php/jee
2595,KONVERSI,http://ppjp.unlam.ac.id/journal/index.php/konversi/index
2596,Journal of Local Government Issues ( Logos),http://ejournal.umm.ac.id/index.php/LOGOS
2597,Buletin Penelitian Sosial Ekonomi Pertanian Fakultas Pertanian Universitas Haluoleo,http://ojs.uho.ac.id/index.php/sosek
2598,Journal of Fundamental Mathematics and Applications (JFMA),http://jfma.math.fsm.undip.ac.id/index.php/jfma
2599,Jurnal Hukum Media Bhakti,http://jhmb.ac.id/index.php/jhmb/
2600,Profetika,http://journals.ums.ac.id/index.php/profetika/
2601,KOVALEN,https://bestjournal.untad.ac.id/index.php/kovalen
2602,Fokus Bisnis: Media Pengkajian Manajemen dan Akuntansi,http://journal.stieputrabangsa.ac.id/index.php/fokbis/index
2603,At-Taradhi : Jurnal Studi Ekonomi,https://jurnal.uin-antasari.ac.id/index.php/taradhi
2604,Jurnal Aplikasi Teknik Sipil,http://iptek.its.ac.id/index.php/jats
2605,Jurnal Ilmu Pendidikan Indonesia,http://ejournal.uncen.ac.id/index.php/JIPI
2606,Jurnal Ekobistek,http://lppm.upiyptk.ac.id/ojsupi/index.php/EKOBISTEK
2607,Elektron: Jurnal Ilmiah,http://jie.pnp.ac.id/index.php/jie
2608,Plano Madani : Jurnal Perencanaan Wilayah dan Kota,http://journal.uin-alauddin.ac.id/index.php/planomadani/index
2609,Tadbir Muwahhid,http://ojs.unida.ac.id/index.php/JTM
2610,Jurnal Konstruksia,https://jurnal.umj.ac.id/index.php?journal=konstruksia&page=index
2611,ARS: Jurnal Seni Rupa Dan Desain,http://journal.isi.ac.id/index.php/ars
2612,BIOSFER: Jurnan Biologi dan Pendidikan Biologi,http://journal.unpas.ac.id/index.php/biosfer/
2613,Jurnal Elektro dan Mesin Terapan,https://jurnal.pcr.ac.id/index.php/elementer/home
2614,Yuriska : Jurnal Ilmiah Hukum,https://journal.uwgm.ac.id/index.php/yuriska
2615,IJBESR (International Journal of Built Environment and Scientific Research),https://jurnal.umj.ac.id/index.php?journal=IJBESR
2616,Jurnal Ilmu Keuangan dan Perbankan (JIKA),https://ojs.unikom.ac.id/index.php/jika
2617,Transformasi : Jurnal Pendidikan Matematika dan Matematika,https://ejournal.unibabwi.ac.id/index.php/transformasi
2618,Jurnal Riset Veteriner Indonesia (Journal of The Indonesian Veterinary Research),http://journal.unhas.ac.id/index.php/jrvi
2619,"Jurnal Matematika, Statistika dan Komputasi",http://journal.unhas.ac.id/index.php/jmsk
2620,Scope : Journal of English Language Teaching,https://journal.lppmunindra.ac.id/index.php/Scope
2621,Bioedusiana: Jurnal Pendidikan Biologi,http://jurnal.unsil.ac.id/index.php/bioed
2622,Tunas: Jurnal Pendidikan Guru Sekolah Dasar,http://journal.umpalangkaraya.ac.id/index.php/tunas
2623,Linguists : Journal Of Linguistics and Language Teaching,https://ejournal.iainbengkulu.ac.id/index.php/linguists
2624,Jurnal Riset Kebidanan Indonesia,http://www.ejournal-aipkema.or.id/aipkema/index.php/jrki
2625,JURIS (Jurnal Ilmiah Syariah),http://ecampus.iainbatusangkar.ac.id/ojs/index.php/Juris
2626,RUANG: Jurnal Lingkungan Binaan (SPACE: Journal of the Built Environment),https://ojs.unud.ac.id/index.php/ruang
2627,HUMANISMA: JOURNAL OF GENDER STUDIES,http://ejournal.iainbukittinggi.ac.id/index.php/psga/index
2628,el-ibtidaiy: Journal of Primary Education,http://ejournal.uin-suska.ac.id/index.php/elibtidaiy
2629,Al-Riwayah: Jurnal Kependidikan,https://e-jurnal.stain-sorong.ac.id/index.php/Al-Riwayah
2630,Arabia : Jurnal Pendidikan Bahasa Arab,http://journal.stainkudus.ac.id/index.php/Arabia
2631,Gorga : Jurnal Seni Rupa,https://jurnal.unimed.ac.id/2012/index.php/gorga
2632,Jurnal Teknologi Informasi & Komunikasi dalam Pendidikan,http://jurnal.unimed.ac.id/2012/index.php/teknologi
2633,Ekspose : Jurnal Penelitian Hukum dan Pendidikan,https://jurnal.iain-bone.ac.id/index.php/ekspose
2634,EPIGRAM,http://jurnal.pnj.ac.id/index.php/epigram
2635,Jurnal Teknik ITS,http://ejurnal.its.ac.id/index.php/teknik
2636,"Jurnal Matematika, Sains, dan Teknologi",http://jurnal.ut.ac.id/JMST
2637,Unnes Journal of Mathematics,https://journal.unnes.ac.id/sju/index.php/ujm
2638,Insight : Jurnal Ilmiah Psikologi,http://ejurnal.mercubuana-yogya.ac.id/index.php/psikologi
2639,Jurnal Ilmu Keperawatan Anak,https://journal.ppnijateng.org/index.php/jika
2640,Kolaborasi : Jurnal Administrasi Publik,https://journal.unismuh.ac.id/index.php/kolaborasi
2641,Zawiyah : Jurnal Pemikiran Islam,http://ejournal.iainkendari.ac.id/index.php/zawiyah
2642,Jurnal Integrasi,http://jurnal.polibatam.ac.id/index.php/JI
2643,LIBRARIA: Jurnal Perpustakaan,http://journal.stainkudus.ac.id/index.php/Libraria/index
2644,Channel : Jurnal Komunikasi,http://journal.uad.ac.id/index.php/CHANNEL
2645,Jurnal Manajemen Informatika (JAMIKA),https://ojs.unikom.ac.id/index.php/jamika
2646,Malia : Jurnal Ekonomi Islam,http://jurnal.yudharta.ac.id/v2/index.php/malia/index
2647,Magister Scientiae,http://journal.wima.ac.id/index.php/Magister_Scientiae/index
2648,Jurnal PGSD: Jurnal Ilmiah Pendidikan Guru Sekolah Dasar,https://ejournal.unib.ac.id/index.php/pgsd/index
2649,J-PAI: Jurnal Pendidikan Agama Islam,http://ejournal.uin-malang.ac.id/index.php/jpai/index
2650,Jurnal Manajemen dan Kearifan Lokal Indonesia,https://journal.apmai.org/v2/index.php/jmkli/index
2651,JURISMA: Jurnal Riset Bisnis & Manajemen,https://ojs.unikom.ac.id/index.php/jurisma/index
2652,Al-Khidmah,http://openjurnal.unmuhpnk.ac.id/index.php/alkhidmah
2653,Al-Maiyyah : Media Transformasi Gender dalam Paradigma Sosial Keagamaan,http://ejurnal.stainparepare.ac.id/index.php/almaiyah
2654,Pharmacon: Jurnal Farmasi Indonesia,http://journals.ums.ac.id/index.php/pharmacon/index
2655,Nurse and Health : Jurnal Keperawatan,https://ejournal-kertacendekia.id/index.php/jnh
2656,Jurnal Mantik,https://iocscience.org/ejournal/index.php/mantik/index
2657,Diya Al-Afkar,http://www.syekhnurjati.ac.id/jurnal/index.php/diya/index
2658,Review of Primary Care Practice and Education (Kajian Praktik dan Pendidikan Layanan Primer),http://jurnal.ugm.ac.id/rpcpe/
