journal_no,journal_name,journal_accreditation,journal_url
557,Agriekonomika,S2,http://journal.trunojoyo.ac.id/agriekonomika/
558,Arena Hukum,S2,http://arenahukum.ub.ac.id/index.php/arena/index
559,Berkala Ilmu Kesehatan Kulit dan Kelamin (Periodical of Dermatology and Venerology),S2,http://e-journal.unair.ac.id/index.php/BIKK
560,Widyariset,S2,http://widyariset.pusbindiklat.lipi.go.id/index.php/widyariset/index
561,Jurnal Pengembangan Energi Nuklir,S2,http://jurnal.batan.go.id/index.php/jpen
562,POSITRON,S2,http://jurnal.untan.ac.id/index.php/jpositron/index
563,JKPK (Jurnal Kimia dan Pendidikan Kimia),S2,https://jurnal.uns.ac.id/jkpk
564,Majalah Kedokteran Bandung (MKB)/Bandung Medical Journal,S2,http://journal.fk.unpad.ac.id/index.php/mkb
565,AdBispreneur : Jurnal Pemikiran dan Penelitian Administrasi Bisnis dan Kewirausahaan,S2,http://jurnal.unpad.ac.id/adbispreneur
566,Mazahib : Jurnal Pemikiran Hukum Islam,S2,https://journal.iain-samarinda.ac.id/index.php/mazahib
567,Brawijaya Law Journal : Journal of Legal Studies,S2,http://lawjournal.ub.ac.id/index.php/law/index
568,KONSELING RELIGI : Jurnal Bimbingan Konseling Islam,S2,http://journal.stainkudus.ac.id/index.php/konseling/index
569,Ijtihad : Jurnal Wacana Hukum Islam dan Kemanusiaan,S2,http://ijtihad.iainsalatiga.ac.id
570,Insaniyat : Journal of Islam and Humanities,S2,http://journal.uinjkt.ac.id/index.php/insaniyat
571,Oto Rhino Laryngologica Indonesiana,S2,http://www.orli.or.id/index.php/orli/
572,Jurnal Riset Teknologi Industri,S2,http://ejournal.kemenperin.go.id/jrti
573,Jurnal Ushuluddin,S2,http://ejournal.uin-suska.ac.id/index.php/ushuludin
574,Atavisme,S2,http://www.atavisme.web.id
575,Journal of the Civil Engineering Forum,S2,https://jurnal.ugm.ac.id/jcef
576,Fiat Justisia: Jurnal Ilmu Hukum,S2,http://jurnal.fh.unila.ac.id/index.php/fiat/
577,Dental Journal (Majalah Kedokteran Gigi),S2,http://e-journal.unair.ac.id/index.php/MKG
578,Jurnal Kedokteran Hewan,S2,http://jurnal.unsyiah.ac.id/JKH
579,Media Statistika,S2,http://ejournal.undip.ac.id/index.php/media_statistika
580,PADJADJARAN: Jurnal Ilmu Hukum (Journal of Law),S2,http://jurnal.unpad.ac.id/pjih/index
581,Warta Penelitian Perhubungan,S2,http://ojs.balitbanghub.dephub.go.id/index.php/warlit/index
582,Forum Arkeologi,S2,http://forumarkeologi.kemdikbud.go.id/index.php/fa
583,Jurnal Kesehatan Lingkungan,S2,https://e-journal.unair.ac.id/JKL
584,Ulumuna,S2,http://ejurnal.iainmataram.ac.id/index.php/ulumuna/index
585,Jurnal Entomologi Indonesia ,S2,http://jurnal.pei-pusat.org/index.php/jei
586,Jurnal Perikanan Universitas Gadjah Mada,S2,https://jurnal.ugm.ac.id/jfs/index
587,Jurnal Farmasi Sains dan Komunitas (Journal of Pharmaceutical Sciences and Community),S2,http://e-journal.usd.ac.id/index.php/JFSK
588,"ANDHARUPA, Jurnal Desain Komunikasi Visual & Multimedia",S2,http://publikasi.dinus.ac.id/index.php/andharupa/index
589,Bina Hukum Lingkungan,S2,http://bhl-jurnal.or.id/index.php/bhl
590,Jurnal Sumberdaya Lahan,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jsl
591,Jurnal Anestesi Perioperatif (Perioperative Anesthesia Journal),S2,http://journal.fk.unpad.ac.id/index.php/jap/
592,Ilmu Pertanian (Agricultural Science),S2,https://jurnal.ugm.ac.id/jip
593,Ta'dib,S2,http://ecampus.iainbatusangkar.ac.id/ojs/index.php/takdib/index
594,Agromet,S2,https://journal.ipb.ac.id/index.php/agromet
595,Jurnal Penelitian Pos dan Informatika,S2,https://jurnal-ppi.kominfo.go.id/index.php/jppi/index
596,JMMR (Jurnal Medicoeticolegal dan Manajemen Rumah Sakit),S2,http://journal.umy.ac.id/index.php/mrs
597,Jurnal Manajemen Teknologi : Indonesian Journal for the Science of Management,S2,http://journal.sbm.itb.ac.id/index.php/mantek
598,Jurnal Permukiman,S2,http://jurnalpermukiman.pu.go.id/index.php/JP
599,TAWARIKH: International Journal for Historical Studies,S2,http://www.mindamas-journals.com/index.php/tawarikh/index
600,Al-Daulah : Jurnal Hukum dan Perundangan Islam,S2,http://aldaulah.uinsby.ac.id/index.php/aldaulah
601,Dialogia : Jurnal Studi Islam dan Sosial,S2,http://jurnal.iainponorogo.ac.id/index.php/dialogia
602,"Indonesian Treasury Review: Jurnal Perbendaharaan, Keuangan Negara, dan Kebijakan Publik",S2,http://itrev.kemenkeu.go.id/index.php/ITRev
603,Persona: Jurnal Psikologi Indonesia,S2,http://jurnal.untag-sby.ac.id/index.php/persona/index
604,Jurnal Elektronika dan Telekomunikasi,S2,http://www.jurnalet.com
605,Al-Qalam,S2,http://jurnalalqalam.or.id/index.php/Alqalam/index
606,Jurnal Geologi Kelautan,S2,http://ejournal.mgi.esdm.go.id/index.php/jgk
607,Parole: Journal of Linguistics and Education,S2,https://ejournal.undip.ac.id/index.php/parole
608,Indonesian Journal of Islamic Literature and Muslim Society,S2,http://ejournal.iainsurakarta.ac.id/index.php/islimus/index
609,Warta Ardhia : Jurnal Perhubungan Udara,S2,http://wartaardhia.com/
610,De Jure: Jurnal Hukum dan Syar'iah,S2,http://ejournal.uin-malang.ac.id/index.php/syariah
611,"Jurnal SMART (Studi Masyarakat, Religi, dan Tradisi)",S2,https://blasemarang.kemenag.go.id/journal/index.php/smart
612,Jurnal Analisis Kebijakan Kehutanan,S2,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JAKK
613,Jurnal Hukum Novelty,S2,http://journal.uad.ac.id/index.php/Novelty/index
614,Jurnal Pendidikan Islam,S2,http://ejournal.uin-suka.ac.id/tarbiyah/JPI
615,JKKI : Jurnal Kedokteran dan Kesehatan Indonesia,S2,http://journal.uii.ac.id/index.php/JKKI/index
616,Jurnal Penelitian Hutan dan Konservasi Alam,S2,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPHKA
617,Planta Tropika : Jurnal Agrosains (Journal of Agro Science),S2,http://journal.umy.ac.id/index.php/pt
618,Al-Manahij : Jurnal Kajian Hukum Islam,S2,http://ejournal.iainpurwokerto.ac.id/index.php/almanahijalmanahij.iainpurwokerto.ac.id
619,Al-Ahkam,S2,http://journal.walisongo.ac.id/index.php/ahkam/index
620,Etnosia : Jurnal Etnografi Indonesia,S2,http://journal.unhas.ac.id/index.php/etnosia
621,Jurnal Media Hukum,S2,http://journal.umy.ac.id/index.php/jmh
622,Jurnal Adabiyah,S2,http://journal.uin-alauddin.ac.id/index.php/adabiyah
623,Majalah Ilmiah Pengkajian Industri,S2,http://ejurnal.bppt.go.id/index.php/MIPI/index
624,Kontekstualita : Jurnal Penelitian Sosial Keagamaan,S2,http://e-journal.lp2m.uinjambi.ac.id/ojp/index.php/Kontekstualita/index
625,Majalah Kedokteran Gigi Indonesia,S2,https://jurnal.ugm.ac.id/mkgi
626,Jurnal Penelitian Transportasi Multimoda,S2,http://ojs.balitbanghub.dephub.go.id/index.php/jurnalmtm
627,Patrawidya,S2,https://patrawidya.kemdikbud.go.id/index.php/patrawidya
628,Inovasi : Jurnal Politik dan Kebijakan,S2,http://jurnal.balitbang.sumutprov.go.id/index.php/inovasi
629,Berkala Arkeologi,S2,http://berkalaarkeologi.kemdikbud.go.id/index.php/berkalaarkeologi
630,JAI (Jurnal Anestesiologi Indonesia),S2,https://ejournal.undip.ac.id/index.php/janesti
631,Jurnal Penelitian dan Pengembangan Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jppp
632,Jurnal Manajemen dan Kewirausahaan,S2,http://jurnalmanajemen.petra.ac.id
633,Jurnal Akuntansi dan Keuangan Indonesia,S2,http://jaki.ui.ac.id/index.php/home/index
634,Jurnal Akuntansi dan Keuangan,S2,http://jurnalakuntansi.petra.ac.id
635,JURNAL PSIKOLOGI,S2,https://ejournal.undip.ac.id/index.php/psikologi/index
636,Jurnal Gizi dan Pangan,S2,http://journal.ipb.ac.id/index.php/jgizipangan
637,Civil Engineering Dimension,S2,http://ced.petra.ac.id
638,Jurnal Ilmu dan Teknologi Kelautan Tropis,S2,http://journal.ipb.ac.id/index.php/jurnalikt
639,BISNIS & BIROKRASI : Jurnal Ilmu Administrasi dan Organisasi ,S2,http://journal.ui.ac.id/index.php/jbb/issue/archive
640,Jurnal Veteriner : Jurnal Kedokteran Hewan Indonesia,S2,http://ojs.unud.ac.id/index.php/jvet
641,Saintek Perikanan : Indonesian Journal of Fisheries Science and Technology,S2,https://ejournal.undip.ac.id/index.php/saintek
642,Jurnal Pengajaran MIPA,S2,http://journal.fpmipa.upi.edu/index.php/jpmipa/index
643,Jurnal Dinamika Akuntansi,S2,https://journal.unnes.ac.id/nju/index.php/jda
644,Pharmaceutical Sciences and Research (PSR) ,S2,http://psr.ui.ac.id/index.php/journal
645,Jurnal Economia,S2,https://journal.uny.ac.id/index.php/economia/
646,Jurnal Pendidikan Indonesia,S2,http://ejournal.undiksha.ac.id/index.php/JPI/index
647,MIMBAR HUKUM,S2,https://jurnal.ugm.ac.id/jmh/index
648,Jurnal Pendidikan Matematika,S2,http://ejournal.unsri.ac.id/index.php/jpm
649,Komunitas: International Journal of Indonesian Society and Culture,S2,http://journal.unnes.ac.id/nju/index.php/komunitas
650,Jurnal Konstitusi,S2,http://ejournal.mahkamahkonstitusi.go.id/index.php/jk/index
651,Dinamika Pendidikan,S2,https://journal.unnes.ac.id/nju/index.php/DP
652,Jurnal Sistem Informasi (Journal of Information System) ,S2,http://jsi.cs.ui.ac.id/index.php/jsi
653,EDUSAINS,S2,http://journal.uinjkt.ac.id/index.php/edusains/index
654,Jurnal Ilmu Komunikasi,S2,https://ojs.uajy.ac.id/index.php/jik
655,"Depik Jurnal Ilmu-Ilmu Perairan, Pesisir dan Perikanan",S2,http://jurnal.unsyiah.ac.id/depik
656,Gizi Indonesia,S2,http://ejournal.persagi.org/ojspersagi2481/index.php/Gizi_Indon
657,Jurnal Kesehatan Reproduksi,S2,http://ejournal.litbang.depkes.go.id/index.php/kespro/issue/archive
658,MASYARAKAT: Jurnal Sosiologi,S2,http://journal.ui.ac.id/index.php/mjs/index
659,k@ta,S2,http://kata.petra.ac.id
660,Jurnal Ilmu Kefarmasian Indonesia,S2,http://jifi.farmasi.univpancasila.ac.id/
661,Jurnal Penelitian Sosial dan Ekonomi Kehutanan,S2,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPSEK
662,Anima,S2,http://www.anima.ubaya.ac.id/
663,Jurnal Agripet,S2,http://jurnal.unsyiah.ac.id/agripet
664,Jurnal Teknik Sipil,S2,http://journals.itb.ac.id/index.php/jts
665,Jurnal Reaktor,S2,http://ejournal.undip.ac.id/index.php/reaktor
666,Sosio Informa,S2,https://ejournal.kemsos.go.id/index.php?journal=Sosioinforma
667,DIMENSI: Journal of Architecture and Built Environment,S2,http://dimensi.petra.ac.id
668,Media Gizi Indonesia,S2,https://e-journal.unair.ac.id/MGI
669,Informatika Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/IP
670,Jurnal Teknik Industri : Jurnal Keilmuan dan Aplikasi Teknik Industri,S2,http://jurnalindustri.petra.ac.id
671,Psikopedagogia,S2,http://journal.uad.ac.id/index.php/PSIKOPEDAGOGIA
672,Jurnal Teknologi Pertanian,S2,http://jtp.ub.ac.id/index.php/jtp/index
673,Jurnal Hama dan Penyakit Tumbuhan Tropika,S2,http://journal.unila.ac.id/index.php/jhtrop; http://jhpttropika.fp.unila.ac.id
674,Jurnal Perspektif Pembiayaan dan Pembangunan Daerah,S2,https://online-journal.unja.ac.id/index.php/JES
675,Al-Ulum,S2,http://journal.iaingorontalo.ac.id/index.php/au/index
676,"The Indonesian Journal of Gastroenterology, Hepatology and Digestive Endoscopy",S2,http://ina-jghe.com/journal/index.php/jghe
677,Sodality : Jurnal Sosiologi Pedesaan,S2,http://journal.ipb.ac.id/index.php/sodality
678,Berkala Penelitian Hayati (Journal of Biological Researchers),S2,http://berkalahayati.org/home
679,Jurnal Sains & Teknologi Modifikasi Cuaca,S2,http://ejurnal.bppt.go.id/index.php/JSTMC/index
680,Jurnal Hukum & Pembangunan ,S2,http://jhp.ui.ac.id/index.php/home
681,Folia Medica Indonesiana,S2,http://e-journal.unair.ac.id/index.php/FMI
682,Journal of the Indonesian Mathematical Society,S2,https://www.jims-a.org/index.php/jimsa
683,"Journal of Tropical Life Science : International Journal of Theoretical, Experimental, and Applied Life Sciences",S2,http://jtrolis.ub.ac.id/index.php/jtrolis/index
684,Asy-Syir'ah Jurnal Ilmu Syari'ah dan Hukum,S2,http://asy-syirah.uin-suka.com/index.php/AS
685,JTEP (Jurnal Keteknikan Pertanian),S2,http://journal.ipb.ac.id/index.php/jtep
686,Agrointek : Jurnal Teknologi Industri Pertanian,S2,http://journal.trunojoyo.ac.id/agrointek/index
687,Jurnal Rechts Vinding : Media Pembinaan Hukum Nasional,S2,http://www.rechtsvinding.bphn.go.id/ejournal/index.php/jrv
688,Reinwardtia,S2,http://e-journal.biologi.lipi.go.id/index.php/reinwardtia/index
689,KARSA: Jurnal Sosial dan Budaya Keislaman,S2,http://ejournal.stainpamekasan.ac.id/index.php/karsa/index
690,Jurnal Penelitian,S2,http://e-journal.iainpekalongan.ac.id/index.php/Penelitian
691,ASEAN Marketing Journal (AMJ),S2,http://journal.ui.ac.id/amj
692,Jurnal Masyarakat dan Budaya,S2,http://jmb.lipi.go.id/index.php/jmb
693,Jurnal FIlsafat,S2,https://jurnal.ugm.ac.id/wisdom/index
694,Jurnal Penginderaan Jauh dan pengolahan Data Citra Digital,S2,http://jurnal.lapan.go.id/index.php/jurnal_inderaja
695,Esensia : Jurnal Ilmu-Ilmu Ushuluddin,S2,http://ejournal.uin-suka.ac.id/ushuluddin/esensia
696,Animal Production,S2,http://animalproduction.net
697,Economics and Finance in Indonesia,S2,http://efi.ui.ac.id/index.php/efi
698,Vektora : Jurnal Vektor dan Reservoir Penyakit,S2,http://ejournal.litbang.depkes.go.id/index.php/vk
699,Suhuf: Jurnal Pengkajian Al-Quran dan Budaya,S2,http://jurnalsuhuf.kemenag.go.id/index.php/suhuf
700,Jurnal Studi Pemerintahan,S2,http://journal.umy.ac.id/index.php/jsp
701,Jurnal Keperawatan Soedirman (The Soedirman Journal of Nursing),S2,http://jks.fikes.unsoed.ac.id/index.php/jks/issue/archive
702,Jurnal Pendidikan Sains Indonesia (Indonesian Journal of Science Education),S2,http://jurnal.unsyiah.ac.id/JPSI
703,Public Health and Preventive Medicine Archive,S2,https://ojs.unud.ac.id/index.php/phpma
704,Jurnal Kajian Informasi & Perpustakaan,S2,http://jurnal.unpad.ac.id/jkip/index
705,Jurnal Kependudukan Indonesia,S2,http://ejurnal.kependudukan.lipi.go.id/index.php/jki
706,Jurnal Ilmiah Islam Futura,S2,https://jurnal.ar-raniry.ac.id/index.php/islamfutura
707,Aceh International Journal of Science and Technology,S2,http://jurnal.unsyiah.ac.id/AIJST
708,Yustisia,S2,https://jurnal.uns.ac.id/yustisia
709,Miqot : Jurnal Ilmu-ilmu Keislaman,S2,http://jurnalmiqotojs.uinsu.ac.id/index.php/jurnalmiqot
710,AKSIOMA: Jurnal Program Studi Pendidikan Matematika,S2,http://fkip.ummetro.ac.id/journal/index.php/matematika
711,Masyarakat Indonesia,S2,http://jmi.ipsk.lipi.go.id/index.php/jmiipsk
712,Buletin Kebun Raya (The Botanic Garden Bulletin),S2,http://jurnal.krbogor.lipi.go.id
713,Resital: Jurnal Seni Pertunjukan (Journal of Performing Arts),S2,http://journal.isi.ac.id/index.php/resital
714,Treubia,S2,http://e-journal.biologi.lipi.go.id/index.php/treubia
715,Kalam,S2,http://ejournal.radenintan.ac.id/index.php/KALAM
716,Annales Bogorienses,S2,http://jurnal.biotek.lipi.go.id/index.php/annales
717,Journal of Islamic Architecture,S2,http://ejournal.uin-malang.ac.id/index.php/JIA
718,Indonesia Law Review,S2,http://ilrev.ui.ac.id/index.php/home/index
719,Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian
720,Jurnal Wasian : Wahana Informasi Penelitian Kehutanan,S2,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JWAS
721,PALASTReN: Jurnal Studi Gender,S2,http://journal.stainkudus.ac.id/index.php/Palastren
722,Linguistik Indonesia,S2,http://www.linguistik-indonesia.org/?lang=id
723,Jurnal Riset Industri Perdagangan,S2,http://ejournal.kemenperin.go.id/jri
724,"Journal of Educational, Health, Community Psychology",S2,http://journal.uad.ac.id/index.php/Psychology/index
725,Geoplanning: Journal of Geomatics and Planning,S2,http://ejournal.undip.ac.id/index.php/geoplanning/
726,"Bahasa dan Seni : Jurnal Bahasa, Sastra, Seni, dan Pengajarannya",S2,http://journal2.um.ac.id/index.php/jbs
727,Zoo Indonesia,S2,http://e-journal.biologi.lipi.go.id/index.php/zoo_indonesia/index
728,Justicia Islamica,S2,http://jurnal.stainponorogo.ac.id/index.php/justicia/index
729,Indonesia Journal of Biomedical Science,S2,http://ijbs-udayana.org/
730,Jurnal Akuntansi dan Bisnis,S2,http://jab.fe.uns.ac.id/index.php/jab/index
731,International Journal of Remote Sensing and Earth Sciences,S2,http://jurnal.lapan.go.id/index.php/ijreses
732,Berkala Ilmu Kedokteran (Journal of the Medical Sciences),S2,http://jurnal.ugm.ac.id/bik/
733,Agro Ekonomi,S2,https://jurnal.ugm.ac.id/jae/index
734,Health Science Journal of Indonesia,S2,http://ejournal.litbang.depkes.go.id/index.php/HSJI
735,Jurnal Ekonomi dan Pembangunan,S2,http://jurnalekonomi.lipi.go.id/index.php/JEP/index
736,Jurnal Geologi dan Sumberdaya Mineral,S2,http://jgsm.geologi.esdm.go.id/index.php/JGSM
737,Jurnal Sains dan Teknologi Nuklir Indonesia,S2,http://jurnal.batan.go.id/index.php/jstni
738,Indonesian Capital Market Review (ICMR),S2,http://journal.ui.ac.id/icmr
739,LiNGUA: Jurnal Ilmu Bahasa dan Sastra,S2,http://ejournal.uin-malang.ac.id/index.php/humbud
740,Jurnal Sains Dirgantara,S2,http://jurnal.lapan.go.id/index.php/jurnal_sains
741,Adabiyyat : Jurnal Bahasa dan Sastra,S2,http://ejournal.uin-suka.ac.id/adab/Adabiyyat
742,Indonesian Journal of Applied Physics,S2,https://jurnal.uns.ac.id/ijap/index
743,Jurnal Theologia,S2,http://journal.walisongo.ac.id/index.php/teologia
744,Pandecta : Jurnal Penelitian Ilmu Hukum (Research Law Journal),S2,https://journal.unnes.ac.id/nju/index.php/pandecta
745,Jurnal Kajian Bali (Journal of Bali Studies),S2,http://ojs.unud.ac.id/index.php/kajianbali
746,JLBG: Jurnal Lingkungan dan Bencana Geologi,S2,http://jlbg.geologi.esdm.go.id/index.php/jlbg
747,Jurnal Hukum Internasional : Indonesian Journal of International Law,S2,http://ijil.ui.ac.id/index.php/home
748,Journal of Urban Society's Arts,S2,http://journal.isi.ac.id/index.php/JOUSA
749,ECSOFiM (Economic and Social of Fisheries and Marine),S2,https://ecsofim.ub.ac.id/index.php/ecsofim
750,APMBA (Asia Pacific Management and Business Application),S2,http://apmba.ub.ac.id/index.php/apmba
751,International Business and Accounting Research Journal,S2,http://ibarj.com/index.php/ibarj
752,Tataloka,S2,http://ejournal2.undip.ac.id/index.php/tataloka/issue/archive
753,Jurnal Studi Komunikasi dan Media,S2,https://jurnal.kominfo.go.id/index.php/jskm
754,Journal of Dentomaxillofacial Science,S2,https://jdmfs.org/index.php/jdmfs
755,Jurnal Kimia dan Kemasan ,S2,http://ejournal.kemenperin.go.id/jkk/index
756,Eksplorium : Buletin Pusat Pengembangan Bahan Galian Nuklir,S2,http://jurnal.batan.go.id/index.php/eksplorium
757,Jurnal Ilmiah Kursor,S2,http://kursorjournal.org/index.php/kursor
758,Poetika : Jurnal Ilmu Sastra,S2,http://jurnal.ugm.ac.id/poetika
759,"Celt : A Journal of Culture, English Language Teaching and Literature",S2,http://journal.unika.ac.id/index.php/celt
760,SHARE Jurnal Ekonomi dan Keuangan Islam,S2,http://jurnal.ar-raniry.ac.id/index.php/Share/index
761,Negara Hukum: Membangun Hukum untuk Keadilan dan Kesejahteraan,S2,http://jurnal.dpr.go.id/index.php/hukum
762,Mutawatir : Jurnal Keilmuan Tafsir Hadith,S2,http://jurnalfuf.uinsby.ac.id/index.php/mutawatir
763,Jurnal Pemuliaan Tanaman Hutan,S2,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPTH
764,Acta Veterinaria Indonesiana,S2,http://journal.ipb.ac.id/index.php/actavetindones/index
765,AL-Albab,S2,http://jurnaliainpontianak.or.id/index.php/alalbab/issue/archive
766,Jurnal Teknosains ,S2,https://jurnal.ugm.ac.id/teknosains
767,International Journal of Agriculture System (IJAS),S2,http://pasca.unhas.ac.id/ojs/index.php/ijas/issue/archive
768,Jurnal Yudisial,S2,http://jurnal.komisiyudisial.go.id/
769,Istinbath,S2,http://ejurnal.iainmataram.ac.id/index.php/istinbath
770,JAS (Journal of ASEAN Studies),S2,https://journal.binus.ac.id/index.php/jas/index
771,Padjadjaran Journal of Dentistry,S2,http://jurnal.unpad.ac.id/pjd
772,Jurnal Teknologi Dirgantara,S2,http://jurnal.lapan.go.id/index.php/jurnal_tekgan
773,Al-Ahwal : Jurnal Hukum Keluarga Islam,S2,http://ejournal.uin-suka.ac.id/syariah/Ahwal
774,Jurnal Riset Teknologi Pencegahan Pencemaran Industri,S2,http://jrtppi.id
775,Teknologi Indonesia,S2,http://www.jti.lipi.go.id/index.php/JTI
776,Ekuilibrium : Jurnal Ilmiah Bidang Ilmu Ekonomi,S2,http://journal.umpo.ac.id/index.php/ekuilibrium
777,Indonesian Journal of Obstetrics and Gynecology (Majalah Obstetri dan Ginekologi Indonesia),S2,http://inajog.com/index.php/journal
778,Refleksi Hukum : Jurnal Ilmu Hukum,S2,http://ejournal.uksw.edu/refleksihukum
779,Jurnal Kardiologi Indonesia,S2,http://ijconline.id/index.php/ijc
780,Jurnal Penelitian Komunikasi,S2,http://bppkibandung.id/index.php/jpk/index
781,Majalah Obstetri dan Ginekologi,S2,http://e-journal.unair.ac.id/index.php/MOG
782,Lembaran Publikasi Lemigas,S2,http://www.journal.lemigas.esdm.go.id/index.php/LPMGB
783,Jurnal Industri Hasil Perkebunan (Journal of Plantation Based Industry),S2,http://ejournal.kemenperin.go.id/bbihp/index
784,Musawa : Jurnal Studi Gender dan Islam,S2,http://ejournal.uin-suka.ac.id/pusat/MUSAWA
785,Bulletin of the Marine Geology,S2,http://ejournal.mgi.esdm.go.id/index.php/bomg
786,Biopropal Industri,S2,http://ejournal.kemenperin.go.id/biopropal
787,Jurnal Neuroanestesi Indonesia,S2,http://ojs.inasnacc.org/ojs/index.php/jni
788,Warta IHP (Warta Industri Hasil Pertanian),S2,http://ejournal.kemenperin.go.id/ihp
789,Metalingua,S2,http://metalingua.kemdikbud.go.id/jurnal/index.php/metalingua
790,Jurisdictie : Jurnal Hukum dan Syariah,S2,http://ejournal.uin-malang.ac.id/index.php/jurisdictie
791,Jurnal Magister Hukum Udayana (Udayana Master Law Journal),S2,https://ojs.unud.ac.id/index.php/jmhu/index
792,Jurnal Ilmu dan Teknologi Hasil ternak,S2,http://jitek.ub.ac.id/index.php/jitek
793,Amerta,S2,http://jurnalarkeologi.kemdikbud.go.id/index.php/amerta
794,Jurnal Penelitian Karet,S2,http://ejournal.puslitkaret.co.id/index.php/jpk
795,Scientific Contributions Oil and Gas ,S2,http://www.journal.lemigas.esdm.go.id/ojs/index.php/SCOG
796,Khazanah: Jurnal Studi Islam dan Humaniora,S2,http://jurnal.uin-antasari.ac.id/index.php/khazanah
797,Amwaluna : Jurnal Ekonomi dan Keuangan Syariah,S2,https://ejournal.unisba.ac.id/index.php/amwaluna
798,Indonesian Journal of Cancer,S2,http://indonesianjournalofcancer.or.id/e-journal/index.php/ijoc
799,Jurnal Teknologi Bahan dan Barang Teknik,S2,https://ejournal.b4t.go.id/index.php/JTBBT
800,Journal of Wetlands Environmental Management,S2,http://ijwem.unlam.ac.id/index.php/ijwem
801,Metalurgi,S2,http://ejurnalmaterialmetalurgi.com/index.php/metalurgi
802,Kalpataru,S2,http://jurnalarkeologi.kemdikbud.go.id/
803,Al-Ihkam: Jurnal Hukum dan Pranata Sosial,S2,http://ejournal.stainpamekasan.ac.id/index.php/alihkam
804,Widyaparwa (Jurnal Ilmiah Kebahasaan dan Kesastraan),S2,http://www.widyaparwa.com/index.php/widyaparwa
805,Ilmu Ushuluddin,S2,http://journal.uinjkt.ac.id/index.php/ilmu-ushuluddin/index
806,JRP (Jurnal Review Politik),S2,http://jurnalpolitik.uinsby.ac.id/index.php/jrp/index
807,Jurnal Sosial Ekonomi Pekerjaan Umum,S2,http://jurnalsosekpu.pu.go.id/index.php/sosekpu
808,Heritage of Nusantara: International Journal of Religious Literature and Heritage,S2,http://jurnallektur.kemenag.go.id/index.php/heritage/
809,Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara,S2,https://walennae.kemdikbud.go.id/index.php/walennae
810,Jurnal Keramik dan Gelas Indonesia,S2,http://ejournal.kemenperin.go.id/jkgi
811,Purbawidya : Jurnal Penelitian dan Pengembangan Arkeologi,S2,http://purbawidya.kemdikbud.go.id
812,Jurnal Pendidikan Progresif,S2,http://jurnal.fkip.unila.ac.id/index.php/jpp/index
813,Majalah Anestesia dan Critical Care,S2,http://newjournal.perdatin.org/index.php/macc
814,Jurnal Kebijakan Sosial Ekonomi Kelautan dan Perikanan,S2,http://ejournal-balitbang.kkp.go.id/index.php/jkse
815,Jurnal Biotek Medisiana Indonesia,S2,http://ejournal.litbang.depkes.go.id/index.php/jbmi
816,Instrumentasi,S2,http://jurnalinstrumentasi.metrologi.lipi.go.id/index.php/ji
817,Papua : Jurnal Penelitian Arkeologi Papua dan Papua Barat,S2,https://jurnalarkeologipapua.kemdikbud.go.id/index.php/jpap
818,Pangan,S2,http://www.jurnalpangan.com/index.php/pangan
819,Indonesian Journal of Urology,S2,http://juri.urologi.or.id/index.php/juri
820,Jurnal Bimas Islam,S2,https://bimasislam.kemenag.go.id/site/informasi/jurnal
821,Jnana budaya,S2,https://jurnalbpnbbali.kemdikbud.go.id/jurnal/index.php/Jnana
822,Jurnal Ilmu Komunikasi,S2,http://jurnal.upnyk.ac.id/index.php/komunikasi/index
823,Jurnal Aplikasi Statistika dan Komputasi Statistik,S2,https://jurnal.stis.ac.id/index.php/jurnalasks
824,Sawerigading,S2,http://sawerigading.kemdikbud.go.id/
825,"Matrik: Jurnal Manajemen, Strategi Bisnis, dan Kewirausahaan",S2,http://ojs.unud.ac.id/index.php/jmbk
826,TSAQAFAH,S2,http://ejournal.unida.gontor.ac.id/index.php/tsaqafah
827,Floribunda,S2,http://www.ptti.or.id/journal
828,Majalah Polimer Indonesia,S2,http://hpi-polimer.org/publishing/11-majalah-polimer-indonesia-mpi
829,Jantra,S2,https://kebudayaan.kemdikbud.go.id/bpnbyogyakarta/category/karya-tulis/jantra/
830,Jurnal Penelitian Transportasi Darat,S2,http://balitbanghub.dephub.go.id/ojs/index.php/jurnaldarat
831,Neurona,S2,http://www.neurona.web.id/home.do
832,Jurnal Hukum Bisnis,S2,http://www.jurnalhukumbisnis.com
833,Jurnal Teknik Hidraulik,S2,http://jurnalth.pusair-pu.go.id/index.php/JTH/index
834,Jurnal Bisnis Strategi,S3,https://ejournal.undip.ac.id/index.php/jbs/index
835,Jurnal Bisnis dan Akuntansi,S3,https://jurnaltsm.id/index.php/JBA
