,journal_name,journal_url,journal_accreditation
0,Al Daulah : Jurnal Hukum Pidana dan Ketatanegaraan,http://journal.uin-alauddin.ac.id/index.php/al_daulah,S3 Accredited
0,KONSELI: Jurnal Bimbingan dan Konseling (E-Journal),http://ejournal.radenintan.ac.id/index.php/konseli/issue/archive,S3 Accredited
0,Transmisi: Jurnal Ilmiah Teknik Elektro,https://ejournal.undip.ac.id/index.php/transmisi/,S3 Accredited
0,INSPIRA: Indonesian Journal of Psychological Research,https://journal.iainlangsa.ac.id/index.php/inspira,S3 Accredited
0,Indonesian Journal of Environmental Management and Sustainability,http://ijoems.com/index.php/ijems/issue/view/3,S3 Accredited
0,Jurnal Ilmiah Pertanian,https://journal.unilak.ac.id/index.php/jip,S3 Accredited
0,Ta'lim al-'Arabiyyah: Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban,https://journal.uinsgd.ac.id/index.php/Talim,S3 Accredited
0,Journal of Architectural Design and Urbanism,https://ejournal2.undip.ac.id/index.php/jadu,S3 Accredited
0,Analit: Analytical and Environmental Chemistry,http://jurnal.fmipa.unila.ac.id/analit/index,S3 Accredited
0,Scientiae Educatia:  Jurnal Pendidikan Sains,http://www.syekhnurjati.ac.id/jurnal/index.php/sceducatia/,S3 Accredited
0,Teknologi Pangan: Media Informasi dan Komunikasi Ilmiah Teknologi Pertanian,https://jurnal.yudharta.ac.id/v2/index.php/Teknologi-Pangan,S3 Accredited
0,Progresiva : Jurnal Pemikiran dan Pendidikan Islam,http://ejournal.umm.ac.id/index.php/progresiva,S3 Accredited
0,SOSIO-DIDAKTIKA: Social Science Education Journal,http://journal.uinjkt.ac.id/index.php/SOSIO-FITK,S3 Accredited
0,Advances in Tropical Biodiversity and Environmental Sciences,https://ojs.unud.ac.id/index.php/ATBES/index,S3 Accredited
0,Journal of Management and Entrepreneurship Research,https://journal.unisnu.ac.id/jmer,S3 Accredited
0,Indonesian Journal of Disability Studies,https://ijds.ub.ac.id/index.php/ijds,S3 Accredited
0,Jurnal Agribisnis Indonesia (Journal of Indonesian Agribusiness),http://journal.ipb.ac.id/index.php/jagbi/,S3 Accredited
0,BRICOLAGE: Jurnal Magister Ilmu Komunikasi,https://journal.ubm.ac.id/index.php/bricolage/issue/archive,S3 Accredited
0,Pharmacology and Clinical Pharmacy Research,http://jurnal.unpad.ac.id/index.php/pcpr,S3 Accredited
0,MAWA'IZH: JURNAL DAKWAH DAN PENGEMBANGAN SOSIAL KEMANUSIAAN,https://jurnal.lp2msasbabel.ac.id/index.php/maw,S3 Accredited
0,El Tarbawi,http://journal.uii.ac.id/index.php/Tarbawi,S3 Accredited
0,Jurnal Peternakan Indonesia,http://jpi.faterna.unand.ac.id/index.php/jpi/index,S3 Accredited
0,Techne : Jurnal Ilmiah Elektroteknika,https://jurnaltechne.org,S3 Accredited
0,TERNAK TROPIKA Journal of Tropical Animal Production,http://ternaktropika.ub.ac.id/index.php/tropika,S3 Accredited
0,Jurnal Cakrawala Hukum,http://jurnal.unmer.ac.id/index.php/jch,S3 Accredited
0,Jurnal Interpretasi Hukum,https://ejournal.warmadewa.ac.id/index.php/juinhum,S3 Accredited
0,Jurnal Fisika dan Aplikasinya,http://iptek.its.ac.id/index.php/jfa,S3 Accredited
0,J-PEK (Jurnal Pembelajaran Kimia),http://journal2.um.ac.id/index.php/j-pek/index,S3 Accredited
0,JIP (Jurnal Ilmiah PGMI),http://jurnal.radenfatah.ac.id/index.php/jip,S3 Accredited
0,JDHT Journal of Dental Hygiene and Therapy,http://ojs.poltekkesjakarta1.ac.id/index.php/JKG,S3 Accredited
0,Journal of Computer Science and Informatics Engineering (J-Cosine),https://jcosine.if.unram.ac.id/index.php/jcosine/index,S3 Accredited
0,Jurnal Sumberdaya Akuatik Indopasifik,http://ejournalfpikunipa.ac.id/index.php/JSAI,S3 Accredited
0,Journal of Fundamental Mathematics and Applications,http://jfma.math.fsm.undip.ac.id/,S3 Accredited
0,JATI UNIK : Jurnal Ilmiah Teknik dan Manajemen Industri,http://ojs.unik-kediri.ac.id/index.php/jatiunik,S3 Accredited
0,Jurnal Kedokteran Meditek,http://ejournal.ukrida.ac.id/ojs/index.php/Meditek,S3 Accredited
0,Yurispruden,http://riset.unisma.ac.id/index.php/yur,S3 Accredited
0,Widya Yuridika: Jurnal Hukum,http://publishing-widyagama.ac.id/ejournal-v2/index.php/yuridika/index,S3 Accredited
0,Harmoni Sosial: Jurnal Pendidikan IPS,https://journal.uny.ac.id/index.php/hsjpi,S3 Accredited
0,InPrime: Indonesian Journal Of Pure And Applied Mathematics,http://journal.uinjkt.ac.id/index.php/inprime,S3 Accredited
0,Tatar Pasundan : Jurnal Diklat Keagamaan,https://bdkbandung.kemenag.go.id/tatarpasundan/jurnal/index.php/tp,S3 Accredited
0,Jurnal Keperawatan Komprehensif,http://journal.stikep-ppnijabar.ac.id/index.php/jkk,S3 Accredited
0,Biotropika: Journal of Tropical Biology,https://biotropika.ub.ac.id/index.php/biotropika/issue/archive,S3 Accredited
0,SENTRALISASI,http://ejournal.um-sorong.ac.id/index.php/sentralisasi,S3 Accredited
0,J-REMI : Jurnal Rekam Medik dan Informasi Kesehatan,https://publikasi.polije.ac.id/index.php/j-remi,S3 Accredited
0,Al-Tijary : Jurnal Ekonomi dan Bisnis Islam,https://bit.ly/2Kll8RD,S3 Accredited
0,Kodifikasia: Jurnal Penelitian Islam,https://jurnal.iainponorogo.ac.id/index.php/kodifikasia,S3 Accredited
0,Indonesian Contemporary Nursing Journal,http://journal.unhas.ac.id/index.php/icon/index,S3 Accredited
0,Kontigensi: Jurnal Ilmiah Manajemen,https://jurnal.dim-unpas.web.id/index.php/JIMK,S3 Accredited
0,"Rekam: Jurnal Fotografi, Televisi, Animasi",http://journal.isi.ac.id/index.php/rekam,S3 Accredited
0,ELKHA : Jurnal Teknik Elektro,http://jurnal.untan.ac.id/index.php/Elkha,S3 Accredited
0,Majalah Ilmiah Biologi Biosfera: A Scientific Journal,https://journal.bio.unsoed.ac.id/index.php/biosfera/index,S3 Accredited
0,JCER (Journal of Chemistry Education Research),https://journal.unesa.ac.id/index.php/jcer,S3 Accredited
0,Jurnal Pariwisata Pesona,http://jurnal.unmer.ac.id/index.php/jpp,S3 Accredited
0,Jurnal Ilmiah Farmako Bahari,https://journal.uniga.ac.id/index.php/JFB,S3 Accredited
0,Lambung Mangkurat Law Journal,http://lamlaj.ulm.ac.id/web/index.php/abc/index,S3 Accredited
0,BENTANG : Jurnal Teoritis dan Terapan Bidang Rekayasa Sipil,https://jurnal.unismabekasi.ac.id/index.php/bentang/about,S3 Accredited
0,Jurnal Airaha,https://jurnalairaha.org/index.php/airaha,S3 Accredited
0,Agriprima : Journal of Applied Agricultural Sciences,https://agriprima.polije.ac.id/index.php/journal,S3 Accredited
0,KINERJA,https://ojs.uajy.ac.id/index.php/kinerja,S3 Accredited
0,Vision : Journal of Language and Foreign Language Learning,http://journal.walisongo.ac.id/index.php/vision,S3 Accredited
0,"Lensa : Kajian Kebahasaan, Kesusastraan, dan Budaya",http://jurnal.unimus.ac.id/index.php/lensa,S3 Accredited
0,Aceh Journal of Animal Science,http://jurnal.unsyiah.ac.id/AJAS/index,S3 Accredited
0,Acta Aquatica: Aquatic Sciences Journal,http://ojs.unimal.ac.id/index.php/acta-aquatica,S3 Accredited
0,MaPan : Jurnal Matematika dan Pembelajaran,http://journal.uin-alauddin.ac.id/index.php/Mapan,S3 Accredited
0,JURNAL PENELITIAN EKOSISTEM DIPTEROKARPA,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPED/,S3 Accredited
0,Jurnal Infrastruktur,http://journal.univpancasila.ac.id/index.php/infrastruktur/issue/archive,S3 Accredited
0,Jurnal Riset Pendidikan dan Inovasi Pembelajaran Matematika (JRPIPM),https://journal.unesa.ac.id/index.php/jrpipm/,S3 Accredited
0,Agroindustrial Technology Journal,https://ejournal.unida.gontor.ac.id/index.php/atj/index,S3 Accredited
0,TECH-E,https://jurnal.ubd.ac.id/index.php/te,S3 Accredited
0,Teknotan: Jurnal Industri Teknologi Pertanian,http://jurnal.unpad.ac.id/teknotan/index,S3 Accredited
0,J-MPI (Jurnal Manajemen Pendidikan Islam),http://ejournal.uin-malang.ac.id/index.php/jmpi/issue/archive,S3 Accredited
0,E-Jurnal Ekonomi dan Bisnis Universitas Udayana,https://ojs.unud.ac.id/index.php/EEB/issue/archive,S3 Accredited
0,Journal of Health Policy and Management,http://www.thejhpm.com/index.php?journal=thejhpm&page=issue&op=archive,S3 Accredited
0,BULETIN AL-RIBAATH,http://openjurnal.unmuhpnk.ac.id/index.php/AL-R,S3 Accredited
0,JURNAL POLITIK PROFETIK,http://journal.uin-alauddin.ac.id/index.php/jpp,S3 Accredited
0,Jurnal Pendidikan Matematika dan IPA,https://jurnal.untan.ac.id/index.php/PMP,S3 Accredited
0,"Jurnal Genre (Bahasa, Sastra, dan Pembelajarannya)",http://journal2.uad.ac.id/index.php/genre,S3 Accredited
0,IJFAC (Indonesian Journal of Fundamental and Applied Chemistry),http://www.ijfac.unsri.ac.id/index.php/ijfac/index,S3 Accredited
0,Jurnal Ilmu Peternakan dan Veteriner Tropis (Journal of Tropical Animal and Veterinary Science),https://journal.fapetunipa.ac.id/index.php/JIPVET/issue/archive,S3 Accredited
0,Jurnal Kesehatan dr. Soebandi,http://journal.stikesdrsoebandi.ac.id/index.php/jkds,S3 Accredited
0,Jurnal Penelitian Transportasi Laut,http://ojs.balitbanghub.dephub.go.id/index.php/jurnallaut/index,S3 Accredited
0,"AgriHealth: Journal of Agri-food, Nutrition and Public Health",https://jurnal.uns.ac.id/agrihealth,S3 Accredited
0,AGRISE ONLINE,http://agrise.ub.ac.id/,S3 Accredited
0,Jurnal Tadris Matematika,http://ejournal.iain-tulungagung.ac.id/index.php/jtm,S3 Accredited
0,"BIOLINK (Jurnal Biologi Lingkungan, Industri, Kesehatan)",http://ojs.uma.ac.id/index.php/biolink,S3 Accredited
0,Jurnal Ilmiah Kesehatan (JIKA),https://salnesia.id/index.php/jika,S3 Accredited
0,Jurnal Ilmu Kesehatan Masyarakat,http://ejournal.fkm.unsri.ac.id/index.php/jikm,S3 Accredited
0,Asy-Syari'ah,https://journal.uinsgd.ac.id/index.php/asy-syariah,S3 Accredited
0,Jurnal Kesehatan Terpadu (Integrated Health Journal),https://www.jurnalpoltekkesmaluku.com/index.php/JKT/index,S3 Accredited
0,APPLIED RESEARCH ON CIVIL ENGINEERING AND ENVIRONMENT (ARCEE),http://jurnal.pnj.ac.id/index.php/ARCEE,S3 Accredited
0,Jurnal Teori dan Aplikasi Fisika,http://jurnal.fmipa.unila.ac.id/jtaf,S3 Accredited
0,"Jp.jok (Jurnal Pendidikan Jasmani, Olahraga dan Kesehatan)",http://ejurnal.budiutomomalang.ac.id/index.php/jpjok,S3 Accredited
0,Riset Informasi Kesehatan,http://jurnal.stikes-hi.ac.id/index.php/rik/index,S3 Accredited
0,Rechtsidee,http://ojs.umsida.ac.id/index.php/rechtsidee,S3 Accredited
0,Journal of Functional Food and Nutraceutical,https://journal.sgu.ac.id/jffn/index.php/jffn,S3 Accredited
0,Indonesian Physical Review,http://ipr.unram.ac.id/index.php/ipr,S3 Accredited
0,Ilmu Administrasi Publik,http://ojs.unm.ac.id/index.php/iap,S3 Accredited
0,e-GIGI,https://ejournal.unsrat.ac.id/index.php/egigi,S3 Accredited
0,Jurnal ULTIMATICS,http://ejournals.umn.ac.id/index.php/TI,S3 Accredited
0,"TELKA : Jurnal Telekomunikasi, Elektronika, Komputasi dan Kontrol",http://telka.ee.uinsgd.ac.id/index.php/TELKA/index,S3 Accredited
0,Jurnal Ilmu Nutrisi dan Teknologi Pakan,http://journal.ipb.ac.id/index.php/jurnalintp,S3 Accredited
0,"Notion: Journal of Linguistics, Literature and Culture",http://journal2.uad.ac.id/index.php/notion/index,S3 Accredited
0,Jurnal Matematika : MANTIK,http://mantik.uinsby.ac.id/index.php/Mantik1/index,S3 Accredited
0,Inform: Jurnal Ilmiah Bidang Teknologi Informasi dan Komunikasi,https://ejournal.unitomo.ac.id/index.php/inform/index,S3 Accredited
0,Jentera: Jurnal Kajian Sastra,http://ojs.badanbahasa.kemdikbud.go.id/jurnal/index.php/jentera,S3 Accredited
0,Nation State: Journal of International Studies,https://jurnal.amikom.ac.id/index.php/nsjis,S3 Accredited
0,Infotekmesin,https://ejournal.pnc.ac.id/index.php/infotekmesin,S3 Accredited
0,UMBARA Indonesian Journal of Anthropology,http://jurnal.unpad.ac.id/umbara,S3 Accredited
0,Jurnal Kesehatan Komunitas,http://jurnal.htp.ac.id/index.php/keskom,S3 Accredited
0,AJIS : Academic Journal of Islamic Studies,http://journal.iaincurup.ac.id/index.php/AJIS,S3 Accredited
0,TADULAKO LAW REVIEW,http://jurnal.untad.ac.id/jurnal/index.php/TLR,S3 Accredited
0,JURNAL BIOLOGI INDONESIA,https://jurnalbiologi.perbiol.or.id/,S3 Accredited
0,JURNAL AGROTEKNOLOGI,http://ejournal.uin-suska.ac.id/index.php/agroteknologi/issue/archive,S3 Accredited
0,HUMANIS,https://ojs.unud.ac.id/index.php/sastra/issue/archive,S3 Accredited
0,Jurnal Ilmiah Ekonomi Bisnis,https://ejournal.gunadarma.ac.id/index.php/ekbis/index,S3 Accredited
0,"IMANENSI: Jurnal Ekonomi, Manajemen, dan Akuntansi Islam",http://jurnal.fordebi.or.id/index.php/home/issue/archive,S3 Accredited
0,AT-TURAS: Jurnal Studi Keislaman,https://ejournal.unuja.ac.id/index.php/at-turas,S3 Accredited
0,SIKLUS: Jurnal Teknik Sipil,https://journal.unilak.ac.id/index.php/SIKLUS/issue/archive,S3 Accredited
0,MONETER,http://ejournal2.uika-bogor.ac.id/index.php/MONETER,S3 Accredited
0,Jurnal Ilmu Tanah dan Lingkungan (Journal of Soil Science and Environment),http://journal.ipb.ac.id/index.php/jtanah,S3 Accredited
0,Operations Excellence,http://publikasi.mercubuana.ac.id/index.php/oe/index,S3 Accredited
0,Entrepreneurship Bisnis Manajemen Akuntansi (E-BISMA),http://ejournal.widyamataram.ac.id/index.php/j-mae,S3 Accredited
0,(IJHCM) International Journal of Human Capital Management,http://journal.unj.ac.id/unj/index.php/ijhcm,S3 Accredited
0,Ta'dib: Jurnal Pendidikan Islam,https://ejournal.unisba.ac.id/index.php/tadib,S3 Accredited
0,Babali Nursing Research,https://babalinursingresearch.com/index.php/BNR,S3 Accredited
0,JP-BSI (Jurnal Pendidikan Bahasa dan Sastra Indonesia),http://journal.stkipsingkawang.ac.id/index.php/JP-BSI,S3 Accredited
0,Reka Buana : Jurnal Ilmiah Teknik Sipil dan Teknik Kimia,https://jurnal.unitri.ac.id/index.php/rekabuana,S3 Accredited
0,International Journal of Industrial Engineering and Engineering Management,https://ojs.uajy.ac.id/index.php/IJIEEM,S3 Accredited
0,el Buhuth: Borneo Journal of Islamic Studies,https://journal.iain-samarinda.ac.id/index.php/el-Buhuth,S3 Accredited
0,Jurnal Kelautan dan Perikanan Terapan (JKPT),http://ejournal-balitbang.kkp.go.id/index.php/jkpt/issue/archive,S3 Accredited
0,INTEK: Jurnal Penelitian,http://jurnal.poliupg.ac.id/index.php/Intek,S3 Accredited
0,Andalas Obstetric and Gynecology Journal,http://jurnalobgin.fk.unand.ac.id/index.php/JOE,S3 Accredited
0,Elite : English and Literature Journal,http://journal.uin-alauddin.ac.id/index.php/elite,S3 Accredited
0,Loquen: English Studies Journal,http://jurnal.uinbanten.ac.id/index.php/loquen/issue/archive,S3 Accredited
0,Insisiva Dental Journal : Majalah Kedokteran Gigi Insisiva,http://journal.umy.ac.id/index.php/di/issue/archive,S3 Accredited
0,Jurnal Agro Industri Perkebunan,https://jurnal.polinela.ac.id/index.php/AIP,S3 Accredited
0,Jurnal Farmasi Indonesia,http://ejurnal.setiabudi.ac.id/ojs/index.php/farmasi-indonesia,S3 Accredited
0,ELEMENTARY: Jurnal Ilmiah Pendidikan Dasar,http://e-journal.metrouniv.ac.id/index.php/elementary/index,S3 Accredited
0,Walisongo Journal of Chemistry,https://journal.walisongo.ac.id/index.php/wjc,S3 Accredited
0,Journal of Applied Geospatial Information (JAGI),http://jurnal.polibatam.ac.id/index.php/JAGI/issue/archive,S3 Accredited
0,Jurnal Mamangan,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-mamangan,S3 Accredited
0,Al-Kimia,http://journal.uin-alauddin.ac.id/index.php/al-kimia,S3 Accredited
0,Halaqa : Islamic Education Journal,http://ojs.umsida.ac.id/index.php/halaqa,S3 Accredited
0,Jurnal Berita Ilmu Keperawatan,http://journals.ums.ac.id/index.php/BIK,S3 Accredited
0,MIND (Multimedia Artificial Intelligent Networking Database) Journal,https://ejurnal.itenas.ac.id/index.php/mindjournal,S3 Accredited
0,Jurnal Fisika Unand,http://jfu.fmipa.unand.ac.id/index.php/jfu,S3 Accredited
0,Jurnal Ilmiah Farmasi,http://journal.uii.ac.id/index.php/JIF,S3 Accredited
0,Health and Medical Journal,https://jurnal.unbrah.ac.id/index.php/heme,S3 Accredited
0,Jurnal Penelitian Kesehatan,http://forikes-ejournal.com/index.php/SF,S3 Accredited
0,Jurnal GALUNG TROPIKA,http://jurnalpertanianumpar.com/index.php/jgt/,S3 Accredited
0,FIKROTUNA,http://ejournal.kopertais4.or.id/madura/index.php/fikrotuna,S3 Accredited
0,Wood Research Journal : Journal of Indonesian Wood Research Society,http://ejournalmapeki.org/index.php/wrj,S3 Accredited
0,Jurnal Pendidikan MIPA,http://jurnal.fkip.unila.ac.id/index.php/jpmipa,S3 Accredited
0,Jurnal Aplikasi Teknik Sipil,http://iptek.its.ac.id/index.php/jats,S3 Accredited
0,Jurnal Pembelajaran Fisika,http://jurnal.fkip.unila.ac.id/index.php/JPF/issue/archive,S3 Accredited
0,Jurnal Agregasi : Aksi Reformasi Government dalam Demokrasi,https://ojs.unikom.ac.id/index.php/agregasi,S3 Accredited
0,BUANA GENDER : Jurnal Studi Gender dan Anak,https://ejournal.uinsaid.ac.id/index.php/buana-gender/,S3 Accredited
0,Spektrum Industri,http://journal.uad.ac.id/index.php/Spektrum,S3 Accredited
0,Journal of Mechanical Engineering Science and Technology,http://journal2.um.ac.id/index.php/jmest,S3 Accredited
0,JPBIO (Jurnal Pendidikan Biologi),http://jurnal.stkippersada.ac.id/jurnal/index.php/JBIO/issue/archive,S3 Accredited
0,Jurnal Enggano,http://ejournal.unib.ac.id/index.php/jurnalenggano,S3 Accredited
0,Jurnal Biologi Udayana,https://ojs.unud.ac.id/index.php/BIO,S3 Accredited
0,Journal of Industrial Engineering Management,https://jurnal.teknologiindustriumi.ac.id/index.php/JIEM,S3 Accredited
0,Nukhbatul 'Ulum : Jurnal Bidang Kajian Islam,https://journal.stiba.ac.id/index.php/nukhbah/issue/archive,S3 Accredited
0,The Journal Of Muhammadiyah Medical Laboratory Technologist,http://journal.um-surabaya.ac.id/index.php/analis/index,S3 Accredited
0,JSEP (Journal of Science Education and Practice),https://journal.unpak.ac.id/index.php/jsep/index,S3 Accredited
0,Jurnal Segara,http://ejournal-balitbang.kkp.go.id/index.php/segara,S3 Accredited
0,Nurse and Health : Jurnal Keperawatan,https://ejournal-kertacendekia.id/index.php/nhjk/index,S3 Accredited
0,KREA-TIF : JURNAL TEKNIK INFORMATIKA,http://ejournal.uika-bogor.ac.id/index.php/krea-tif/index,S3 Accredited
0,Nagari Law Review,http://nalrev.fhuk.unand.ac.id/index.php/nalrev/index,S3 Accredited
0,Wiga : Jurnal Penelitian Ilmu Ekonomi,https://ejournal.itbwigalumajang.ac.id/index.php/wiga,S3 Accredited
0,Al-Infaq: Jurnal Ekonomi Islam,http://www.jurnalfai-uikabogor.org/index.php/alinfaq,S3 Accredited
0,Jurnal Pendidikan Fisika,http://jurnal.unimed.ac.id/2012/index.php/jpf/login,S3 Accredited
0,Istinbath : Jurnal Hukum,http://e-journal.metrouniv.ac.id/index.php/istinbath,S3 Accredited
0,Societas Dei: Jurnal Agama dan Masyarakat,http://www.societasdei.rcrs.org,S3 Accredited
0,Anterior Jurnal,http://journal.umpalangkaraya.ac.id/index.php/anterior,S3 Accredited
0,Jurnal Asiimetrik: Jurnal Ilmiah Rekayasa Dan Inovasi,http://journal.univpancasila.ac.id/index.php/asiimetrik,S3 Accredited
0,Poltekita: Jurnal Pengabdian Masyarakat,http://jurnal.poltekkespalu.ac.id/index.php/PJPM,S3 Accredited
0,JUXTA: Jurnal Ilmiah Mahasiswa Kedokteran Universitas Airlangga,https://e-journal.unair.ac.id/JUXTA,S3 Accredited
0,JNKI (Jurnal Ners dan Kebidanan Indonesia) (Indonesian Journal of Nursing and Midwifery),http://ejournal.almaata.ac.id/index.php/JNKI/index,S3 Accredited
0,Rekayasa: Jurnal Penerapan Teknologi dan Pembelajaran,http://journal.unnes.ac.id/nju/index.php/rekayasa,S3 Accredited
0,Jurnal Dunia Gizi,http://ejournal.helvetia.ac.id/index.php/jdg,S3 Accredited
0,Jurnal Semesta Teknika,http://journal.umy.ac.id/index.php/st,S3 Accredited
0,JURNAL AGROINDUSTRI HALAL,https://ojs.unida.ac.id/Agrohalal,S3 Accredited
0,Jurnal Riset Kesehatan,http://ejournal.poltekkes-smg.ac.id/ojs/index.php/jrk,S3 Accredited
0,GeoEco,https://jurnal.uns.ac.id/GeoEco,S3 Accredited
0,Indonesia Chimica Acta,http://journal.unhas.ac.id/index.php/ica,S3 Accredited
0,Geoid - Journal of Geodesy and Geomatics,http://iptek.its.ac.id/index.php/geoid,S3 Accredited
0,Jambura Journal of Chemistry,http://ejurnal.ung.ac.id/index.php/jjc,S3 Accredited
0,"Japanese Research on Linguistics, Literature, and Culture",http://publikasi.dinus.ac.id/index.php/jrllc/index,S3 Accredited
0,Turbo : Jurnal Program Studi Teknik Mesin,http://ojs.ummetro.ac.id/index.php/turbo/index,S3 Accredited
0,Almana: Jurnal Manajemen dan Bisnis,http://journalfeb.unla.ac.id/index.php/almana,S3 Accredited
0,"Jurnal Ecotipe (Electronic, Control, Telecommunication, Information, and Power Engineering)",http://journal.ubb.ac.id/index.php/ecotipe,S3 Accredited
0,Al-Arabi : Journal of Teaching Arabic as a Foreign Language,http://journal2.um.ac.id/index.php/alarabi,S3 Accredited
0,Jurnal Katalisator,http://ejournal.kopertis10.or.id/index.php/katalisator,S3 Accredited
0,PHARMACY: Jurnal Farmasi Indonesia (Pharmaceutical Journal of Indonesia),http://jurnalnasional.ump.ac.id/index.php/PHARMACY/index,S3 Accredited
0,Jurnal Ilmiah Wahana Bhakti Praja,https://ejournal.ipdn.ac.id/JIWBP,S3 Accredited
0,SEPA: Jurnal Sosial Ekonomi Pertanian dan Agribisnis,http://jurnal.fp.uns.ac.id/index.php/sepa,S3 Accredited
0,Al-'Adl,http://ejournal.iainkendari.ac.id/al-adl/index,S3 Accredited
0,Journal of Private and Commercial Law,https://journal.unnes.ac.id/nju/index.php/jpcl,S3 Accredited
0,Cakradonya Dental Journal,https://jurnal.usk.ac.id/CDJ,S3 Accredited
0,"Ecces : Economics, Social, and Development Studies",http://journal.uin-alauddin.ac.id/index.php/ecc/issue/view/1152,S3 Accredited
0,Southeast Asian Journal of Islamic Education,https://journal.iain-samarinda.ac.id/index.php/SAJIE,S3 Accredited
0,Al-Majaalis,http://ejournal.stdiis.ac.id/index.php/Al-Majalis,S3 Accredited
0,ADJES (Ahmad Dahlan Journal of English Studies),http://journal.uad.ac.id/index.php/ADJES/index,S3 Accredited
0,FITOFARMAKA: Jurnal Ilmiah Farmasi,https://journal.unpak.ac.id/index.php/fitofarmaka,S3 Accredited
0,Metana : Media Komunikasi Rekayasa Proses dan Teknologi Tepat Guna,https://ejournal.undip.ac.id/index.php/metana/index,S3 Accredited
0,Transformasi : Jurnal Manajemen Pemerintahan,http://ejournal.ipdn.ac.id/JTP,S3 Accredited
0,IJAS: Indonesian Journal of Arabic Studies,http://syekhnurjati.ac.id/jurnal/index.php/ijas,S3 Accredited
0,Journal of Physics: Theories and Applications,http://jurnal.uns.ac.id/jphystheor-appl,S3 Accredited
0,OPSI,http://jurnal.upnyk.ac.id/index.php/opsi,S3 Accredited
0,Media Farmasi,http://journal.uad.ac.id/index.php/Media-Farmasi/index,S3 Accredited
0,Al Hurriyah : Jurnal Hukum Islam,http://ejournal.iainbukittinggi.ac.id/index.php/alhurriyah/index,S3 Accredited
0,Damianus Journal of Medicine,http://ejournal.atmajaya.ac.id/index.php/damianus,S3 Accredited
0,PIKSEL : Penelitian Ilmu Komputer Sistem Embedded and Logic,http://jurnal.unismabekasi.ac.id/index.php/piksel,S3 Accredited
0,Jurnal Kesehatan,http://ejurnal.stikesprimanusantara.ac.id/index.php/JKPN/index,S3 Accredited
0,HUMANIKA,https://ejournal.undip.ac.id/index.php/humanika,S3 Accredited
0,Indonesian Journal of Anesthesiology and Reanimation (IJAR),https://e-journal.unair.ac.id/IJAR,S3 Accredited
0,SANITAS : Jurnal Teknologi dan Seni Kesehatan,https://sanitas.e-journal.id/index.php/SANITAS/,S3 Accredited
0,Medical Sains : Jurnal Ilmiah Kefarmasian,https://ojs.stfmuhammadiyahcirebon.ac.id/index.php/iojs,S3 Accredited
0,Gaster,https://journal.aiska-university.ac.id/index.php/gaster,S3 Accredited
0,Jurnal Ilmu dan Teknologi Kesehatan,https://ejurnal.poltekkesjakarta3.ac.id/index.php/jitek/,S3 Accredited
0,International Journal of Business Studies,http://ijbs.ipmi.ac.id/index.php/ijbs,S3 Accredited
0,Jurnal Geosaintek,http://iptek.its.ac.id/index.php/geosaintek/index,S3 Accredited
0,Cakrawala: Jurnal Litbang Kebijakan,http://cakrawalajournal.org/index.php/cakrawala/,S3 Accredited
0,Embrio : Jurnal Kebidanan,http://jurnal.unipasby.ac.id/index.php/embrio,S3 Accredited
0,Journal of Tropical Pharmacy and Chemistry,https://jtpc.farmasi.unmul.ac.id/index.php/jtpc,S3 Accredited
0,International Journal of Trends in Mathematics Education Research,http://ijtmer.com/index.php/ijtmer,S3 Accredited
0,JURNAL TERNAK,http://jurnalpeternakan.unisla.ac.id/index.php/ternak/issue/archive,S3 Accredited
0,Journal of Community Based Environmental Engineering and Management,http://journal.unpas.ac.id/index.php/temali/issue/archive,S3 Accredited
0,AL MAQAYIS,https://jurnal.uin-antasari.ac.id/index.php/maqoyis,S3 Accredited
0,JOMSIGN: Journal of Multicultural Studies in Guidance and Counseling,http://ejournal.upi.edu/index.php/JOMSIGN,S3 Accredited
0,Jurnal Kesehatan Lingkungan: Jurnal dan Aplikasi Teknik Kesehatan Lingkungan,https://ejournal.kesling-poltekkesbjm.com/index.php/JKL,S3 Accredited
0,Nurani: Jurnal Kajian Syariah dan Masyarakat,http://jurnal.radenfatah.ac.id/index.php/Nurani,S3 Accredited
0,Jurnal Arsitektur ARCADE,http://jurnal.universitaskebangsaan.ac.id/index.php/arcade,S3 Accredited
0,Cantilever: Jurnal Penelitian dan Kajian Bidang Teknik Sipil,http://www.cantilever.id/index.php/cantilever,S3 Accredited
0,JMES The International Journal of Mechanical Engineering and Sciences,https://iptek.its.ac.id/index.php/jmes,S3 Accredited
0,Journal of Disruptive Learning Innovation (JODLI),http://journal2.um.ac.id/index.php/jodli,S3 Accredited
0,Jurnal Teknik Kimia USU,https://talenta.usu.ac.id/jtk,S3 Accredited
0,Jurnal Matematika Integratif,http://jurnal.unpad.ac.id/jmi,S3 Accredited
0,JPSE (Journal of Physical Science and Engineering),http://journal2.um.ac.id/index.php/jpse/index,S3 Accredited
0,Jurnal Integrasi Proses,http://jurnal.untirta.ac.id/index.php/jip/,S3 Accredited
0,Media Trend: Berkala Kajian Ekonomi dan Studi Pembangunan,http://mediatrend.trunojoyo.ac.id/mediatrend,S3 Accredited
