journal_name,journal_url,journal_accreditation
"Jurnal Didactical Mathematics","http://jurnal.unma.ac.id/index.php/dm","S5 Accredited"
"Jurnal Ilmiah Dinamika Sosial","http://journal.undiknas.ac.id/index.php/fisip","S5 Accredited"
"JSAI (Journal Scientific and Applied Informatics)","http://jurnal.umb.ac.id/index.php/JSAI/index","S5 Accredited"
"Tamumatra : Jurnal Seni Pertunjukan","http://e-journal.hamzanwadi.ac.id/index.php/tmmt/","S5 Accredited"
"Res Judicata","http://openjurnal.unmuhpnk.ac.id/index.php/RJ","S5 Accredited"
"Jurnal Teknik Informatika UNIKA Santo Thomas","http://ejournal.ust.ac.id/index.php/JTIUST","S5 Accredited"
"Restorica : Jurnal Ilmiah Ilmu Administrasi Negara dan Ilmu Komunikasi","http://journal.umpalangkaraya.ac.id/index.php/restorica","S5 Accredited"
"Jurnal Pengabdian Al-Ikhlas","https://ojs.uniska-bjm.ac.id/index.php/AIJP","S5 Accredited"
"Dialektika: Jurnal Ekonomi dan Ilmu Sosial","http://ejournal.uniramalang.ac.id/index.php/dialektika","S5 Accredited"
"Masyarakat Madani: Jurnal Kajian Islam dan Pengembangan Masyarakat","http://ejournal.uin-suska.ac.id/index.php/jmm","S5 Accredited"
"Tumou Tou","http://ejournal-iakn-manado.ac.id/index.php/tumoutou","S5 Accredited"
"Education and Linguistics Knowledge Journal (Edulink)","https://ejournal.uniska-kediri.ac.id/index.php/EDULINK","S5 Accredited"
"IKRAITH-HUMANIORA","http://journals.upi-yai.ac.id/index.php/ikraith-humaniora","S5 Accredited"
"Jurnal Teknologi Terpadu","http://journal.nurulfikri.ac.id/index.php/JTT","S5 Accredited"
"E-Journal Perdagangan Industri dan Moneter","https://online-journal.unja.ac.id/index.php/pim","S5 Accredited"
"DINAMIKA GLOBAL : JURNAL ILMU HUBUNGAN INTERNASIONAL","http://ejournal.fisip.unjani.ac.id/index.php/jurnal-dinamika-global/issue/archive","S5 Accredited"
"PENA AKUATIKA : JURNAL ILMIAH PERIKANAN DAN KELAUTAN","https://jurnal.unikal.ac.id/index.php/akuatika","S5 Accredited"
"Keadilan","http://jurnal.utb.ac.id/index.php/keadilan","S5 Accredited"
"Wacana","https://jurnalwacana.psikologi.fk.uns.ac.id/index.php/wacana/index","S5 Accredited"
"Jurnal EMA (Ekonomi Manajemen Akuntansi)","http://ema-jurnal.unmerpas.ac.id/index.php/ekonomi","S5 Accredited"
"Realita : Jurnal Bimbingan dan Konseling","https://e-journal.undikma.ac.id/index.php/realita","S5 Accredited"
"JISICOM (Journal of Information System, Infomatics and Computing)","http://journal.stmikjayakarta.ac.id/index.php/jisicom","S5 Accredited"
"ARSY : Jurnal Aplikasi Riset kepada Masyarakat","http://journal.al-matani.com/index.php/arsy","S5 Accredited"
"JUTISI: Jurnal Ilmiah Teknik Informatika dan Sistem Informasi","http://ojs.stmik-banjarbaru.ac.id/index.php/jutisi/index","S5 Accredited"
"Widyadari : Jurnal Pendidikan","https://ojs.mahadewa.ac.id/index.php/widyadari","S5 Accredited"
"Berkala Perikanan Terubuk","https://terubuk.ejournal.unri.ac.id/index.php/JT","S5 Accredited"
"Jurnal Studi Agama","http://jurnal.radenfatah.ac.id/index.php/jsa","S5 Accredited"
"J-Litera; Jurnal Kajian Bahasa, Sastra dan Budaya Jepang","http://jos.unsoed.ac.id/index.php/jlitera","S5 Accredited"
"Entrepreneur : Jurnal Bisnis Manajemen dan Kewirausahaan","https://ejournal.unma.ac.id/index.php/entrepreneur","S5 Accredited"
"IKTISYAF: Jurnal Ilmu Dakwah dan Tasawuf","https://jurnal.stidsirnarasa.ac.id/index.php/iktisyaf","S5 Accredited"
"Antivirus : Jurnal Ilmiah Teknik Informatika","https://ejournal.unisbablitar.ac.id/index.php/antivirus","S5 Accredited"
"Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya","http://jurnalsosiologi.fisip.unila.ac.id/index.php/jurnal","S5 Accredited"
"Jurnal Kesehatan","http://jurnal.stikesbethesda.ac.id/index.php/jurnalkesehatan","S5 Accredited"
"Technologia: Jurnal Ilmiah","https://ojs.uniska-bjm.ac.id/index.php/JIT","S5 Accredited"
"Jurnal Mutakallimin : Jurnal Ilmu Komunikasi","https://ojs.uniska-bjm.ac.id/index.php/mutakallimin/index","S5 Accredited"
"Indonesian Journal of Criminal Law and Criminology (IJCLC)","https://journal.umy.ac.id/index.php/ijclc","S5 Accredited"
"Te Deum (Jurnal Teologi dan Pengembangan Pelayanan)","http://ojs.sttsappi.ac.id/index.php/tedeum","S5 Accredited"
"Jurnal Investasi Islam","https://journal.iainlangsa.ac.id/index.php/jii","S5 Accredited"
"Biocelebes","https://bestjournal.untad.ac.id/index.php/Biocelebes","S5 Accredited"
"Jurnal Aplikasi Teknologi Informasi dan Manajemen (JATIM)","http://journal.uim.ac.id/index.php/jatim","S5 Accredited"
"Jurnal Ekobistek","https://jman-upiyptk.org/ojs","S5 Accredited"
"Jurnal Yuridis","https://ejournal.upnvj.ac.id/index.php/Yuridis/index","S5 Accredited"
"ABDI MOESTOPO: Jurnal Pengabdian pada Masyarakat","https://journal.moestopo.ac.id/index.php/abdimoestopo","S5 Accredited"
"ABDIMAS SILIWANGI","https://journal.ikipsiliwangi.ac.id/index.php/abdimas-siliwangi","S5 Accredited"
"Indonesian Journal of Energy","https://ije-pyc.org/index.php/IJE","S5 Accredited"
"Jurnal Tanah dan Air (Soil and Water Journal)","http://jurnal.upnyk.ac.id/index.php/jta","S5 Accredited"
"Jurnal Agriovet","https://ejournal.kahuripan.ac.id/index.php/agriovet","S5 Accredited"
"Media Farmasi","http://journal.poltekkes-mks.ac.id/ojs2/index.php/mediafarmasi","S5 Accredited"
"An-Nida': Jurnal Komunikasi dan Penyiaran Islam","http://stail.ac.id/ejournal/index.php/An-Nida/index","S5 Accredited"
"Primanomics: Jurnal Ekonomi dan Bisnis","https://jurnal.ubd.ac.id/index.php/PE/issue/archive","S5 Accredited"
"Pelita : Jurnal Penelitian dan Karya Ilmiah","http://ejournal.unis.ac.id/index.php/pelita","S5 Accredited"
"EnJourMe (English Journal of Merdeka) : Culture, Language, and Teaching of English","https://jurnal.unmer.ac.id/index.php/enjourme/index","S5 Accredited"
"Jurnal Inovasi Teknik Kimia","https://www.publikasiilmiah.unwahas.ac.id/index.php/inteka","S5 Accredited"
"Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS","http://publishing-widyagama.ac.id/ejournal-v2/index.php/js","S5 Accredited"
"Jurnal Asy-Syukriyyah","http://jurnal.asy-syukriyyah.ac.id/index.php/Asy-Syukriyyah","S5 Accredited"
"E-Jurnal Manajemen Universitas Udayana","https://ojs.unud.ac.id/index.php/Manajemen","S5 Accredited"
"Indobiosains","https://jurnal.univpgri-palembang.ac.id/index.php/biosains","S5 Accredited"
"Inaque : Journal of Industrial and Quality Engineering","https://ojs.unikom.ac.id/index.php/inaque","S5 Accredited"
"Jurnal Ilmiah Avicenna","http://jurnal.umb.ac.id/index.php/avicena/issue/archive","S5 Accredited"
"Cendekia Niaga","http://jurnal.kemendag.go.id/JCN","S5 Accredited"
"JISIP: Jurnal Ilmu Sosial dan Pendidikan","http://ejournal.mandalanursa.org/index.php/JISIP","S5 Accredited"
"Jurnal Analisis Hukum","http://journal.undiknas.ac.id/index.php/JAH","S5 Accredited"
"Jurnal Ilmu Administrasi dan Studi Kebijakan (JIASK)","https://ejournal.pps-unisti.ac.id/index.php/JIASK","S5 Accredited"
"Jurnal Riset Media Keperawatan","http://ojs.stikessaptabakti.ac.id/index.php/jrmk","S5 Accredited"
"Hasta Wiyata","https://hastawiyata.ub.ac.id/index.php/hastawiyata","S5 Accredited"
"Logika : Jurnal Penelitian Universitas Kuningan","https://journal.uniku.ac.id/index.php/logika","S5 Accredited"
"JURNAL KEISLAMAN","http://ejournal.kopertais4.or.id/susi/index.php/JK","S5 Accredited"
"Voteteknika (Vocational Teknik Elektronika dan Informatika)","http://ejournal.unp.ac.id/index.php/voteknika","S5 Accredited"
"Managament Insight: Jurnal Ilmiah Manajemen","https://ejournal.unib.ac.id/index.php/insight/index","S5 Accredited"
"JURNAL KOULUTUS","http://ejournal.kahuripan.ac.id/index.php/koulutus","S5 Accredited"
"IQRO: Journal of Islamic Education","http://ejournal.iainpalopo.ac.id/index.php/iqro","S5 Accredited"
"Jurnal Ilmu Kesehatan Makia","http://jurnal.stikesicsada.ac.id/index.php/jmakia/index","S5 Accredited"
"Jurnal Keperawatan Tropis Papua","http://jurnalpoltekkesjayapura.com/index.php/jktp/issue/archive","S5 Accredited"
"ADMA: Jurnal Pengabdian dan Pemberdayaan Masyarakat","https://journal.universitasbumigora.ac.id/index.php/ADMA","S5 Accredited"
"Jurnal Optimalisasi","http://jurnal.utu.ac.id/joptimalisasi","S5 Accredited"
"BAKTI BANUA : JURNAL PENGABDIAN KEPADA MASYARAKAT","https://ejurnal.stimi-bjm.ac.id/index.php/BBJM","S5 Accredited"
"Jurnal Abdi Mas Adzkia","http://jurnal.uinsu.ac.id/index.php/adzkia","S5 Accredited"
"Abdimas UNWAHAS : Jurnal Pengabdian Masyarakat UNWAHAS","https://www.publikasiilmiah.unwahas.ac.id/index.php/ABD","S5 Accredited"
"Jurnal Stamina","http://stamina.ppj.unp.ac.id/index.php/JST","S5 Accredited"
"JOURNAL OF SCIENCE AND SOCIAL RESEARCH","http://jurnal.goretanpena.com/index.php/JSSR","S5 Accredited"
"An Nadwah","http://jurnal.uinsu.ac.id/index.php/nadwah","S5 Accredited"
"Pepatudzu : Media Pendidikan dan Sosial Kemasyarakatan","http://journal.lppm-unasman.ac.id/index.php/pepatudzu","S5 Accredited"
"Idarotuna: Jurnal Kajian Manajemen Dakwah","http://ejournal.uin-suska.ac.id/index.php/idarotuna","S5 Accredited"
"Indonesia Berdaya","https://ukinstitute.org/journals/ib","S5 Accredited"
"Attractive : Innovative Education Journal","https://attractivejournal.com/index.php/aj","S5 Accredited"
"Urban and Regional Studies Journal","https://journal.unibos.ac.id/ursj","S5 Accredited"
"Al-Mubin: Islamic Scientific Journal","http://jurnal.iuqibogor.ac.id/index.php/almubin/index","S5 Accredited"
"Jurnal Administrasi Pemerintahan Desa","https://villages.pubmedia.id/index.php/villages","S5 Accredited"
"Al-Mashlahah: Jurnal Hukum dan Pranata Sosial Islam","http://jurnal.staialhidayahbogor.ac.id/index.php/am","S5 Accredited"
"Wahana : Tridarma Perguruan Tinggi","http://jurnal.unipasby.ac.id/index.php/whn/issue/archive","S5 Accredited"
"Jurnal Basataka (JBT)","http://jurnal.pbsi.uniba-bpn.ac.id/index.php/BASATAKA","S5 Accredited"
"Jurnal Administrasi Kantor","http://ejournal-binainsani.ac.id/index.php/JAK","S5 Accredited"
"Jurnal Mahajana Informasi","http://e-journal.sari-mutiara.ac.id/index.php/7/index","S5 Accredited"
"Dirosat : Journal of Islamic Studies","https://ejournal.idia.ac.id/index.php/dirosat/index","S5 Accredited"
"INFORMASI (Jurnal Informatika dan Sistem Informasi)","http://ojs.stmik-im.ac.id/index.php/INFORMASI/index","S5 Accredited"
"EL-BANAT: Jurnal Pemikiran dan Pendidikan Islam","http://ejournal.kopertais4.or.id/susi/index.php/elbanat","S5 Accredited"
"Medical Journal of Al-Qodiri : Jurnal Keperawatan dan Kebidanan","http://jurnal.stikesalqodiri.ac.id/index.php/Jurnal_STIKESAlQodiri","S5 Accredited"
"Journal of Applied Management and Accounting Science (JAMAS)","http://jamas.triatmamulya.ac.id/index.php/AMAS","S5 Accredited"
"Jurnal Teknologi Informasi dan Komunikasi","http://ejurnal.provisi.ac.id/index.php/JTIKP","S5 Accredited"
"Kaca (Karunia Cahaya Allah) : Jurnal Dialogis Ilmu Ushuluddin","http://ejournal.kopertais4.or.id/susi/index.php/kaca","S5 Accredited"
"Pedagogika : Jurnal Pedagogik dan Dinamika Pendidikan","https://ojs3.unpatti.ac.id/index.php/pedagogika","S5 Accredited"
"El-Mal: Jurnal Kajian Ekonomi & Bisnis Islam","http://journal.laaroiba.ac.id/index.php/elmal","S5 Accredited"
"Jurnal Keperawatan Priority","http://jurnal.unprimdn.ac.id/index.php/jukep","S5 Accredited"
"Jurnal TIKOMSIN (Teknologi Informasi dan Komunikasi Sinar Nusantara)","https://p3m.sinus.ac.id/jurnal/index.php/tikomsin","S5 Accredited"
"Jurnal Ilmiah Informatika","http://ejournal.upbatam.ac.id/index.php/jif","S5 Accredited"
"Diklabio : Jurnal Pendidikan dan Pembelajaran Biologi","https://ejournal.unib.ac.id/index.php/jppb","S5 Accredited"
"Jurnal Kedokteran Mulawarman","http://e-journals.unmul.ac.id/index.php/JKM","S5 Accredited"
"JAKA (Jurnal Akuntansi, Keuangan dan Auditing)","http://publikasi.dinus.ac.id/index.php/jaka","S5 Accredited"
"JURNAL KESEHATAN PERINTIS","https://jurnal.upertis.ac.id/index.php/JKP","S5 Accredited"
"Lampung Journal of International Law (LaJIL)","https://jurnal.fh.unila.ac.id/index.php/lajil","S5 Accredited"
"Al-Isyrof: Jurnal Bimbingan Konseling Islam","https://ejournal.iaiskjmalang.ac.id/index.php/isrof","S5 Accredited"
"Journal of Feminism and Gender Studies","https://jurnal.unej.ac.id/index.php/FGS","S5 Accredited"
"Jurnal Pendidikan Teknik Sipil (JPTS)","https://journal.uny.ac.id/index.php/jpts","S5 Accredited"
"Jurnal Kesehatan Poltekkes Kemenkes RI Pangkalpinang","http://jurnal.poltekkespangkalpinang.ac.id/index.php/jkp","S5 Accredited"
"Biopendix: Jurnal Biologi, Pendidikan dan Terapan","https://ojs3.unpatti.ac.id/index.php/biopendix","S5 Accredited"
"Res Nullius Law Journal","https://ojs.unikom.ac.id/index.php/law","S5 Accredited"
"Equalita: Jurnal Studi Gender dan Anak","https://syekhnurjati.ac.id/jurnal/index.php/equalita","S5 Accredited"
"Jurnal Ilmiah Agrineca","http://ejournal.utp.ac.id/index.php/AFP","S5 Accredited"
"Journal of Public Health Innovation (JPHI)","https://ejournal.stikku.ac.id/index.php/jphi","S5 Accredited"
"PUBLIKA : Jurnal Ilmu Administrasi Publik","https://journal.uir.ac.id/index.php/JIAP","S5 Accredited"
"Heritage: Journal of Social Studies","https://heritage.iain-jember.ac.id/index.php/hrtg","S5 Accredited"
"Jurnal Prakarsa Paedagogia","https://jurnal.umk.ac.id/index.php/JKP","S5 Accredited"
"MUAMALATUNA","http://jurnal.uinbanten.ac.id/index.php/mua","S5 Accredited"
"Jurnal Ilmiah Komunikasi Makna","http://jurnal.unissula.ac.id/index.php/makna","S5 Accredited"
"Jurnal Ilmiah Matrik","http://journal.binadarma.ac.id/index.php/jurnalmatrik","S5 Accredited"
"Jurnal Desentralisasi dan Kebijakan Publik (JDKP)","https://e-jurnal.lppmunsera.org/index.php/JDKP","S5 Accredited"
"Jurnal Abdiel: Khazanah Pemikiran Teologi, Pendidikan Agama Kristen dan Musik Gereja","http://journal.stt-abdiel.ac.id/JA","S5 Accredited"
"sosio e-kons","http://journal.lppmunindra.ac.id/index.php/sosio_ekons","S5 Accredited"
"Jurnal Kebidanan Harapan Ibu Pekalongan","http://akbidhipekalongan.ac.id/e-journal/index.php/jurbidhip/","S5 Accredited"
"Bada'a: Jurnal Ilmiah Pendidikan Dasar","http://jurnal.iaihnwpancor.ac.id/index.php/badaa","S5 Accredited"
"Jurnal Kesehatan Lingkungan (JKL)","https://ejournal.poltekkes-denpasar.ac.id/index.php/JKL","S5 Accredited"
"Jurnal Teologi Cultivation","http://e-journal.iakntarutung.ac.id/index.php/cultivation","S5 Accredited"
"Rekayasa: Jurnal Teknik Sipil","http://ejournal.unira.ac.id/index.php/jurnal_rekayasa_teknik_sipil","S5 Accredited"
"JURNAL MANAJEMEN","http://journal.feb.unmul.ac.id/index.php/JURNALMANAJEMEN","S5 Accredited"
"EPIC (Journal of Electrical Power, Instrumentation and Control)","http://openjournal.unpam.ac.id/index.php/jit","S5 Accredited"
"Majalah Ilmiah UPI YPTK","https://jmi-upiyptk.org/ojs/index.php/jmi","S5 Accredited"
"AL-I'Jaz : Jurnal Studi Al-Qurâan, Falsafah dan Isu Keislaman","https://jurnal.stiqsi.ac.id/index.php/AlIJaz","S5 Accredited"
"KENOSIS: Jurnal Kajian Teologi","http://e-journal.iaknambon.ac.id/index.php/KNS","S5 Accredited"
"Dharma Raflesia : Jurnal Ilmiah Pengembangan dan Penerapan IPTEKS","https://ejournal.unib.ac.id/dharmaraflesia","S5 Accredited"
"Jurnal Dunia Farmasi","http://ejournal.helvetia.ac.id/index.php/jdf","S5 Accredited"
"Akmenika : Jurnal Akuntansi dan Manajemen","https://journal.upy.ac.id/index.php/akmenika","S5 Accredited"
"Journal of Business and Applied Management","https://journal.ubm.ac.id/index.php/business-applied-management","S5 Accredited"
"YUME : Journal of Management","https://journal.stieamkop.ac.id/index.php/yume","S5 Accredited"
"Islamika : Jurnal Keislaman dan Ilmu Pendidikan","https://ejournal.stitpn.ac.id/index.php/islamika","S5 Accredited"
"AS SIYASAH Jurnal Ilmu Sosial Dan Ilmu Politik","https://ojs.uniska-bjm.ac.id/index.php/Asy/issue/archive","S5 Accredited"
"JUTIM (Jurnal Teknik Informatika Musirawas)","http://jurnal.univbinainsan.ac.id/index.php/jutim","S5 Accredited"
"Jurnal Sosialisasi: Jurnal Hasil Pemikiran, Penelitian dan Pengembangan Keilmuan Sosiologi Pendidikan","https://ojs.unm.ac.id/index.php/sosialisasi","S5 Accredited"
"Paduraksa: Jurnal Teknik Sipil Universitas Warmadewa","http://ejournal.warmadewa.ac.id/index.php/paduraksa","S5 Accredited"
"Gesture : Jurnal Seni Tari","http://jurnal.unimed.ac.id/2012/index.php/gesture","S5 Accredited"
"Going Concern : Jurnal Riset Akuntansi","https://ejournal.unsrat.ac.id/index.php/gc/issue/archive","S5 Accredited"
"JAKU (Jurnal Akuntansi & Keuangan Unja) (e-journal)","https://online-journal.unja.ac.id/jaku","S5 Accredited"
"Midwifery and Nursing Research (MANR)","http://ejournal.poltekkes-smg.ac.id/ojs/index.php/MANR","S5 Accredited"
"Jurnal Karya Pendidikan Matematika","http://jurnal.unimus.ac.id/index.php/JPMat/index","S5 Accredited"
"Journal Of Lifelong Learning","https://ejournal.unib.ac.id/index.php/jpls/index","S5 Accredited"
"Jurnal Pedagogy : Jurnal Ilmiah Ilmu Pendidikan","https://www.upm.ac.id/ejurnal/index.php/pedagogy","S5 Accredited"
"Journal of Applied Sciences in Travel and Hospitality","https://ojs2.pnb.ac.id/index.php/JASTH","S5 Accredited"
"Community Development Journal: Jurnal Pengabdian Masyarakat","https://journal.universitaspahlawan.ac.id/index.php/cdj","S5 Accredited"
"El-Idare: Jurnal Manajemen Pendidikan Islam","http://jurnal.radenfatah.ac.id/index.php/El-idare","S5 Accredited"
"Jurnal Kreatif Online","https://jurnal.fkip.untad.ac.id/index.php/jko","S5 Accredited"
"Jurnal Teknik","https://journal.unilak.ac.id/index.php/teknik","S5 Accredited"
"JINTAN : Jurnal Ilmu Keperawatan","https://ojs.unhaj.ac.id/index.php/jintan","S5 Accredited"
"CONCEPT","https://e-journal.umc.ac.id/index.php/CJU","S5 Accredited"
"Sains Olahraga : Jurnal Ilmiah Ilmu Keolahragaan","http://jurnal.unimed.ac.id/2012/index.php/so","S5 Accredited"
"Media Kesehatan Gigi : Politeknik Kesehatan Makassar","http://journal.poltekkes-mks.ac.id/ojs2/index.php/mediagigi","S5 Accredited"
"Journal of Nursing Practice and Education","https://ejournal.stikku.ac.id/index.php/jnpe","S5 Accredited"
"Aphorisme: Journal of Arabic Language, Literature, and Education","https://ejournal.insuriponorogo.ac.id/index.php/Aphorisme","S5 Accredited"
"CYBERNETICS","http://openjurnal.unmuhpnk.ac.id/index.php/CN","S5 Accredited"
"Veteran Law Review","https://ejournal.upnvj.ac.id/index.php/Velrev","S5 Accredited"
"Account Jurnal Akuntansi, Keuangan dan Perbankan","http://jurnal.pnj.ac.id/index.php/acc","S5 Accredited"
"Medfarm: Jurnal Farmasi dan Kesehatan","http://jurnalfarmasidankesehatan.ac.id/index.php/medfarm","S5 Accredited"
"IJISTECH (International Journal of Information System and Technology)","https://ijistech.org/ijistech/index.php/ijistech","S5 Accredited"
"PRAJA: Jurnal Ilmiah Pemerintahan","https://jurnal.umsrappang.ac.id/praja","S5 Accredited"
"MUKADIMAH: Jurnal Pendidikan, Sejarah, dan Ilmu-ilmu Sosial","https://jurnal.uisu.ac.id/index.php/mkd/issue/archive","S5 Accredited"
"Jurnal Mediasosian : Jurnal Ilmu Sosial dan Administrasi Negara","http://ojs.unik-kediri.ac.id/index.php/mediasosian","S5 Accredited"
"Jurnal Collase (Creative of Learning Students Elementary Education)","https://journal.ikipsiliwangi.ac.id/index.php/collase","S5 Accredited"
"Jurnal Pelayanan dan Pengabdian Masyarakat (Pamas)","http://ejournal.urindo.ac.id/index.php/PAMAS","S5 Accredited"
"Jurnal Karya Abdi Masyarakat","https://online-journal.unja.ac.id/JKAM","S5 Accredited"
"Jurnal Agama Hindu","http://ejournal.sthd-jateng.ac.id/index.php/WidyaAksara","S5 Accredited"
"Jurnal EduHealth","http://ejournal.seaninstitute.or.id/index.php/healt","S5 Accredited"
"Jurnal VOI (Voice Of Informatics)","http://voi.stmik-tasikmalaya.ac.id/index.php/voi/index","S5 Accredited"
"Jurnal Ekonomi : Journal of Economic","https://ejurnal.esaunggul.ac.id/index.php/Eko/index","S5 Accredited"
"JURNAL KAJIAN TEKNIK MESIN","http://journal.uta45jakarta.ac.id/index.php/jktm","S5 Accredited"
"Yavana Bhasha : Journal of English Language Education","https://ejournal.ihdn.ac.id/index.php/JOELE","S5 Accredited"
"PROMEDIA (Public Relation dan Media Komunikasi)","http://journal.uta45jakarta.ac.id/index.php/kom","S5 Accredited"
"EDUDEENA: Journal of Islamic Religious Education","http://jurnalfaktarbiyah.iainkediri.ac.id/index.php/edudeena","S5 Accredited"
"AdMathEdu : Jurnal Ilmiah Pendidikan Matematika, Ilmu Matematika dan Matematika Terapan","http://journal.uad.ac.id/index.php/AdMathEdu/index","S5 Accredited"
"Jurnal Rekam Medis dan Informasi Kesehatan","http://ejournal.poltekkes-smg.ac.id/ojs/index.php/RMIK","S5 Accredited"
"JURNAL PERIKANAN TROPIS","http://jurnal.utu.ac.id/jptropis","S5 Accredited"
"Jurnal AGROHITA: Jurnal Agroteknologi Fakultas Pertanian Universitas Muhammadiyah Tapanuli Selatan","http://jurnal.um-tapsel.ac.id/index.php/agrohita","S5 Accredited"
"Journal of Music Science, Technology, and Industry (JOMSTI)","https://jurnal.isi-dps.ac.id/index.php/jomsti","S5 Accredited"
"JURNAL KOMUNIKASI DAN BISNIS","https://jurnal.kwikkiangie.ac.id/index.php/JKB","S5 Accredited"
"Journal of Holistics and Health Sciences (JHHS)","http://e-abdimas.unw.ac.id/index.php/jhhs","S5 Accredited"
"Indonesian Journal of Islamic Communication","http://jurnalpasca.iain-jember.ac.id/ejournal/index.php/IJIC/about","S5 Accredited"
"Industrika : Jurnal Ilmiah Teknik Industri","http://jurnal.utb.ac.id/index.php/indstrk","S5 Accredited"
"Journal of Pharmaceutical Science and Application","https://ojs.unud.ac.id/index.php/jpsa","S5 Accredited"
"Populika","https://ejournal.widyamataram.ac.id/index.php/populika","S5 Accredited"
"Pustaka: Jurnal Ilmu-Ilmu Budaya","https://ojs.unud.ac.id/index.php/pustaka","S5 Accredited"
"TEKNOKOM : Jurnal Teknologi dan Rekayasa Sistem Komputer","https://teknokom.unwir.ac.id/index.php/teknokom","S5 Accredited"
"Abimanyu: Journal of Community Engagement","https://journal.unesa.ac.id/index.php/abimanyu","S5 Accredited"
"Jurnal Ekonomi Bisnis Manajemen Prima","http://jurnal.unprimdn.ac.id/index.php/JEBIM","S5 Accredited"
"Jurnal Jaring SainTek","http://ejurnal.ubharajaya.ac.id/index.php/jaring-saintek","S5 Accredited"
"AKSELERASI: Jurnal Pendidikan Guru MI","https://akselerasi.iain-jember.ac.id/index.php/aksel/about","S5 Accredited"
"Al-Mauizhoh : Jurnal Pendidikan Agama Islam","http://jurnal.unma.ac.id/index.php/am","S5 Accredited"
"Bali Dental Journal","http://jkg-udayana.org","S5 Accredited"
"Chemica: Jurnal Ilmiah Kimia dan Pendidikan Kimia","http://ojs.unm.ac.id/index.php/chemica","S5 Accredited"
"Hakam : Jurnal Kajian Hukum Islam dan Hukum Ekonomi Islam","https://ejournal.unuja.ac.id/index.php/hakam","S5 Accredited"
"INVOICE : JURNAL ILMU AKUNTANSI","https://journal.unismuh.ac.id/index.php/invoice","S5 Accredited"
"Manager : Jurnal Ilmu Manajemen","http://ejournal.uika-bogor.ac.id/index.php/Manager","S5 Accredited"
"JURNAL DOPPLER","https://journal.universitaspahlawan.ac.id/index.php/doppler/index","S5 Accredited"
"Economic Education and Entrepreneurship Journal","http://jurnal.fkip.unila.ac.id/index.php/E3J","S5 Accredited"
"Aisyah Journal Of Informatics and Electrical Engineering (A.J.I.E.E)","http://jti.aisyahuniversity.ac.id/index.php/AJIEE/index","S5 Accredited"
"TeknoIS : Jurnal Ilmiah Teknologi Informasi dan Sains","http://teknois.stikombinaniaga.ac.id/index.php/JBS/index","S5 Accredited"
"Bioed : Jurnal Pendidikan Biologi","https://jurnal.unigal.ac.id/index.php/bioed","S5 Accredited"
"JURNAL SINEKTIK","http://ejurnal.unisri.ac.id/index.php/sin","S5 Accredited"
"Bianglala Informatika","https://ejournal.bsi.ac.id/ejurnal/index.php/Bianglala/issue/archive","S5 Accredited"
"SINDANG: Jurnal Pendidikan Sejarah dan Kajian Sejarah","https://ojs.stkippgri-lubuklinggau.ac.id/index.php/JS","S5 Accredited"
"Journal Syifa Sciences and Clinical Research (JSSCR)","http://ejurnal.ung.ac.id/index.php/jsscr","S5 Accredited"
"Jurnal Bali Membangun Bali","http://ejournal.baliprov.go.id/index.php/jbmb","S5 Accredited"
"SOSIOHUMANIORA: Jurnal Ilmiah Ilmu Sosial dan Humaniora","http://jurnal.ustjogja.ac.id/index.php/sosio","S5 Accredited"
"ejurnal imedtech","http://ejournal.citrabakti.ac.id/index.php/imedtech","S5 Accredited"
"Jurma : Jurnal Program Mahasiswa Kreatif","http://pkm.uika-bogor.ac.id/index.php/pkm-p","S5 Accredited"
"Indonesian Journal of Learning and Instruction","https://journal.uniku.ac.id/index.php/IJLI/index","S5 Accredited"
"Joined Journal (Journal of Informatics Education)","http://e-journal.ivet.ac.id/index.php/jiptika","S5 Accredited"
"Sosioedukasi Jurnal Ilmiah Ilmu Pendidikan dan Sosial","https://ejournal.unibabwi.ac.id/index.php/sosioedukasi","S5 Accredited"
"JMM17: Jurnal Ilmu Ekonomi dan Manajemen","https://jurnal.untag-sby.ac.id/index.php/jmm17","S5 Accredited"
"Jurnal Pendidikan Tata Niaga (JPTN)","https://jurnalmahasiswa.unesa.ac.id/index.php/jptn","S5 Accredited"
"Jurnal Akuntansi dan Keuangan","http://jurnal.ubl.ac.id/index.php/jak","S5 Accredited"
"Journal of English Language Teaching and Literature","http://ejournal.lppm-unbaja.ac.id/index.php/jeltl","S5 Accredited"
"JURNAL EKOBIS DEWANTARA","https://jurnalfe.ustjogja.ac.id/index.php/ekobis","S5 Accredited"
"Alim | Journal of Islamic Education","https://jurnal.kopertais1.or.id/index.php/alim","S5 Accredited"
"BAHTERA: Jurnal Pendidikan Bahasa dan Sastra","http://journal.unj.ac.id/unj/index.php/bahtera/index","S5 Accredited"
"JPM: JURNAL PENGABDIAN MASYARAKAT","https://djournals.com/jpm","S5 Accredited"
"Jurnal Teknik Elektro dan Komputer","https://ejournal.unsrat.ac.id/index.php/elekdankom","S5 Accredited"
"Jurnal Ilmiah Edunomika (JIE)","https://jurnal.stie-aas.ac.id/index.php/jie/index","S5 Accredited"
