journal_name,journal_url,journal_accreditation
"JOURNAL OF SPORT EDUCATION (JOPE)","https://jope.ejournal.unri.ac.id/index.php/jope","S3 Accredited"
"Digital Zone: Jurnal teknologi informasi dan Komunikasi","https://journal.unilak.ac.id/index.php/dz/issue/archive","S3 Accredited"
"Journal of Mathematics Education","http://www.usnsj.com/index.php/JME","S3 Accredited"
"JRPM (Jurnal Review Pembelajaran Matematika)","http://jrpm.uinsby.ac.id/index.php/jrpm/index","S3 Accredited"
"Al-Insyiroh : Jurnal Studi Keislaman","http://ejournal.kopertais4.or.id/madura/index.php/alinsyiroh","S3 Accredited"
"Journal of Community Empowerment for Health","https://jurnal.ugm.ac.id/jcoemph","S3 Accredited"
"Journal of Educational Chemistry (JEC)","https://journal.walisongo.ac.id/index.php/jec","S3 Accredited"
"Jurnal Bahasa Rupa","http://jurnal.stiki-indonesia.ac.id/index.php/jurnalbahasarupa","S3 Accredited"
"Jurnal Fokus Manajemen Bisnis","http://journal2.uad.ac.id/index.php/fokus","S3 Accredited"
"ACTA DIURNAL Jurnal Ilmu Hukum Kenotariatan","http://jurnal.fh.unpad.ac.id/index.php/acta","S3 Accredited"
"Teras Jurnal : Jurnal Teknik Sipil","http://teras.unimal.ac.id/index.php/teras","S3 Accredited"
"Jurnal Ekonomi Syariah Teori dan Terapan","https://e-journal.unair.ac.id/JESTT/index","S3 Accredited"
"Tarbawi: Jurnal Keilmuan Manajemen Pendidikan","http://jurnal.uinbanten.ac.id/index.php/tarbawi/about","S3 Accredited"
"PERSPEKTIF","http://ojs.uma.ac.id/index.php/perspektif/issue/archive","S3 Accredited"
"J-PIPS (Jurnal Pendidikan Ilmu Pengetahuan Sosial)","http://ejournal.uin-malang.ac.id/index.php/jpips","S3 Accredited"
"Jurnal Penelitian Kehutanan Faloak","http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPKF/index","S3 Accredited"
"Radiasi : Jurnal Berkala Pendidikan Fisika","http://jurnal.umpwr.ac.id/index.php/radiasi","S3 Accredited"
"Jurnal Ilmiah Psikologi Terapan","http://ejournal.umm.ac.id/index.php/jipt/","S3 Accredited"
"Jurnal Ilmiah Kedokteran Wijaya Kusuma","https://journal.uwks.ac.id/index.php/jikw","S3 Accredited"
"Agrovigor: Jurnal Agroekoteknologi","http://journal.trunojoyo.ac.id/agrovigor","S3 Accredited"
"PAEDAGOGIA","https://jurnal.uns.ac.id/paedagogia/issue/","S3 Accredited"
"JELTL (Journal of English Language Teaching and Linguistics)","http://jeltl.org/index.php/jeltl/index","S3 Accredited"
"RechtIdee","http://journal.trunojoyo.ac.id/rechtidee/index","S3 Accredited"
"PUBLISIA: Jurnal Ilmu Administrasi Publik","http://jurnal.unmer.ac.id/index.php/jkpp/about/index","S3 Accredited"
"JECED : Journal of Early Childhood Education and Development","http://jurnalftk.uinsby.ac.id/index.php/JCED","S3 Accredited"
"Langkau Betang: Jurnal Arsitektur","http://jurnal.untan.ac.id/index.php/lb/index","S3 Accredited"
"Fountain of Informatics Journal","https://ejournal.unida.gontor.ac.id/index.php/FIJ/","S3 Accredited"
"Education and Human Development Journal","https://journal2.unusa.ac.id/index.php/EHDJ","S3 Accredited"
"Jurnal Inovasi Pendidikan Ekonomi (JIPE)","http://ejournal.unp.ac.id/index.php/jipe","S3 Accredited"
"JPIB : Jurnal Psikologi Islam dan Budaya","http://journal.uinsgd.ac.id/index.php/jpib/index","S3 Accredited"
"Jurnal Sistem Cerdas","https://apic.id/jurnal/index.php/jsc","S3 Accredited"
"Public Health of Indonesia","http://stikbar.org/ycabpublisher/index.php/PHI/index","S3 Accredited"
"INOVASI","http://journal.feb.unmul.ac.id/index.php/INOVASI","S3 Accredited"
"Efisiensi : Kajian Ilmu Administrasi","https://journal.uny.ac.id/index.php/efisiensi","S3 Accredited"
"Jurnal Kesehatan","http://ejurnal.poltekkes-tjk.ac.id/index.php/JK/","S3 Accredited"
"Jendela Nursing Journal (JNJ)","http://ejournal.poltekkes-smg.ac.id/ojs/index.php/jnj","S3 Accredited"
"Astonjadro","http://ejournal.uika-bogor.ac.id/index.php/ASTONJADRO/index","S3 Accredited"
"CogITo Smart Journal","http://cogito.unklab.ac.id/index.php/cogito","S3 Accredited"
"Owner : Riset dan Jurnal Akuntansi","https://owner.polgan.ac.id/index.php/owner","S3 Accredited"
"Biomedika","http://journals.ums.ac.id/index.php/biomedika","S3 Accredited"
"Jurnal Ilmu Kesehatan Masyarakat : The Public Health Science Journal","http://journals.stikim.ac.id/index.php/jikm/jourhist","S3 Accredited"
"IMPROVEMENT: Jurnal Ilmiah untuk peningkatan mutu manajemen pendidikan","http://journal.unj.ac.id/unj/index.php/improvement","S3 Accredited"
"Building of Informatics, Technology and Science (BITS)","https://ejurnal.seminar-id.com/index.php/bits","S3 Accredited"
"An Nabighoh","http://e-journal.metrouniv.ac.id/index.php/an-nabighoh","S3 Accredited"
"JPEK (Jurnal Pendidikan Ekonomi dan Kewirausahaan)","http://e-journal.hamzanwadi.ac.id/index.php/jpek","S3 Accredited"
"Jurnal Kesehatan Prima","http://jkp.poltekkes-mataram.ac.id/index.php/home","S3 Accredited"
"Indonesian Journal of Artificial Intelligence and Data Mining","http://ejournal.uin-suska.ac.id/index.php/IJAIDM/index","S3 Accredited"
"Jurnal Sains Psikologi","http://journal2.um.ac.id/index.php/JSPsi/index","S3 Accredited"
"Evaluasi: Jurnal Manajemen Pendidikan Islam","http://e-journal.staima-alhikam.ac.id/index.php/evaluasi","S3 Accredited"
"BIA': Jurnal Teologi dan Pendidikan Kristen Kontekstual","http://jurnalbia.com/index.php/bia","S3 Accredited"
"Jurnal Tanah dan Sumberdaya Lahan","http://jtsl.ub.ac.id/index.php/jtsl/about/editorialPolicies#archiving","S3 Accredited"
"Edumatic : Jurnal Pendidikan Informatika","http://e-journal.hamzanwadi.ac.id/index.php/edumatic","S3 Accredited"
"Al-Izzah: Jurnal Hasil-Hasil Penelitian","http://ejournal.iainkendari.ac.id/index.php/al-izzah/index","S3 Accredited"
"Jurnal Akuatika Indonesia","http://jurnal.unpad.ac.id/akuatika-indonesia/issue/archive","S3 Accredited"
"Agroteknika","https://agroteknika.id/index.php/agtk","S3 Accredited"
"Jurnal Kelautan : Indonesian Journal of Marine Science and Technology","http://journal.trunojoyo.ac.id/jurnalkelautan","S3 Accredited"
"IJCAS (International Journal of Creative and Arts Studies)","http://journal.isi.ac.id/index.php/IJCAS","S3 Accredited"
"Jurnal Kewirausahaan dan Bisnis","https://jurnal.uns.ac.id/kewirausahaan-dan-bisnis/index","S3 Accredited"
"Jurnal Manajemen & Supervisi Pendidikan","http://journal2.um.ac.id/index.php/jmsp","S3 Accredited"
"JURNAL LITIGASI (e-Journal)","http://journal.unpas.ac.id/index.php/litigasi","S3 Accredited"
"Management Analysis Journal","https://journal.unnes.ac.id/sju/index.php/maj","S3 Accredited"
"Indonesian Journal of Economics, Social, and Humanities","http://ijesh.unri.ac.id/index.php/ijesh","S3 Accredited"
"Kinestetik : Jurnal Ilmiah Pendidikan Jasmani","https://ejournal.unib.ac.id/index.php/kinestetik","S3 Accredited"
"SPEKTRA: Jurnal Kajian Pendidikan Sains","https://spektra.unsiq.ac.id/index.php/spek","S3 Accredited"
"Agastya: Jurnal Sejarah Dan Pembelajarannya","http://e-journal.unipma.ac.id/index.php/JA","S3 Accredited"
"Jurnal Komunikasi Global","https://jurnal.usk.ac.id/JKG","S3 Accredited"
"Region : Jurnal Pembangunan Wilayah dan Perencanaan Partisipatif","https://jurnal.uns.ac.id/region","S3 Accredited"
"Anida (Aktualisasi Nuansa Ilmu Dakwah)","http://journal.uinsgd.ac.id/index.php/anida","S3 Accredited"
"JURTEKSI (jurnal Teknologi dan Sistem Informasi)","https://jurnal.stmikroyal.ac.id/index.php/jurteksi/index","S3 Accredited"
"Keberlanjutan : Jurnal Manajemen dan Jurnal Akuntansi","http://openjournal.unpam.ac.id/index.php/keberlanjutan/index","S3 Accredited"
"Jurnal Ilmu dan Teknologi Kelautan Tropis","http://journal.ipb.ac.id/index.php/jurnalikt","S3 Accredited"
"Jurnal Akuntansi, Ekonomi dan Manajemen Bisnis","http://jurnal.polibatam.ac.id/","S3 Accredited"
"Jurnal Belo","https://ojs3.unpatti.ac.id/index.php/belo","S3 Accredited"
"Jurnal Pendidikan Sains Universitas Muhammadiyah Semarang","http://jurnal.unimus.ac.id/index.php/JPKIMIA/index","S3 Accredited"
"e-Jurnal Apresiasi Ekonomi","http://stiepasaman.ac.id/ojsapresiasiekonomi/index.php/apresiasiekonomi/","S3 Accredited"
"Daya Matematis : Jurnal Inovasi Pendidikan Matematika","http://ojs.unm.ac.id/JDM","S3 Accredited"
"Kalamatika : Jurnal Pendidikan Matematika","http://kalamatika.matematika-uhamka.com/index.php/kmk/index","S3 Accredited"
"Jurnal Triton","https://jurnal.polbangtanmanokwari.ac.id/index.php/jt","S3 Accredited"
"G-Couns: Jurnal Bimbingan dan Konseling","https://journal.upy.ac.id/index.php/bk","S3 Accredited"
"Media Mesin: Majalah Teknik Mesin","http://journals.ums.ac.id/index.php/mesin","S3 Accredited"
"Jurnal Matematika UNAND","http://jmua.fmipa.unand.ac.id/index.php/jmua","S3 Accredited"
"Awlady : Jurnal Pendidikan Anak","http://www.syekhnurjati.ac.id/jurnal/index.php/awlady/index","S3 Accredited"
"Jurnal Pendidikan Bahasa dan Sastra","http://ejournal.upi.edu/index.php/BS_JPBSP","S3 Accredited"
"Komunikatif : Jurnal Ilmiah Komunikasi","http://journal.wima.ac.id/index.php/KOMUNIKATIF/index","S3 Accredited"
"Biota Jurnal Ilmiah Ilmu-Ilmu Hayati","https://ojs.uajy.ac.id/index.php/biota","S3 Accredited"
"Koneksi","https://journal.untar.ac.id/index.php/koneksi/issue/archive","S3 Accredited"
"Indonesian Journal of Computer Science","http://ijcs.stmikindonesia.ac.id","S3 Accredited"
"Jurnal Pertahanan: Media Informasi tentang Kajian dan Strategi Pertahanan yang Mengedepankan Identity, Nasionalism dan Integrity","http://jurnal.idu.ac.id/index.php/DefenseJournal/issue/archive","S3 Accredited"
"Rekayasa","http://journal.trunojoyo.ac.id/rekayasa","S3 Accredited"
"Alhadharah: Jurnal Ilmu Dakwah","http://jurnal.uin-antasari.ac.id/index.php/alhadharah/index","S3 Accredited"
"Tadbir : Jurnal Studi Manajemen Pendidikan","http://journal.iaincurup.ac.id/index.php/JSMPI","S3 Accredited"
"Jurnal Manajemen dan Kewirausahaan (JMDK)","http://jurnal.unmer.ac.id/index.php/jmdk","S3 Accredited"
"Journal of Science Education Research","https://journal.uny.ac.id/index.php/jser/issue/archive","S3 Accredited"
"Jurnal Farmasi Galenika (Galenika Journal of Pharmacy)","https://bestjournal.untad.ac.id/index.php/Galenika","S3 Accredited"
"Jurnal Ortopedagogia","http://journal2.um.ac.id/index.php/JO","S3 Accredited"
"SEJ (Science Education Journal)","http://ojs.umsida.ac.id/index.php/sej","S3 Accredited"
"Indonesian Management and Accounting Research","https://www.trijurnal.lemlit.trisakti.ac.id/index.php/imar","S3 Accredited"
"IJISH (International Journal of Islamic Studies and Humanities)","http://journal2.uad.ac.id/index.php/ijish","S3 Accredited"
"Desimal: Jurnal Matematika","http://ejournal.radenintan.ac.id/index.php/desimal","S3 Accredited"
"Al-Ta'dib: Jurnal Kajian Ilmu Kependidikan","https://ejournal.iainkendari.ac.id/index.php/al-tadib","S3 Accredited"
"Journal of Dedicators Community","https://ejournal.unisnu.ac.id/JDC","S3 Accredited"
"Berkala Akuntansi dan Keuangan Indonesia","https://e-journal.unair.ac.id/BAKI","S3 Accredited"
"EKONOMIKA SYARIAH : Journal of Economic Studies","https://ejournal.iainbukittinggi.ac.id/index.php/febi/","S3 Accredited"
"Jurnal Moral Kemasyarakatan","http://ejournal.unikama.ac.id/index.php/JMK/index","S3 Accredited"
"Jurnal Manajemen Kesehatan Indonesia","https://ejournal.undip.ac.id/index.php/jmki","S3 Accredited"
"Physics Education Research Journal","http://journal.walisongo.ac.id/index.php/perj","S3 Accredited"
"Ultima Computing : Jurnal Sistem Komputer","http://ejournals.umn.ac.id/index.php/SK/issue/archive","S3 Accredited"
"Journal of Sylva Indonesiana","https://talenta.usu.ac.id/Jsi/issue/archive","S3 Accredited"
"jurnal ilmiah ekonomi dan bisnis","https://ejurnal.unilak.ac.id/index.php/JIEB","S3 Accredited"
"Telematika : Jurnal Informatika dan Teknologi Informasi","http://jurnal.upnyk.ac.id/index.php/telematika/index","S3 Accredited"
"Edubiotik : Jurnal Pendidikan, Biologi dan Terapan","http://ejurnal.budiutomomalang.ac.id/index.php/edubiotik","S3 Accredited"
"Biorpopal Industri","http://ejournal.kemenperin.go.id/biopropal/issue/archive","S3 Accredited"
"Jurnal Ekonomi Pembangunan","https://ejournal.unsri.ac.id/index.php/jep","S3 Accredited"
"Journal of Biology Education","http://journal.unnes.ac.id/sju/index.php/ujbe","S3 Accredited"
"Journal of Marine Research","https://ejournal3.undip.ac.id/index.php/jmr/issue/archive","S3 Accredited"
"Anthropos: Jurnal Antropologi Sosial dan Budaya (Journal of Social and Cultural Anthropology)","http://jurnal.unimed.ac.id/2012/index.php/antrophos","S3 Accredited"
"BIOEDUSAINS: Jurnal Pendidikan Biologi dan Sains","https://journal.ipm2kpe.or.id/index.php/BIOEDUSAINS","S3 Accredited"
"Jurnal Halaman Olahraga Nusantara (Jurnal Ilmu Keolahragaan)","https://jurnal.univpgri-palembang.ac.id/index.php/hon/index","S3 Accredited"
"JIPSINDO (Jurnal Pendidikan Ilmu Pengetahuan Sosial Indonesia)","https://journal.uny.ac.id/index.php/jipsindo","S3 Accredited"
"DIVERSI : Jurnal Hukum","https://ejournal.uniska-kediri.ac.id/index.php/Diversi","S3 Accredited"
"Jurnal Varian","https://journal.universitasbumigora.ac.id/index.php/Varian","S3 Accredited"
"Jurnal Komputer Terapan","https://jurnal.pcr.ac.id/index.php/jkt","S3 Accredited"
"Indonesian Journal of Statistics and Its Applications","http://journal.stats.id/index.php/ijsa","S3 Accredited"
"Jurnal Tarbiyah","http://jurnaltarbiyah.uinsu.ac.id/index.php/tarbiyah","S3 Accredited"
"MATRIX - Jurnal Manajemen Teknologi dan Informatika","http://ojs2.pnb.ac.id/index.php/matrix","S3 Accredited"
"NUANSA: Jurnal Penelitian Ilmu Sosial dan Keagamaan Islam","http://ejournal.iainmadura.ac.id/index.php/nuansa","S3 Accredited"
"Perisai : Islamic Banking and Finance Journal","http://ojs.umsida.ac.id/index.php/perisai","S3 Accredited"
"Attadib: Journal of Elementary Education","http://www.jurnalfai-uikabogor.org/index.php/attadib","S3 Accredited"
"Analisis: Jurnal Studi Keislaman","http://ejournal.radenintan.ac.id/index.php/analisis","S3 Accredited"
"Cakrawala: Jurnal Pendidikan","https://cakrawala.upstegal.ac.id/index.php/cakrawala","S3 Accredited"
"RESEARCH : Computer, Information System & Technology Management","http://e-journal.unipma.ac.id/index.php/RESEARCH","S3 Accredited"
"Jurnal Lanskap Indonesia","http://journal.ipb.ac.id/index.php/jli","S3 Accredited"
"IJIO","http://journal2.uad.ac.id/index.php/ijio/index","S3 Accredited"
"Sociological Jurisprudence Journal","https://ejournal.warmadewa.ac.id/index.php/sjj/issue/archive","S3 Accredited"
"JURNAL PETERNAKAN","http://ejournal.uin-suska.ac.id/index.php/peternakan","S3 Accredited"
"Jurnal Public Policy","http://jurnal.utu.ac.id/jppolicy","S3 Accredited"
"Jurnal Pendidikan Keperawatan Indonesia","http://ejournal.upi.edu/index.php/JPKI/index","S3 Accredited"
"Jurnal Administrasi Publik (Public Administration Journal)","http://ojs.uma.ac.id/index.php/adminpublik","S3 Accredited"
"Anjoro : International Journal of Agriculture and Business","https://ojs.unsulbar.ac.id/index.php/anjoro","S3 Accredited"
"JTERA (Jurnal Teknologi Rekayasa)","http://jtera.polteksmi.ac.id","S3 Accredited"
"Jurnal Ilmiah Teknik Kimia","http://openjournal.unpam.ac.id/index.php/JITK/index","S3 Accredited"
"Jambura Geoscience Review","http://ejurnal.ung.ac.id/index.php/jgeosrev","S3 Accredited"
"Contagion: Scientific Periodical Journal of Public Health and Coastal Health","http://jurnal.uinsu.ac.id/index.php/contagion","S3 Accredited"
"Jurnal Ilmiah Ibnu Sina (JIIS): Ilmu Farmasi dan Kesehatan","http://e-jurnal.stikes-isfi.ac.id/index.php/JIIS/index","S3 Accredited"
"Jurnal Teknologi","https://jurnal.umj.ac.id/index.php/jurtek","S3 Accredited"
"DWIJA CENDEKIA: Jurnal Riset Pedagogik","https://jurnal.uns.ac.id/jdc","S3 Accredited"
"Publik  (Jurnal Ilmu Administrasi)","http://journal.umgo.ac.id/index.php/publik","S3 Accredited"
"PERSPEKTIF","http://jurnal-perspektif.org/index.php/perspektif/index","S3 Accredited"
"EnviroScienteae","https://ppjp.ulm.ac.id/journal/index.php/es","S3 Accredited"
"Biota","http://jurnal.radenfatah.ac.id/index.php/biota","S3 Accredited"
"Jurnal Manajemen dan Organisasi","http://journal.ipb.ac.id/index.php/jmo","S3 Accredited"
"Komunika: Jurnal Dakwah dan Komunikasi","http://ejournal.uinsaizu.ac.id/index.php/komunika","S3 Accredited"
"Jurnal Kesehatan Manarang","http://e-journal.poltekkesmamuju.ac.id/index.php/jkm","S3 Accredited"
"Dinamika Lingkungan Indonesia","https://dli.ejournal.unri.ac.id/index.php/DL","S3 Accredited"
"MCBS (Molecular and Cellular Biomedical Sciences)","https://cellbiopharm.com/ojs/index.php/MCBS/index","S3 Accredited"
"Fon : Jurnal Pendidikan Bahasa dan Sastra Indonesia","https://journal.uniku.ac.id/index.php/FON/index","S3 Accredited"
"Akurasi : Jurnal Studi Akuntansi dan Keuangan","http://akurasi.unram.ac.id/index.php/akurasi","S3 Accredited"
"Mnemonic : Jurnal Teknik Informatika","https://ejournal.itn.ac.id/index.php/mnemonic","S3 Accredited"
"Tataloka","http://ejournal2.undip.ac.id/index.php/tataloka/issue/archive","S3 Accredited"
"Mashdar: Jurnal Studi Al-Qur'an dan Hadis","https://ejournal.uinib.ac.id/jurnal/index.php/mashdar","S3 Accredited"
"Jurnal Rekayasa Sipil","http://jrs.ft.unand.ac.id","S3 Accredited"
"At-Taqaddum","http://journal.walisongo.ac.id/index.php/attaqaddum","S3 Accredited"
"Euclid","http://jurnal.unswagati.ac.id/index.php/Euclid/index","S3 Accredited"
"Journal of Energy, Mechanical, Material and Manufacturing Engineering","http://ejournal.umm.ac.id/index.php/JEMMME","S3 Accredited"
"Belajea : Jurnal Pendidikan Islam","http://journal.iaincurup.ac.id/index.php/belajea/","S3 Accredited"
"Jurnal Epidemiologi Kesehatan Komunitas","https://ejournal2.undip.ac.id/index.php/jekk","S3 Accredited"
"Jurnal Pembangunan Pendidikan: Fondasi dan Aplikasi","https://journal.uny.ac.id/index.php/jppfa","S3 Accredited"
"JNKI (Jurnal Ners dan Kebidanan Indonesia) (Indonesian Journal of Nursing and Midwifery)","http://ejournal.almaata.ac.id/index.php/JNKI/index","S3 Accredited"
"SOSHUM : Jurnal Sosial dan Humaniora","http://ojs.pnb.ac.id/index.php/SOSHUM","S3 Accredited"
"Logic : Jurnal Rancang Bangun dan Teknologi","http://ojs.pnb.ac.id/index.php/LOGIC","S3 Accredited"
"Jurnal Sosial Humaniora","http://ojs.unida.ac.id/index.php/JSH","S3 Accredited"
"JISI UMJ (Jurnal Integrasi Sistem Industri UMJ)","https://jurnal.umj.ac.id/index.php/jisi","S3 Accredited"
"Jurnal Ilmu Fisika","http://jif.fmipa.unand.ac.id/index.php/jif/index","S3 Accredited"
"Journal of The Indonesian Society of Integrated Chemistry","https://online-journal.unja.ac.id/index.php/jisic","S3 Accredited"
"Jambura Geo Education Journal","http://ejurnal.ung.ac.id/index.php/JGEJ","S3 Accredited"
"Jurnal Math Educator Nusantara (JMEN) : Wahana Publikasi Karya Tulis Ilmiah di Bidang Pendidikan Matematika","http://ojs.unpkediri.ac.id/index.php/matematika/index","S3 Accredited"
"Jurnal AGRISEP: Kajian Masalah Sosial Ekonomi Pertanian dan Agribisnis","http://ejournal.unib.ac.id/index.php/agrisep","S3 Accredited"
"JIPFRI (Jurnal Inovasi Pendidikan Fisika dan Riset Ilmiah)","http://journal.stkipnurulhuda.ac.id/index.php/JIPFRI/","S3 Accredited"
"Quantitative Economics and Management Studies","http://jurnal.ahmar.id/index.php/qems","S3 Accredited"
"Politicon : Jurnal Ilmu Politik","http://journal.uinsgd.ac.id/index.php/politicon","S3 Accredited"
"Jurnal Teknik Informatika (JUTIF)","http://jutif.if.unsoed.ac.id/index.php/jurnal","S3 Accredited"
"Jurnal Biolokus: Jurnal Penelitian Pendidikan Biologi dan Biologi","http://jurnaltarbiyah.uinsu.ac.id/index.php/biolokus","S3 Accredited"
"Indonesian Journal of Science and Education","https://journal.untidar.ac.id/index.php/ijose","S3 Accredited"
"Jurnal Manajemen Universitas Bung Hatta","https://ejurnal.bunghatta.ac.id/index.php/JMN","S3 Accredited"
"Jurnal Pendidikan Matematika (Jupitek)","https://ojs3.unpatti.ac.id/index.php/jupitek","S3 Accredited"
"Media Komunikasi Geografi","http://ejournal.undiksha.ac.id/index.php/MKG","S3 Accredited"
"Gravity: Jurnal Ilmiah Penelitian dan Pembelajaran Fisika","http://jurnal.untirta.ac.id/index.php/Gravity","S3 Accredited"
"Jaqfi : Jurnal Aqidah dan Filsafat Islam","http://journal.uinsgd.ac.id/index.php/jaqfi","S3 Accredited"
"Quagga: Jurnal Pendidikan dan Biologi","https://journal.uniku.ac.id/index.php/quagga","S3 Accredited"
"Jurnal Ekonomi Pembangunan","http://jurnal.feb.unila.ac.id/index.php/jep","S3 Accredited"
"COMPUTER ENGINEERING AND APPLICATIONS JOURNAL (ComEngApp)","https://comengapp.unsri.ac.id/index.php/comengapp","S3 Accredited"
"Jurnal Pendidikan Biologi","http://journal2.um.ac.id/index.php/jpb","S3 Accredited"
"Jurnal Ilmu Teologi dan Pendidikan Agama Kristen","https://ojs.sttjaffray.ac.id/jitpk","S3 Accredited"
"E-Jurnal Akuntansi Universitas Udayana","https://ojs.unud.ac.id/index.php/Akuntansi","S3 Accredited"
"CCIT (Creative Communication and Innovative Technology) Journal","http://ejournal.raharja.ac.id/index.php/ccit/index","S3 Accredited"
"Jurnal Akuntansi Kontemporer","http://journal.wima.ac.id/index.php/JAKO/","S3 Accredited"
"Indonesian Journal of Social and Environmental Issues (IJSEI)","https://ojs.literacyinstitute.org/index.php/ijsei","S3 Accredited"
"Engagement : Jurnal Pengabdian Kepada Masyarakat","http://engagement.fkdp.or.id/index.php/engagement","S3 Accredited"
"Forum Agribisnis (Agribusiness Forum)","https://journal.ipb.ac.id/index.php/fagb/index","S3 Accredited"
"Jurnal Ilmiah Mizani: Wacana Hukum, Ekonomi dan Keagamaan","https://ejournal.iainbengkulu.ac.id/index.php/mizani/index","S3 Accredited"
"JESS (Journal of Education on Social Science)","http://jess.ppj.unp.ac.id/index.php/JESS/issue/archive","S3 Accredited"
"Potret Pemikiran","http://journal.iain-manado.ac.id/index.php/PP","S3 Accredited"
"Manuskripta","http://journal.perpusnas.go.id/index.php/manuskripta/index","S3 Accredited"
"INDONESIAN JOURNAL OF MEDICAL LABORATORY SCIENCE AND TECHNOLOGY","http://journal2.unusa.ac.id/index.php/ijmlst","S3 Accredited"
"Profita : Komunikasi Ilmiah dan Perpajakan","http://publikasi.mercubuana.ac.id/index.php/profita","S3 Accredited"
"Journal of Islamic Civilization","http://journal2.unusa.ac.id/index.php/JIC","S3 Accredited"
"Jurnal Pensil : Pendidikan Teknik Sipil","http://journal.unj.ac.id/unj/index.php/jpensil","S3 Accredited"
"Mobile and Forensics","http://journal2.uad.ac.id/index.php/mf","S3 Accredited"
"Jurnal Sosial Humaniora","http://iptek.its.ac.id/index.php/jsh/index","S3 Accredited"
"Teknologi Pangan: Media Informasi dan Komunikasi Ilmiah Teknologi Pertanian","https://jurnal.yudharta.ac.id/v2/index.php/Teknologi-Pangan","S3 Accredited"
"Sriwijaya International Journal of Dynamic Economics and Business","http://sijdeb.unsri.ac.id/index.php/sijdeb","S3 Accredited"
"Jurnal Konseling Gusjigang","http://jurnal.umk.ac.id/index.php/gusjigang","S3 Accredited"
"Isamic Communication Journal","http://journal.walisongo.ac.id/index.php/icj","S3 Accredited"
"Phenomenon: jurnal pendidikan MIPA","http://journal.walisongo.ac.id/index.php/Phenomenon/","S3 Accredited"
"JURNAL HUTAN TROPIS","https://ppjp.ulm.ac.id/journal/index.php/jht","S3 Accredited"
"Inersia : Jurnal Teknik Sipil dan Arsitektur","https://journal.uny.ac.id/index.php/inersia","S3 Accredited"
"FOKUS: Jurnal Kajian Keislaman dan Kemasyarakatan","http://journal.iaincurup.ac.id/index.php/jf","S3 Accredited"
"E-Jurnal Medika Udayana","https://ojs.unud.ac.id/index.php/eum","S3 Accredited"
"JURNAL Al-AZHAR INDONESIA SERI SAINS DAN TEKNOLOGI","http://jurnal.uai.ac.id/index.php/SST","S3 Accredited"
"Health Information : Jurnal Penelitian","https://myjurnal.poltekkes-kdi.ac.id/index.php/HIJP","S3 Accredited"
"Jurnal Riset Informatika","http://ejournal.kresnamediapublisher.com/index.php/jri","S3 Accredited"
"JTT (Jurnal Teknologi Terapan)","https://jurnal.polindra.ac.id/index.php/jtt","S3 Accredited"
"Nusantara of Research : Jurnal Hasil-hasil penelitian Universitas Nusantara PGRI Kediri (e-journal)","https://ojs.unpkediri.ac.id/index.php/efektor","S3 Accredited"
"Jurnal Teknik Kimia dan Lingkungan","http://jtkl.polinema.ac.id/index.php/jtkl","S3 Accredited"
"Biology, Medicine, & Natural Product Chemistry","http://sciencebiology.org/index.php/BIOMEDICH","S3 Accredited"
"Jurnal Rekayasa Mesin","https://jurnal.polines.ac.id/index.php/rekayasa","S3 Accredited"
"Jurnal Ilmu Pemerintahan Widya Praja","https://ejournal.ipdn.ac.id/JIPWP","S3 Accredited"
"Jurnal Ilmu Perilaku","http://jip.fk.unand.ac.id/index.php/jip/issue/archive","S3 Accredited"
"Sospol : Jurnal Sosial Politik","http://ejournal.umm.ac.id/index.php/sospol/index","S3 Accredited"
"JUTI: Jurnal Ilmiah Teknologi Informasi","http://juti.if.its.ac.id/index.php/juti","S3 Accredited"
"Abjadia : International Journal of Education","http://ejournal.uin-malang.ac.id/index.php/abjadia","S3 Accredited"
"Istawa: Jurnal Pendidikan Islam","http://journal.umpo.ac.id/index.php/istawa","S3 Accredited"
"Al-Mustashfa : Jurnal Penelitian Hukum Ekonomi Syariah","http://www.syekhnurjati.ac.id/jurnal/index.php/al-mustashfa","S3 Accredited"
"Tajdid: Jurnal Ilmu Ushuluddin","https://tajdid.uinjambi.ac.id/index.php/tajdid","S3 Accredited"
"Jurnal Teknik Industri","http://www.trijurnal.lemlit.trisakti.ac.id/index.php/tekin/issue/archive","S3 Accredited"
"AQLAM Journal of Islam and Plurality","http://journal.iain-manado.ac.id/index.php/AJIP/issue/archive","S3 Accredited"
"Ilmu Pendidikan: Jurnal Kajian Teori dan Praktik Kependidikan","http://journal2.um.ac.id/index.php/jktpk","S3 Accredited"
"CHANNEL Jurnal Komunikasi","http://journal.uad.ac.id/index.php/CHANNEL","S3 Accredited"
"Yupa: Historical Studies Journal","http://jurnal.fkip.unmul.ac.id/index.php/yupa","S3 Accredited"
"Borobudur Law Review","http://journal.ummgl.ac.id/index.php/burrev","S3 Accredited"
"Journal of Indonesian Social Sciences and Humanities","http://jissh.journal.lipi.go.id/index.php/jissh/index","S3 Accredited"
"Journal of Developing Economies","https://e-journal.unair.ac.id/index.php/JDE","S3 Accredited"
"Journal of Regional and Rural Development Planning (Jurnal Perencanaan Pembangunan Wilayah dan Perdesaan)","http://journal.ipb.ac.id/p2wd","S3 Accredited"
