journal_no,journal_id,journal_name,journal_accreditation,journal_url
1,/journals/detail/?id=665,Gadjah Mada International Journal of Business (GamaIJB),S1,https://jurnal.ugm.ac.id/gamaijb
2,/journals/detail/?id=2113,Journal on Mathematics Education,S1,http://ejournal.unsri.ac.id/index.php/jme
3,/journals/detail/?id=683,HAYATI Journal of Biosciences,S1,http://journal.ipb.ac.id/index.php/hayati/
4,/journals/detail/?id=671,Jurnal Pendidikan IPA Indonesia (Indonesian Journal of Science Education),S1,http://journal.unnes.ac.id/nju/index.php/jpii
5,/journals/detail/?id=3203,Operations and Supply Chain Management: An International Journal,S1,http://journal.oscm-forum.org/
6,/journals/detail/?id=693,International Journal of Electrical and Computer Engineering,S1,http://ijece.iaescore.com/index.php/IJECE
7,/journals/detail/?id=696,"International Journal on Advanced Science, Engineering and Information Technology (IJASEIT)",S1,http://ijaseit.insightsociety.org/
8,/journals/detail/?id=949,Kesmas: National Public Health Journal,S1,http://journal.fkm.ui.ac.id/kesmas/issue/archive
9,/journals/detail/?id=690,International Journal of Power Electronics and Drive Systems,S1,http://ijpeds.iaescore.com/index.php/IJPEDS
10,/journals/detail/?id=1103,Buletin Ekonomi Moneter dan Perbankan,S1,https://www.bmeb-bi.org/index.php/BEMP/
11,/journals/detail/?id=3794,Indonesian Journal of Science and Technology,S1,http://ejournal.upi.edu/index.php/ijost/
12,/journals/detail/?id=668,Indonesian Journal of Islam and Muslim Societies,S1,http://ijims.iainsalatiga.ac.id
13,/journals/detail/?id=1099,IJAL (Indonesian Journal of Applied Linguistics),S1,http://ejournal.upi.edu/index.php/IJAL
14,/journals/detail/?id=664,TELKOMNIKA (Telecommunication Computing Electronics and Control),S1,http://journal.uad.ac.id/index.php/telkomnika
15,/journals/detail/?id=681,Bulletin of Electrical Engineering and Informatics,S1,http://beei.org/index.php/EEI
16,/journals/detail/?id=678,Journal of the Indonesian Tropical Animal Agriculture,S1,http://ejournal.undip.ac.id/index.php/jitaa
17,/journals/detail/?id=3539,International Journal of Evaluation and Research in Education (IJERE),S1,http://ijere.iaescore.com/index.php/IJERE
18,/journals/detail/?id=1266,Forest and Society,S1,http://journal.unhas.ac.id/index.php/fs/index
19,/journals/detail/?id=694,Biodiversitas : Journal of Biological Diversity,S1,http://biodiversitas.mipa.uns.ac.id/
20,/journals/detail/?id=703,Jurnal Cakrawala Pendidikan,S1,http://journal.uny.ac.id/index.php/cp
21,/journals/detail/?id=783,ILMU KELAUTAN: Indonesian Journal of Marine Sciences,S1,http://ejournal.undip.ac.id/index.php/ijms
22,/journals/detail/?id=1322,QIJIS (Qudus International Journal Of Islamic Studies),S1,http://journal.stainkudus.ac.id/index.php/QIJIS
23,/journals/detail/?id=697,Indonesian Journal of Electrical Engineering and Computer Science,S1,http://journal.stainkudus.ac.id/index.php/QIJIS
24,/journals/detail/?id=5676,Automotive Experiences,S1,http://journal.stainkudus.ac.id/index.php/QIJIS
25,/journals/detail/?id=3954,IJoLE: International Journal of Language Education,S1,http://ojs.unm.ac.id/index.php/ijole
26,/journals/detail/?id=859,Paediatrica Indonesiana: Indonesian Journal of Pediatrics and Perinatal Medicine,S1,http://paediatricaindonesiana.org/
27,/journals/detail/?id=684,Studia Islamika,S1,http://journal.uinjkt.ac.id/index.php/studia-islamika
28,/journals/detail/?id=667,Journal of Mathematical and Fundamental Sciences,S1,http://journals.itb.ac.id/index.php/jmfs
29,/journals/detail/?id=1095,Indonesian Journal of Electrical Engineering and Informatics,S1,http://section.iaesonline.com/index.php/IJEEI/index
30,/journals/detail/?id=865,Jurnal Ilmu Sosial dan Ilmu Politik (JSP),S1,https://jurnal.ugm.ac.id/index.php/jsp
31,/journals/detail/?id=1017,IJAIN (International Journal of Advances in Intelligent Informatics) ,S1,http://ijain.org/index.php/IJAIN
32,/journals/detail/?id=2513,Bali Medical Journal,S1,https://balimedicaljournal.org/index.php/bmj
33,/journals/detail/?id=4214,JOIV : International Journal on Informatics Visualization,S1,http://joiv.org/
34,/journals/detail/?id=689,International Journal of Technology,S1,https://ijtech.eng.ui.ac.id
35,/journals/detail/?id=2906,Jurnal Ilmu Ternak dan Veteriner,S1,http://medpub.litbang.pertanian.go.id/index.php/jitv/index
36,/journals/detail/?id=691,Bulletin of Chemical Reaction Engineering & Catalysis,S1,https://ejournal2.undip.ac.id/index.php/bcrec
37,/journals/detail/?id=918,International Journal of Renewable Energy Development : JRED,S1,http://ejournal.undip.ac.id/index.php/ijred/index
38,/journals/detail/?id=682,"AGRIVITA, Journal of Agricultural Science (AJAS)",S1,https://agrivita.ub.ac.id/index.php/agrivita
39,/journals/detail/?id=677,Tropical Animal Science Journal,S1,http://journal.ipb.ac.id/index.php/mediapeternakan
40,/journals/detail/?id=732,Indonesian Journal of Biotechnology,S1,https://jurnal.ugm.ac.id/ijbiotech/
41,/journals/detail/?id=920,Journal of Degraded and Mining Lands Management,S1,http://jdmlm.ub.ac.id/index.php/jdmlm/index
42,/journals/detail/?id=896,IJOG : Indonesian Journal on Geoscience,S1,https://ijog.geologi.esdm.go.id/index.php/IJOG
43,/journals/detail/?id=1623,ASEAN Journal on Science and Tecnology for Development,S1,http://ajstd.org/index.php/ajstd/index
44,/journals/detail/?id=832,Journal of Regional and City Planning,S1,http://journals.itb.ac.id/index.php/jpwk
45,/journals/detail/?id=815,Harmonia: Journal of Arts Research and Education,S1,http://journal.unnes.ac.id/nju/index.php/harmonia
46,/journals/detail/?id=662,Indonesian Journal of Chemistry,S1,https://jurnal.ugm.ac.id/ijc
47,/journals/detail/?id=1826,Studies in English Language and Education,S1,http://www.jurnal.unsyiah.ac.id/SiELE
48,/journals/detail/?id=675,Atom Indonesia,S1,http://www.jurnal.unsyiah.ac.id/SiELE
49,/journals/detail/?id=1718,Indonesian Journal of Forestry Research,S1,http://ejournal.forda-mof.org/ejournal-litbang/index.php/IJFR
50,/journals/detail/?id=669,Indonesian Journal of Geography,S1,http://jurnal.ugm.ac.id/ijg/
51,/journals/detail/?id=680,Journal of Engineering and Technological Sciences,S1,http://journals.itb.ac.id/index.php/jets
52,/journals/detail/?id=685,Al-Jami'ah: Journal of Islamic Studies,S1,http://www.aljamiah.or.id
53,/journals/detail/?id=672,Jurnal Manajemen Hutan Tropika,S1,http://journal.ipb.ac.id/index.php/jmht/
54,/journals/detail/?id=948,The Indonesian Biomedical Journal,S1,http://inabj.org/index.php/ibj
55,/journals/detail/?id=914,Nurse Media Journal of Nursing,S1,https://ejournal.undip.ac.id/index.php/medianers/index
56,/journals/detail/?id=663,Medical Journal of Indonesia,S1,http://mji.ui.ac.id/journal/index.php/mji
57,/journals/detail/?id=676,BIOTROPIA,S1,http://journal.biotrop.org/index.php/biotropia
58,/journals/detail/?id=2263,Journal of Tropical Biodiversity and Biotechnology,S1,https://jurnal.ugm.ac.id/jtbb
59,/journals/detail/?id=5254,Interiority,S1,https://interiority.eng.ui.ac.id/index.php/journal
60,/journals/detail/?id=661,Journal of Indonesian Islam,S1,http://jiis.uinsby.ac.id/index.php/JIIs/index
61,/journals/detail/?id=998,Indonesian Journal of Pharmacy ,S1,http://indonesianjpharm.farmasi.ugm.ac.id/index.php/3
62,/journals/detail/?id=1882,Sriwijaya Law Review,S1,http://journal.fh.unsri.ac.id/index.php/sriwijayalawreview/index
63,/journals/detail/?id=828,Molekul : Jurnal Ilmiah Kimia,S1,https://ojs.jmolekul.com/ojs/index.php/jm
64,/journals/detail/?id=916,"Wacana, Journal of the Humanities of Indonesia",S1,http://wacana.ui.ac.id
65,/journals/detail/?id=3405,Squalen Bulletin of Marine and Fisheries Postharvest and Biotechnology,S1,http://www.bbp4b.litbang.kkp.go.id/squalen-bulletin/index.php/squalen
66,/journals/detail/?id=1067,SAINS TANAH - Journal of Soil Science and Agroclimatology,S1,http://jurnal.fp.uns.ac.id/index.php/tanah/index
67,/journals/detail/?id=3601,Communications In Science And Technology,S1,https://cst.kipmi.or.id/index.php/cst
68,/journals/detail/?id=724,Universa Medicina,S1,https://univmed.org/ejurnal/index.php/medicina/index
69,/journals/detail/?id=2756,Indonesian Aquaculture Journal,S1,http://ejournal-balitbang.kkp.go.id/index.php/iaj
70,/journals/detail/?id=674,Paramita: Historical Studies Journal,S1,http://journal.unnes.ac.id/nju/index.php/paramita
71,/journals/detail/?id=898,Journal of Islamic Architecture,S1,http://ejournal.uin-malang.ac.id/index.php/JIA
72,/journals/detail/?id=673,TEFLIN Journal,S1,http://journal.teflin.org/index.php/journal
73,/journals/detail/?id=688,International Journal on Electrical Engineering and Informatics,S1,http://www.ijeei.org/
74,/journals/detail/?id=679,ACTA MEDICA INDONESIANA,S1,http://www.actamedindones.org/index.php/ijim
75,/journals/detail/?id=666,Microbiology Indonesia,S1,http://jurnal.permi.or.id/index.php/mionline
76,/journals/detail/?id=686,Journal of ICT Research and Applications,S1,http://journals.itb.ac.id/index.php/jictra/index
77,/journals/detail/?id=3537,International Journal of Public Health Science,S1,http://journals.itb.ac.id/index.php/jictra/index
78,/journals/detail/?id=1215,Reinwardtia,S1,http://e-journal.biologi.lipi.go.id/index.php/reinwardtia/index
79,/journals/detail/?id=670,Jurnal Respirologi Indonesia,S1,http://e-journal.biologi.lipi.go.id/index.php/reinwardtia/index
80,/journals/detail/?id=911,"Journal of Tropical Life Science : International Journal of Theoretical, Experimental, and Applied Life Sciences",S1,http://e-journal.biologi.lipi.go.id/index.php/reinwardtia/index
81,/journals/detail/?id=692,Kukila,S1,http://kukila.org/index.php/KKL
82,/journals/detail/?id=894,Electronic Journal of Graph Theory and Applications,S1,http://www.ejgta.org/index.php/ejgta
83,/journals/detail/?id=6731,IAES International Journal of Artificial Intelligence,S1,http://ijai.iaescore.com/index.php/IJAI
84,/journals/detail/?id=687,Critical Care and Shock,S1,http://criticalcareshock.org/
85,/journals/detail/?id=2223,Jurnal ASET (Akuntansi Riset),S2,http://ejournal.upi.edu/index.php/aset
86,/journals/detail/?id=3679,Jurnal Dinamika Akuntansi,S2,https://journal.unnes.ac.id/nju/index.php/jda
87,/journals/detail/?id=2909,Jurnal Penelitian dan Pengembangan Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jppp
88,/journals/detail/?id=2902,Jurnal Agro Ekonomi,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jae
89,/journals/detail/?id=90,Riset Akuntansi dan Keuangan Indonesia,S2,http://journals.ums.ac.id/index.php/reaksi
90,/journals/detail/?id=2899,Informatika Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/IP
91,/journals/detail/?id=2912,Jurnal Penelitian Pascapanen Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jpasca
92,/journals/detail/?id=2894,Forum Penelitian Agro Ekonomi,S2,http://ejurnal.litbang.pertanian.go.id/index.php/fae
93,/journals/detail/?id=1025,Dinamika Pendidikan,S2,https://journal.unnes.ac.id/nju/index.php/DP
94,/journals/detail/?id=2779,Jurnal Kebijakan Sosial Ekonomi Kelautan dan Perikanan,S2,http://ejournal-balitbang.kkp.go.id/index.php/jkse
95,/journals/detail/?id=776,KEMAS : Jurnal Kesehatan Masyarakat,S2,http://journal.unnes.ac.id/nju/index.php/kemas
96,/journals/detail/?id=2903,Jurnal Hortikultura,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jhort
97,/journals/detail/?id=926,Jurnal Agronomi Indonesia (Indonesian Journal of Agronomy),S2,http://journal.ipb.ac.id/index.php/jurnalagronomi
98,/journals/detail/?id=4037,Jurnal Promosi Kesehatan Indonesia,S2,https://ejournal.undip.ac.id/index.php/jpki
99,/journals/detail/?id=2888,Buletin Plasma Nutfah,S2,http://ejurnal.litbang.pertanian.go.id/index.php/bpn
100,/journals/detail/?id=2882,Analisis Kebijakan Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/akp
101,/journals/detail/?id=778,Jurnal Ilmu Teknologi Kayu Tropis,S2,http://ejournalmapeki.org/index.php/JITKT
102,/journals/detail/?id=1990,LAW REFORM,S2,http://ejournal.undip.ac.id/index.php/lawreform/index
103,/journals/detail/?id=21,Jurnal Ekologi Kesehatan,S2,http://ejournal.litbang.depkes.go.id/index.php/jek/issue/archive
104,/journals/detail/?id=1066,Jurnal Ilmu Lingkungan,S2,https://ejournal.undip.ac.id/index.php/ilmulingkungan/index
105,/journals/detail/?id=1141,International Journal on Emerging Mathematics Education,S2,https://ejournal.undip.ac.id/index.php/ilmulingkungan/index
106,/journals/detail/?id=2900,Jurnal Agrobiogen,S2,http://ejurnal.litbang.pertanian.go.id/index.php/ja
107,/journals/detail/?id=951,EKUITAS : Jurnal Ekonomi dan Keuangan,S2,https://ejournal.stiesia.ac.id/ekuitas
108,/journals/detail/?id=938,Jurnal Teknik Industri : Jurnal Keilmuan dan Aplikasi Teknik Industri,S2,http://jurnalindustri.petra.ac.id
109,/journals/detail/?id=2927,Buletin Penelitian Tanaman Rempah dan Obat,S2,http://ejurnal.litbang.pertanian.go.id/index.php/bultro
110,/journals/detail/?id=3611,Biosfer: Jurnal Pendidikan Biologi,S2,http://journal.unj.ac.id/unj/index.php/biosfer/index
111,/journals/detail/?id=3857,Ilmu Dakwah: Academic Journal for Homiletic Studies,S2,http://journal.uinsgd.ac.id/index.php/idajhs
112,/journals/detail/?id=771,The South East Asian Journal of Management,S2,http://journal.ui.ac.id/tseajm
113,/journals/detail/?id=1306,JOIN (Jurnal Online Informatika),S2,http://join.if.uinsgd.ac.id/index.php/join
114,/journals/detail/?id=3700,Jurnal Ilmiah Aplikasi Isotop dan Radiasi (A Scientific Journal for the Applications of Isotopes and Radiation),S2,http://jurnal.batan.go.id/index.php/jair
115,/journals/detail/?id=1491,Indonesian Journal of Sustainability Accounting and Management ,S2,http://unpas.id/index.php/ijsam
116,/journals/detail/?id=83,Jurnal Hukum dan Peradilan,S2,http://www.jurnalhukumdanperadilan.org
117,/journals/detail/?id=3356,Tadris: Jurnal keguruan dan Ilmu Tarbiyah,S2,http://ejournal.radenintan.ac.id/index.php/tadris
118,/journals/detail/?id=1487,IJHN : Indonesian Journal of Human Nutrition,S2,http://ijhn.ub.ac.id/index.php/ijhn/index
119,/journals/detail/?id=738,Makara Journal of Science,S2,http://journal.ui.ac.id/index.php/science
120,/journals/detail/?id=878,Jurnal Ilmu Komunikasi,S2,https://ojs.uajy.ac.id/index.php/jik
121,/journals/detail/?id=2122,Jurnal Ilmiah Pendidikan Fisika Al-Biruni,S2,http://ejournal.radenintan.ac.id/index.php/al-biruni/index
122,/journals/detail/?id=728,Journal of Tropical Soils,S2,http://journal.unila.ac.id/index.php/tropicalsoil/index
123,/journals/detail/?id=3904,Jurnal Kesehatan Vokasional,S2,http://jurnal.ugm.ac.id/jkesvo
124,/journals/detail/?id=1114,Economics Development Analysis Journal,S2,https://journal.unnes.ac.id/sju/index.php/edaj/index
125,/journals/detail/?id=3757,Jurnal Geografi,S2,http://jurnal.unimed.ac.id/2012/index.php/geo
126,/journals/detail/?id=1082,Lontar Komputer : Jurnal Ilmiah Teknologi Informasi ,S2,https://ojs.unud.ac.id/index.php/lontar
127,/journals/detail/?id=1050,Kapata Arkeologi,S2,http://kapata-arkeologi.kemdikbud.go.id/index.php/kapata
128,/journals/detail/?id=3995,Journal of Southeast Asian Human Rights,S2,https://jurnal.unej.ac.id/index.php/JSEAHR
129,/journals/detail/?id=1370,Jurnal Konseling dan Pendidikan,S2,http://jurnal.konselingindonesia.com/index.php/jkp
130,/journals/detail/?id=1811,Jurnal Pendidikan Matematika,S2,http://ejournal.unsri.ac.id/index.php/jpm
131,/journals/detail/?id=102,Media Komunikasi Teknik Sipil,S2,http://ejournal.undip.ac.id/index.php/mkts
132,/journals/detail/?id=2917,Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,S2,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian
133,/journals/detail/?id=1967,"Media Riset Akuntansi, Auditing & Informasi",S2,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/mraai/index
134,/journals/detail/?id=1107,Buletin Psikologi,S2,https://jurnal.ugm.ac.id/buletinpsikologi
135,/journals/detail/?id=3855,Buletin Palawija,S2,http://ejurnal.litbang.pertanian.go.id/index.php/bulpa/issue/archive
136,/journals/detail/?id=718,International Research Journal of Business Studies,S2,http://www.irjbs.com/index.php/jurnalirjbs/issue/archive
137,/journals/detail/?id=3929,Buloma (Buletin Oseanografi Marina),S2,https://ejournal.undip.ac.id/index.php/buloma
138,/journals/detail/?id=1329,Jurnal Jaffray,S2,http://ojs.sttjaffray.ac.id/index.php/JJV71
139,/journals/detail/?id=906,Jurnal Ilmu Komputer dan Informasi,S2,http://jiki.cs.ui.ac.id/index.php/jiki
140,/journals/detail/?id=739,Al-Iqtishad : Jurnal Ilmu Ekonomi Syariah (Journal of Islamic Economics),S2,http://journal.uinjkt.ac.id/index.php/iqtishad
141,/journals/detail/?id=1030,Jurnal Pendidikan Teknologi dan Kejuruan,S2,https://journal.uny.ac.id/index.php/jptk
142,/journals/detail/?id=3574,Jurnal Manajemen dan Pemasaran Jasa,S2,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/jasa
143,/journals/detail/?id=1014,Majalah Geografi Indonesia,S2,https://jurnal.ugm.ac.id/mgi
144,/journals/detail/?id=3050,Jurnal Tumbuhan Obat Indonesia,S2,http://www.b2p2toot.litbang.kemkes.go.id
145,/journals/detail/?id=2294,International Journal of Education,S2,http://ejournal.upi.edu/index.php/ije/index
146,/journals/detail/?id=638,Jurnal Obsesi: Jurnal Pendidikan Anak Usia Dini,S2,http://journal.universitaspahlawan.ac.id/index.php/obsesi
147,/journals/detail/?id=2806,Jurnal PEKOMMAS,S2,http://journal.universitaspahlawan.ac.id/index.php/obsesi
148,/journals/detail/?id=955,Islamica: Jurnal Studi Keislaman,S2,http://islamica.uinsby.ac.id/index.php/islamica/index
149,/journals/detail/?id=3522,JIPF (Jurnal Ilmu Pendidikan Fisika),S2,http://journal.stkipsingkawang.ac.id/index.php/JIPF
150,/journals/detail/?id=746,Jurnal Penelitian dan Evaluasi Pendidikan,S2,http://journal.uny.ac.id/index.php/jpep/index
151,/journals/detail/?id=941,Jurnal Riset Pendidikan Matematika,S2,http://journal.uny.ac.id/index.php/jrpm
152,/journals/detail/?id=69,Jurnal Sejarah Citra Lekha,S2,http://ejournal.undip.ac.id/index.php/jscl/index
153,/journals/detail/?id=2783,Health Science Journal of Indonesia,S2,http://ejournal.litbang.depkes.go.id/index.php/HSJI
154,/journals/detail/?id=2250,JPBI (JURNAL PENDIDIKAN BIOLOGI INDONESIA),S2,http://ejournal.umm.ac.id/index.php/jpbi/index
155,/journals/detail/?id=872,Jurnal Komunikasi ASPIKOM,S2,http://jurnalaspikom.org/index.php/aspikom
156,/journals/detail/?id=862,Jurnal Siasat Bisnis,S2,http://journal.uii.ac.id/index.php/JSB/index
157,/journals/detail/?id=374,Nadwa : Jurnal Pendidikan Islam,S2,http://journal.walisongo.ac.id/index.php/Nadwa
158,/journals/detail/?id=2834,Jurnal Pendidikan dan Kebudayaan,S2,http://jurnaldikbud.kemdikbud.go.id/index.php/jpnk
159,/journals/detail/?id=42,Premiere Educandum : Jurnal Pendidikan Dasar dan Pembelajaran,S2,http://e-journal.unipma.ac.id/index.php/PE/
160,/journals/detail/?id=192,JRAMathEdu (Journal of Research and Advances in Mathematics Education),S2,http://journals.ums.ac.id/index.php/jramathedu/index
161,/journals/detail/?id=4000,Jurnal Studi Komunikasi,S2,http://ejournal.unitomo.ac.id/index.php/jsk
162,/journals/detail/?id=512,Jurnal Profesi Humas,S2,http://jurnal.unpad.ac.id/profesi-humas/index
163,/journals/detail/?id=6127,KURIOS (Jurnal Teologi dan Pendidikan Agama Kristen),S2,http://www.sttpb.ac.id/e-journal/index.php/kurios
164,/journals/detail/?id=944,Jurnal Ketahanan Nasional,S2,http://jurnal.ugm.ac.id/jkn
165,/journals/detail/?id=881,JDM (Jurnal Dinamika Manajemen),S2,https://journal.unnes.ac.id/nju/index.php/jdm/index
166,/journals/detail/?id=2466,Jurnal IQRA' : Kajian Ilmu Pendidikan,S2,http://journal.iaimnumetrolampung.ac.id/index.php/ji
167,/journals/detail/?id=907,Jurnal Sosioteknologi,S2,http://journals.itb.ac.id/index.php/sostek
168,/journals/detail/?id=89,Khazanah Informatika: Jurnal Ilmu Komputer dan Informatika,S2,http://journals.ums.ac.id/index.php/khif
169,/journals/detail/?id=480,Jurnal Elemen Program Studi Pendidikan Matematika STKIP Hamzanwadi Selong,S2,http://e-journal.hamzanwadi.ac.id/index.php/jel
170,/journals/detail/?id=3934,INTENSIF: Jurnal Ilmiah Penelitian Teknologi dan Penerapan Sistem Informasi,S2,http://ojs.unpkediri.ac.id/index.php/intensif
171,/journals/detail/?id=292,Economica: Jurnal Ekonomi Islam,S2,http://journal.walisongo.ac.id/index.php/economica/index
172,/journals/detail/?id=1258,Cendekia: Jurnal Kependidikan dan Kemasyarakatan,S2,http://jurnal.stainponorogo.ac.id/index.php/cendekia/index
173,/journals/detail/?id=1045,Jurnal Kajian Komunikasi ,S2,http://jurnal.unpad.ac.id/jkk
174,/journals/detail/?id=6733,ATESTASI : Jurnal Ilmiah Akuntansi,S2,http://jurnal.fe.umi.ac.id/index.php/ATESTASI
175,/journals/detail/?id=1911,Register: Jurnal Ilmiah Teknologi Sistem Informasi,S2,http://www.journal.unipdu.ac.id/index.php/register/index
176,/journals/detail/?id=4031,Jurnal Komunikasi,S2,https://journal.untar.ac.id/index.php/komunikasi
177,/journals/detail/?id=1722,Jurnal Infinity,S2,http://e-journal.stkipsiliwangi.ac.id/index.php/infinity
178,/journals/detail/?id=1842,Jurnal Gramatika: Jurnal Penelitian Pendidikan Bahasa dan Sastra Indonesia,S2,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-gramatika/index
179,/journals/detail/?id=3514,Jurnal Komunikasi Indonesia,S2,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-gramatika/index
180,/journals/detail/?id=30,Jurnal Kesehatan Lingkungan Indonesia,S2,https://ejournal.undip.ac.id/index.php/jkli/index
181,/journals/detail/?id=3636,Jurnal Administrasi Kesehatan Indonesia,S2,https://e-journal.unair.ac.id/index.php/JAKI
182,/journals/detail/?id=979,Buletin Penelitian Kesehatan,S2,http://ejournal.litbang.depkes.go.id/index.php/BPK
183,/journals/detail/?id=1330,Jurnal Inovasi Pendidikan IPA,S2,https://journal.uny.ac.id/index.php/jipi
184,/journals/detail/?id=185,Psikohumaniora: Jurnal Penelitian Psikologi,S2,http://journal.walisongo.ac.id/index.php/Psikohumaniora/index
185,/journals/detail/?id=856,Jurnal Akuntansi dan Auditing Indonesia,S2,http://journal.uii.ac.id/index.php/JAAI/index
186,/journals/detail/?id=2720,Edukasi : Jurnal Penelitian Pendidikan Agama dan Keagamaan,S2,http://www.jurnaledukasikemenag.org/index.php/edukasi
187,/journals/detail/?id=2527,"Kreano, Jurnal Matematika Kreatif-Inovatif",S2,https://journal.unnes.ac.id/nju/index.php/kreano/index
188,/journals/detail/?id=919,Journal of Education and Learning,S2,http://journal.uad.ac.id/index.php/EduLearn
189,/journals/detail/?id=3527,JEELS (Journal of English Education and Linguistics Studies),S2,https://jurnal.iainkediri.ac.id/index.php/jeels/index
190,/journals/detail/?id=3450,Kwangsan: Jurnal Teknologi Pendidikan,S2,https://jurnal.iainkediri.ac.id/index.php/jeels/index
191,/journals/detail/?id=4665,ProTVF: Jurnal Kajian Televisi dan Film,S2,http://journal.unpad.ac.id/protvf
192,/journals/detail/?id=2948,Jurnal Penelitian Politik,S2,http://ejournal.politik.lipi.go.id/index.php/jpp
193,/journals/detail/?id=1285,Jurnal Didaktik Matematika,S2,http://jurnal.unsyiah.ac.id/DM/issue/archive
194,/journals/detail/?id=2945,Jurnal PIKOM (Penelitian Komunikasi dan Pembangunan),S2,https://jurnal.kominfo.go.id/index.php/jpkp
195,/journals/detail/?id=772,Jurnal Akuntansi Multiparadigma,S2,http://jamal.ub.ac.id/index.php/jamal
196,/journals/detail/?id=840,Jurnal Pendidikan Usia Dini,S2,http://journal.unj.ac.id/unj/index.php/jpud/
197,/journals/detail/?id=3859,Jurnal Teknik Industri,S2,http://ejournal.umm.ac.id/index.php/industri
198,/journals/detail/?id=3560,Formatif: Jurnal Ilmiah Pendidikan MIPA,S2,http://ejournal.umm.ac.id/index.php/industri
199,/journals/detail/?id=1075,IJCCS (Indonesian Journal of Computing and Cybernetics Systems) ,S2,https://jurnal.ugm.ac.id/ijccs
200,/journals/detail/?id=2897,Indonesian Journal of Agricultural Science,S2,http://ejurnal.litbang.pertanian.go.id/index.php/ijas
201,/journals/detail/?id=71,Teknik,S2,http://ejournal.undip.ac.id/index.php/teknik
202,/journals/detail/?id=1187,Jurnal Sylva Lestari,S2,http://jurnal.fp.unila.ac.id/index.php/JHT/index
203,/journals/detail/?id=2759,Jurnal Kebijakan Perikanan Indonesia,S2,http://jurnal.fp.unila.ac.id/index.php/JHT/index
204,/journals/detail/?id=4205,Journal of Contemporary Islam and Muslim Societies,S2,http://jurnal.uinsu.ac.id/index.php/JCIMS/index
205,/journals/detail/?id=3446,Jurnal Penelitian Komunikasi dan Opini Publik,S2,https://jurnal.kominfo.go.id/index.php/jpkop/index
206,/journals/detail/?id=882,Jurnal Penyuluhan,S2,https://jurnal.kominfo.go.id/index.php/jpkop/index
207,/journals/detail/?id=2890,Jurnal Tamanan Industri dan Penyegar (Journal of Industrial and Beverage Crops),S2,http://ejurnal.litbang.pertanian.go.id/index.php/bultri/
208,/journals/detail/?id=6350,Communication in Biomathematical Sciences,S2,http://journals.itb.ac.id/index.php/cbms
209,/journals/detail/?id=3610,BISMA (Bisnis dan Manajemen),S2,https://journal.unesa.ac.id/index.php/bisma/index
210,/journals/detail/?id=861,Jurnal Manajemen dan Kewirausahaan,S2,http://jurnalmanajemen.petra.ac.id
211,/journals/detail/?id=4425,JEMA: Jurnal Ilmiah Bidang Akuntansi dan Manajemen,S2,http://riset.unisma.ac.id/index.php/jema/
212,/journals/detail/?id=940,The Journal of Pure and Applied Chemistry Research,S2,http://jpacr.ub.ac.id/
213,/journals/detail/?id=4049,The Indonesian Journal of Public Health,S2,https://e-journal.unair.ac.id/IJPH
214,/journals/detail/?id=2791,Media Penelitian dan Pengembangan Kesehatan,S2,http://ejournal.litbang.depkes.go.id/index.php/MPK
215,/journals/detail/?id=3858,Jurnal Ilmiah Kebijakan Hukum,S2,http://ejournal.balitbangham.go.id/index.php/kebijakan
216,/journals/detail/?id=2885,Buletin Palma,S2,http://ejurnal.litbang.pertanian.go.id/index.php/palma
217,/journals/detail/?id=1454,AKRUAL: JURNAL AKUNTANSI,S2,https://journal.unesa.ac.id/index.php/aj/index
218,/journals/detail/?id=3101,Marine Research In Indonesia,S2,http://mrijournal.or.id/index.php/MRI
219,/journals/detail/?id=1981,Madania : Jurnal Kajian Keislaman,S2,http://ejournal.iainbengkulu.ac.id/index.php/madania
220,/journals/detail/?id=2891,"Buletin Tanaman Tembakau, Serat dan Minyak Industri",S2,http://ejurnal.litbang.pertanian.go.id/index.php/bultas
221,/journals/detail/?id=2546,Udayana Journal of Law and Culture,S2,https://ojs.unud.ac.id/index.php/UJLC/index
222,/journals/detail/?id=890,Jurnal Akuntansi dan Keuangan,S2,http://jurnalakuntansi.petra.ac.id
223,/journals/detail/?id=2767,Jurnal Penelitian Perikanan Indonesia,S2,http://ejournal-balitbang.kkp.go.id/index.php/jppi
224,/journals/detail/?id=3989,Amerta Nutrition,S2,https://e-journal.unair.ac.id/AMNT
225,/journals/detail/?id=1221,Scientific Journal of Informatics,S2,https://journal.unnes.ac.id/nju/index.php/sji/index
226,/journals/detail/?id=3937,Jurnal HAM,S2,http://ejournal.balitbangham.go.id/index.php/ham/index
