journal_no,journal_id,journal_name,journal_accreditation,journal_url
2285,/journals/detail/?id=6698,MATAPPA: Jurnal Pengabdian Kepada Masyarakat,S4,http://journal.stkip-andi-matappa.ac.id/index.php
2286,/journals/detail/?id=137,Jurnal Ilmu Ekonomi & Sosial,S4,http://journal.stkip-andi-matappa.ac.id/index.php
2287,/journals/detail/?id=4688,International Journal of Chemistry Education Research,S4,https://journal.uii.ac.id/index.php/IJCER
2288,/journals/detail/?id=3699,Jurnal Ilmiah Bidan,S4,http://e-journal.ibi.or.id/index.php/jib
2289,/journals/detail/?id=6239,Ajudikasi : Jurnal Ilmu Hukum,S4,http://e-jurnal.lppmunsera.org/index.php/ajudikasi
2290,/journals/detail/?id=6694,Abdimas Dewantara,S4,http://jurnal.ustjogja.ac.id/index.php/abdimasdewantara/index
2291,/journals/detail/?id=3737,Jurnal Komunikasi,S4,http://journal.uii.ac.id/jurnal-komunikasi
2292,/journals/detail/?id=6564,Indonesian Journal of Learning Education and Counseling,S4,http://journal.ilininstitute.com/index.php/IJoLEC/issue/archive
2293,/journals/detail/?id=4102,Jurnal Pariwisata Terapan,S4,https://jurnal.ugm.ac.id/jpt
2294,/journals/detail/?id=4820,Medina-Te : Jurnal Studi Islam,S4,http://jurnal.radenfatah.ac.id/index.php/medinate
2295,/journals/detail/?id=4654,Jurnal Administrasi Bisnis (JAB),S4,https://ejournal.unsrat.ac.id/index.php/jab
2296,/journals/detail/?id=5183,TEGAR: Journal of Teaching Physical Education in Elementary School,S4,https://ejournal.upi.edu/index.php/tegar
2297,/journals/detail/?id=4098,"Jurnal Maksipreneur: Manajemen, Koperasi, dan Entrepreneurship",S4,https://ejournal.up45.ac.id/index.php/maksipreneur
2298,/journals/detail/?id=393,Kesmas Indonesia,S4,http://jos.unsoed.ac.id/index.php/kesmasindo/
2299,/journals/detail/?id=3419,NJCA (Nusantara Journal of Computers and Its Applications),S4,https://njca.co.id/main/index.php/njca
2300,/journals/detail/?id=333,Jurnal Ad'ministrare: Jurnal Pemikiran Ilmiah dan Pendidikan Administrasi Perkantoran,S4,http://ojs.unm.ac.id/index.php/administrare/index
2301,/journals/detail/?id=5626,Jurnal Riset Pendidikan dan Inovasi Pembelajaran Matematika (JRPIPM),S4,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
2302,/journals/detail/?id=6693,Jurnal Kumparan Fisika,S4,https://ejournal.unib.ac.id/index.php/kumparan_fisika
2303,/journals/detail/?id=383,UNION,S4,https://ejournal.unib.ac.id/index.php/kumparan_fisika
2304,/journals/detail/?id=6016,Cepalo,S4,http://cepalo.fh.unila.ac.id/index.php/ojs
2305,/journals/detail/?id=5929,Holistika : Jurnal Ilmiah PGSD,S4,https://jurnal.umj.ac.id/index.php/holistika
2306,/journals/detail/?id=422,Dirasat: Jurnal Manajemen dan Pendidikan Islam,S4,http://journal.unipdu.ac.id/index.php/dirasat
2307,/journals/detail/?id=2646,JIPI (JURNAL ILMU PERPUSTAKAAN DAN INFORMASI),S4,http://journal.unipdu.ac.id/index.php/dirasat
2308,/journals/detail/?id=4703,Jurnal Bisnis Terapan,S4,http://journal.ubaya.ac.id/index.php/JIBT
2309,/journals/detail/?id=6522,Living Islam: Journal of Islamic Discourses,S4,http://ejournal.uin-suka.ac.id/ushuluddin/li
2310,/journals/detail/?id=6554,Journal of Education and Instruction (JOEAI),S4,https://journal.ipm2kpe.or.id/index.php/JOEAI
2311,/journals/detail/?id=3971,SAR (Soedirman Accounting Review) : Journal Of Accounting And Business,S4,http://jos.unsoed.ac.id/index.php/sar/
2312,/journals/detail/?id=4784,Jurnal Riset Bisnis,S4,http://journal.univpancasila.ac.id/index.php/jrb/index
2313,/journals/detail/?id=4927,Wahana Sekolah Dasar,S4,http://journal2.um.ac.id/index.php/wsd
2314,/journals/detail/?id=4166,Jurnal Pendidikan Kimia Indonesia,S4,https://ejournal.undiksha.ac.id/index.php/JPK
2315,/journals/detail/?id=6020,TRJ (Tourism Research Journal),S4,http://trj.stptrisakti.ac.id/index.php/trj
2316,/journals/detail/?id=1465,"BASINDO : Jurnal Kajian Bahasa, Sastra Indonesia, dan Pembelajarannya",S4,http://journal2.um.ac.id/index.php/basindo
2317,/journals/detail/?id=5795,Jurnal Ilmu Manajemen (JIM),S4,https://journal.unesa.ac.id/index.php/jim/
2318,/journals/detail/?id=4326,"JURNAL MANDIRI : Ilmu Pengetahuan, Seni dan Teknologi",S4,http://jurnalmandiri.com/index.php/mandiri
2319,/journals/detail/?id=4178,Matematika dan Pembelajaran,S4,http://jurnal.iainambon.ac.id/index.php/INT
2320,/journals/detail/?id=6467,EKONOMIKA SYARIAH : Journal of Economic Studies,S4,https://ejournal.iainbukittinggi.ac.id/index.php/febi/
2321,/journals/detail/?id=3661,JURNAL BIMBINGAN DAN KONSELING AR-RAHMAN,S4,https://ojs.uniska-bjm.ac.id/index.php/BKA
2322,/journals/detail/?id=6453,KACANEGARA,S4,http://ejournals.stta.ac.id/index.php/KACANEGARA/index
2323,/journals/detail/?id=5113,JIP (Jurnal Ilmiah PGMI),S4,http://jurnal.radenfatah.ac.id/index.php/jip
2324,/journals/detail/?id=3795,MPI (Media Pharmaceutica Indonesiana),S4,http://journal.ubaya.ac.id/index.php/MPI
2325,/journals/detail/?id=4487,Jurnal Kesehatan Kusuma Husada,S4,http://jurnal.stikeskusumahusada.ac.id/index.php/JK/index
2326,/journals/detail/?id=6361,Jurnal Ilmu Kelautan Kepulauan,S4,https://ejournal.unkhair.ac.id/index.php/kelautan
2327,/journals/detail/?id=4929,Lex Scientia Law Review,S4,https://journal.unnes.ac.id/sju/index.php/lslr
2328,/journals/detail/?id=3212,Paradigma,S4,https://ejournal.bsi.ac.id/ejurnal/index.php/paradigma
2329,/journals/detail/?id=4103,Jurnal Pendidikan Akuntansi dan Keuangan,S4,http://ejournal.upi.edu/index.php/JPAK
2330,/journals/detail/?id=5448,JOP (Journal Online of Physics),S4,https://online-journal.unja.ac.id/jop/index
2331,/journals/detail/?id=525,"Jurnal Akuntansi, Ekonomi dan Manajemen Bisnis",S4,http://jurnal.polibatam.ac.id/
2332,/journals/detail/?id=268,Jurnal Pendidikan Kimia (JPKim),S4,http://jurnal.unimed.ac.id/2012/index.php/jpk/issue/archive
2333,/journals/detail/?id=2254,Journal Sport Area,S4,http://journal.uir.ac.id/index.php/JSP/issue/view/48
2334,/journals/detail/?id=4195,Jurnal Keperawatan Jiwa Persatuan Perawat Nasional Indonesia,S4,https://jurnal.unimus.ac.id/index.php/JKJ/index
2335,/journals/detail/?id=5999,Jurnal Pariwisata,S4,http://ejournal.bsi.ac.id/ejurnal/index.php/jp
2336,/journals/detail/?id=3631,Jurnal Ners dan Kebidanan (Journal of Ners and Midwifery),S4,http://jnk.phb.ac.id/index.php/jnk/index
2337,/journals/detail/?id=4057,Elite : English and Literature Journal,S4,http://journal.uin-alauddin.ac.id/index.php/elite
2338,/journals/detail/?id=5808,Media Komunikasi FPIPS,S4,https://ejournal.undiksha.ac.id/index.php/MKFIS
2339,/journals/detail/?id=4270,Jurnal Riset Bisnis dan Manajemen,S4,https://journal.unpas.ac.id/index.php/jrbm
2340,/journals/detail/?id=6017,"Jurnal Muara Ilmu Sosial, Humaniora, dan Seni",S4,https://journal.untar.ac.id/index.php/jmishumsen
2341,/journals/detail/?id=5478,SIGMA,S4,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
2342,/journals/detail/?id=4682,Edumatic : Jurnal Pendidikan Informatika,S4,http://e-journal.hamzanwadi.ac.id/index.php/edumatic
2343,/journals/detail/?id=4610,INSANIA : Jurnal Pemikiran Alternatif Kependidikan,S4,http://ejournal.iainpurwokerto.ac.id/index.php/insania
2344,/journals/detail/?id=5161,Moneter : Jurnal Akuntansi dan Keuangan,S4,https://ejournal.bsi.ac.id/ejurnal/index.php/moneter/
2345,/journals/detail/?id=3588,EduMa : Mathematics Education Learning and Teaching,S4,http://www.syekhnurjati.ac.id/jurnal/index.php/eduma/
2346,/journals/detail/?id=5500,Jurnal Wiyata: Penelitian Sains dan Kesehatan,S4,https://ojs.iik.ac.id/index.php/wiyata
2347,/journals/detail/?id=4867,Jurnal Biomedik: JBM,S4,https://ejournal.unsrat.ac.id/index.php/biomedik
2348,/journals/detail/?id=1726,Insight: Jurnal Bimbingan Konseling,S4,http://journal.unj.ac.id/unj/index.php/insight/index
2349,/journals/detail/?id=4253,JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika),S4,http://jurnal.stkippgritulungagung.ac.id/index.php/jipi/about
2350,/journals/detail/?id=3736,Jurnal Komunikasi Hukum,S4,https://ejournal.undiksha.ac.id/index.php/jkh
2351,/journals/detail/?id=4855,Ijtimaiyya: Jurnal Pengembangan Masyarakat Islam,S4,http://ejournal.radenintan.ac.id/index.php/ijtimaiyya/index
2352,/journals/detail/?id=1741,JETT (Jurnal Elektro dan Telekomunikasi Terapan),S4,http://journals.telkomuniversity.ac.id/jett
2353,/journals/detail/?id=4671,Komunikasi : Jurnal Komunikasi,S4,http://ejournal.bsi.ac.id/ejurnal/index.php/jkom
2354,/journals/detail/?id=6678,Teknodika,S4,https://jurnal.uns.ac.id/Teknodika/index
2355,/journals/detail/?id=3660,Jurnal BETA (Biosistem dan Teknik Pertanian),S4,https://ojs.unud.ac.id/index.php/beta
2356,/journals/detail/?id=4520,HIKMAH: Jurnal Ilmu Dakwah dan Komunikasi Islam,S4,http://jurnal.iain-padangsidimpuan.ac.id/index.php/Hik
2357,/journals/detail/?id=5104,Jurnal Perilaku dan Strategi Bisnis,S4,http://ejurnal.mercubuana-yogya.ac.id/index.php/JPSB
2358,/journals/detail/?id=278,INFORMAL: INFORMATICS JOURNAL,S4,http://jurnal.unej.ac.id/index.php/INFORMAL/index
2359,/journals/detail/?id=4767,Anida (Aktualisasi Nuansa Ilmu Dakwah),S4,http://journal.uinsgd.ac.id/index.php/anida/
2360,/journals/detail/?id=4112,MAGHZA: Jurnal Ilmu Al-Qur'an dan Tafsir,S4,http://ejournal.iainpurwokerto.ac.id/index.php/maghza
2361,/journals/detail/?id=4130,Tourism Scientific Journal,S4,http://www.jurnal.stiepar.ac.id/index.php/tsj/index
2362,/journals/detail/?id=6784,(JIML) JOURNAL OF INNOVATIVE MATHEMATICS LEARNING,S4,https://journal.ikipsiliwangi.ac.id/index.php/jiml/index
2363,/journals/detail/?id=3487,Journal of Midwifery,S4,http://jom.fk.unand.ac.id/index.php/jom
2364,/journals/detail/?id=6798,BULETIN FISIKA,S4,https://ojs.unud.ac.id/index.php/buletinfisika
2365,/journals/detail/?id=5696,Jurnal Rekayasa Fakultas Teknik Sipil dan Perencanaan,S4,http://ejurnal.bunghatta.ac.id/index.php?journal=JRKY
2366,/journals/detail/?id=6387,The International Journal of Business Review (The Jobs Review),S4,http://ejournal.upi.edu/index.php/thejobsreview
2367,/journals/detail/?id=5611,JAREE (Journal on Advanced Research in Electrical Engineering),S4,http://jaree.its.ac.id/index.php/jaree
2368,/journals/detail/?id=6801,Community Empowerment,S4,http://journal.ummgl.ac.id/index.php/community_empowerment
2369,/journals/detail/?id=6322,Sebelas Maret Business Review,S4,https://jurnal.uns.ac.id/smbr
2370,/journals/detail/?id=5386,Jupiter (Jurnal Penelitian Ilmu dan Teknologi Komputer),S4,http://jurnal.polsri.ac.id/index.php/jupiter
2371,/journals/detail/?id=5932,MPPKI (Media Publikasi Promosi Kesehatan Indonesia): The Indonesian Journal of Health Promotion,S4,https://jurnal.unismuhpalu.ac.id/index.php/MPPKI/index
2372,/journals/detail/?id=5067,"ORBITA: Jurnal Kajian, Inovasi dan Aplikasi Pendidikan Fisika",S4,http://journal.ummat.ac.id/index.php/orbita
2373,/journals/detail/?id=5918,Jurnal Edutech Undiksha,S4,https://ejournal.undiksha.ac.id/index.php/JEU
2374,/journals/detail/?id=4202,BISMA,S4,https://jurnal.unej.ac.id/index.php/BISMA
2375,/journals/detail/?id=4595,Jurnal AUDI : Jurnal Ilmiah Kajian Ilmu Anak dan Media Informasi PAUD,S4,http://ejurnal.unisri.ac.id/index.php/jpaud
2376,/journals/detail/?id=4583,Journal of Applied Business Administration,S4,https://jurnal.polibatam.ac.id/index.php/JABA
2377,/journals/detail/?id=495,Jurnal Terapan Ilmu Keolahragaan,S4,http://ejournal.upi.edu/index.php/JTIKOR/index
2378,/journals/detail/?id=5101,Jurnal Khatulistiwa Informatika,S4,https://ejournal.bsi.ac.id/ejurnal/index.php/khatulistiwa
2379,/journals/detail/?id=6546,Jurnal Pendidikan Sejarah Indonesia,S4,http://journal2.um.ac.id/index.php/sejarah
2380,/journals/detail/?id=5371,Jurnal Ilmiah Syi'ar,S4,https://ejournal.iainbengkulu.ac.id/index.php/syiar/index
2381,/journals/detail/?id=4857,Loquen: English Studies Journal,S4,http://jurnal.uinbanten.ac.id/index.php/loquen/index
2382,/journals/detail/?id=5930,"Journal of Accounting Research, Organization and Economics",S4,http://www.jurnal.unsyiah.ac.id/JAROE/index
2383,/journals/detail/?id=5942,Journal of Community Engagement in Health,S4,http://www.jurnal.unsyiah.ac.id/JAROE/index
2384,/journals/detail/?id=5828,PROJECT (Professional Journal of English Education),S4,https://journal.ikipsiliwangi.ac.id/index.php/project
2385,/journals/detail/?id=5958,El-Wasathiya Jurnal Studi Agama,S4,http://ejournal.kopertais4.or.id/mataraman/index.php/washatiya/index
2386,/journals/detail/?id=3463,Angkasa: Jurnal Ilmiah Bidang Teknologi,S4,http://ejournals.stta.ac.id/index.php/angkasa/index
2387,/journals/detail/?id=5119,Indonesian Journal of Fundamental Sciences,S4,https://ojs.unm.ac.id/pinisi
2388,/journals/detail/?id=187,e-DuMath,S4,http://ejournal.umpri.ac.id/index.php/edumath
2389,/journals/detail/?id=5234,EduReligia : Jurnal Pendidikan Agama Islam,S4,https://ejournal.unuja.ac.id/index.php/edureligia
2390,/journals/detail/?id=5804,Pedagogi: Jurnal Ilmu Pendidikan,S4,http://pedagogi.ppj.unp.ac.id/index.php/pedagogi
2391,/journals/detail/?id=4868,Jurnal Hutan dan Masyarakat,S4,http://journal.unhas.ac.id/index.php/jhm/index
2392,/journals/detail/?id=4572,"Jurnal Infomedia : Teknik Informatika, Multimedia, dan Jaringan",S4,http://jurnal.iicet.org/index.php/jpgi
2393,/journals/detail/?id=4818,Jurnal Ilmiah Keperawatan Sai Betik,S4,http://ejurnal.poltekkes-tjk.ac.id/index.php/JKEP
2394,/journals/detail/?id=4839,AGRIKA: Jurnal Ilmu-Ilmu Pertanian,S4,http://publishing-widyagama.ac.id/ejournal-v2/index.php/agrika
2395,/journals/detail/?id=2582,Fish Scientiae,S4,http://fishscientiae.ulm.ac.id/index.php/fs
2396,/journals/detail/?id=6807,Enrichment : Journal of Management,S4,http://enrichment.iocspublisher.org/index.php/enrichment
2397,/journals/detail/?id=5308,Martabat: Jurnal Perempuan dan Anak,S4,http://ejournal.iain-tulungagung.ac.id/index.php/martabat
2398,/journals/detail/?id=5939,Pedagogik Journal of Islamic Elementary School,S4,https://ejournal.iainpalopo.ac.id/index.php/PiJIES
2399,/journals/detail/?id=432,Jurnal Penelitian Humaniora,S4,http://journals.ums.ac.id/index.php/humaniora/index
2400,/journals/detail/?id=4591,Jurnal Riset Hesti Medan Akper Kesdam I/BB Medan,S4,https://jurnal.kesdammedan.ac.id/index.php/jurhesti
2401,/journals/detail/?id=306,JUDIKA (JURNAL PENDIDIKAN UNSIKA),S4,http://journal.unsika.ac.id/index.php/judika/
2402,/journals/detail/?id=3541,Integralistik,S4,https://journal.unnes.ac.id/nju/index.php/integralistik/index
2403,/journals/detail/?id=311,JOSSAE (Journal of Sport Science and Education),S4,https://journal.unesa.ac.id/index.php/jossae
2404,/journals/detail/?id=2101,Jurnal Math Educator Nusantara (JMEN) : Wahana Publikasi Karya Tulis Ilmiah di Bidang Pendidikan Matematika,S4,http://ojs.unpkediri.ac.id/index.php/matematika/index
2405,/journals/detail/?id=228,"Dialektika: Jurnal Bahasa, Sastra, dan Pendidikan Bahasa dan Sastra Indonesia",S4,http://journal.uinjkt.ac.id/index.php/dialektika/index
2406,/journals/detail/?id=4614,Widya Cipta : Jurnal Sekretari dan Manajemen,S4,http://ejournal.bsi.ac.id/ejurnal/index.php/widyacipta/
2407,/journals/detail/?id=5369,Dharmasmrti: Jurnal Ilmu Agama dan Kebudayaan,S4,https://ejournal.unhi.ac.id/index.php/dharmasmrti
2408,/journals/detail/?id=3548,IJCIT (Indonesian Journal on Computer and Information Technology),S4,https://ejournal.bsi.ac.id/ejurnal/index.php/ijcit
2409,/journals/detail/?id=4272,Jurnal Sustainable: Jurnal Hasil Penelitian dan Industri Terapan,S4,https://ojs.umrah.ac.id/index.php/sustainable
2410,/journals/detail/?id=4268,Jurnal P2M STKIP Siliwangi,S4,http://e-journal.stkipsiliwangi.ac.id/index.php/p2m
2411,/journals/detail/?id=2445,Jurnal Sains & Teknologi Lingkungan,S4,http://journal.uii.ac.id/index.php/JSTLhttp://journal.uii.ac.id/index.php/JSTL
2412,/journals/detail/?id=4902,Kamaya: Jurnal Ilmu Agama,S4,http://jayapanguspress.penerbit.org/index.php/kamaya
2413,/journals/detail/?id=4476,AL-ASASIYYA: Journal of Basic Education,S4,http://journal.umpo.ac.id/index.php/al-asasiyya
2414,/journals/detail/?id=244,BIOEDUKASI,S4,http://ojs.fkip.ummetro.ac.id/index.php/biologi/index
2415,/journals/detail/?id=4778,Wacana: Jurnal Ilmiah Ilmu Komunikasi,S4,http://journal.moestopo.ac.id/index.php/wacana/index
2416,/journals/detail/?id=1642,Citizenship : Jurnal Pancasila dan Kewarganegaraan,S4,http://e-journal.unipma.ac.id/index.php/citizenship
2417,/journals/detail/?id=4606,Jurnal CoreIT: Jurnal Hasil Penelitian Ilmu Komputer dan Teknologi Informasi,S4,http://ejournal.uin-suska.ac.id/index.php/coreit
2418,/journals/detail/?id=5703,Jurnal Ilmu Hukum: Fakultas Hukum Universitas Riau,S4,https://jih.ejournal.unri.ac.id/index.php/JIH
2419,/journals/detail/?id=5180,Jurnal Isema : Islamic Educational Management,S4,http://journal.uinsgd.ac.id/index.php/isema
2420,/journals/detail/?id=6004,"Jurnal Ilmiah Muqoddimah : Jurnal Ilmu Sosial, Politik, dan Humaniora",S4,http://jurnal.um-tapsel.ac.id/index.php/muqoddimah
2421,/journals/detail/?id=552,Jurnal Pendidikan Nonformal,S4,http://journal2.um.ac.id/index.php/JPN/index
2422,/journals/detail/?id=833,Tesa Arsitektur,S4,http://journal.unika.ac.id/index.php/tesa
2423,/journals/detail/?id=4254,JKPM (Jurnal Kajian Pendidikan Matematika),S4,https://journal.lppmunindra.ac.id/index.php/jkpm
2424,/journals/detail/?id=3662,Jurnal Biologi Tropis,S4,http://jurnalfkip.unram.ac.id/index.php/JBT/
2425,/journals/detail/?id=3760,An Nabighoh,S4,http://e-journal.metrouniv.ac.id/index.php/an-nabighoh
2426,/journals/detail/?id=6011,Tarbawiyah: Jurnal Ilmiah Pendidikan,S4,http://e-journal.metrouniv.ac.id/index.php/tarbawiyah
2427,/journals/detail/?id=280,Jurnal Geografi : Media Informasi Pengembangan dan Profesi Kegeografian,S4,https://journal.unnes.ac.id/nju/index.php/JG
2428,/journals/detail/?id=4149,J-PAI: Jurnal Pendidikan Agama Islam,S4,http://ejournal.uin-malang.ac.id/index.php/jpai/index
2429,/journals/detail/?id=6267,Jurnal Akuntansi Bisnis,S4,https://journal.ubm.ac.id/index.php/akuntansi-bisnis
2430,/journals/detail/?id=5926,JSIPi (Jurnal Sains dan Inovasi Perikanan) (Journal of Fishery Science and Innovation),S4,http://ojs.uho.ac.id/index.php/JSIPi
2431,/journals/detail/?id=6695,Jurnal Planoearth,S4,http://journal.ummat.ac.id/index.php/JPE/issue/archive
2432,/journals/detail/?id=5213,Jurnal Ilmiah Ilmu Sosial,S4,https://ejournal.undiksha.ac.id/index.php/JIIS
2433,/journals/detail/?id=5907,Jurnal Pangan dan Agroindustri,S4,https://jpa.ub.ac.id/index.php/jpa
2434,/journals/detail/?id=6831,Jurnal JTIK (Jurnal Teknologi Informasi dan Komunikasi),S4,http://journal.lembagakita.org/index.php/jtik
2435,/journals/detail/?id=6631,Electro Luceat,S4,http://jurnal.poltekstpaul.ac.id/index.php/jelekn/index
2436,/journals/detail/?id=6793,ASKETIK: Jurnal Agama dan Perubahan Sosial,S4,https://jurnal.iainkediri.ac.id/index.php/asketik/index
2437,/journals/detail/?id=4982,Jusikom : Jurnal Sistem Komputer Musirawas,S4,http://jurnal.univbinainsan.ac.id/index.php/jusikom
2438,/journals/detail/?id=5959,Expose: Jurnal Ilmu Komunikasi,S4,http://e-journal.president.ac.id/presunivojs/index.php/EXPOSE
2439,/journals/detail/?id=6548,I N F O R M A T I K A,S4,http://www.ejournal.stmikdumai.ac.id/index.php/path
2440,/journals/detail/?id=2586,Jurnal Edukasi: Jurnal Bimbingan Konseling,S4,http://jurnal.ar-raniry.ac.id/index.php/cobaBK/index
2441,/journals/detail/?id=5112,Wiyata Dharma: Jurnal Penelitian dan Evaluasi Pendidikan,S4,http://jurnal.ustjogja.ac.id/index.php/wd
2442,/journals/detail/?id=6806,English Language in Focus (ELIF),S4,https://jurnal.umj.ac.id/index.php/ELIF
2443,/journals/detail/?id=4127,Taman Cendekia : Jurnal Pendidikan Ke-SD-an,S4,http://jurnal.ustjogja.ac.id/index.php/tamancendekia
2444,/journals/detail/?id=6208,AEGIS: Journal of International Relations,S4,http://e-journal.president.ac.id/presunivojs/index.php/AEGIS
2445,/journals/detail/?id=6248,Health Sciences and Pharmacy Journal,S4,http://journal.stikessuryaglobal.ac.id/index.php/hspj
2446,/journals/detail/?id=6400,Cyberspace: Jurnal Pendidikan Teknologi Informasi,S4,http://jurnal.ar-raniry.ac.id/index.php/cyberspace
2447,/journals/detail/?id=340,Plano Madani : Jurnal Perencanaan Wilayah dan Kota,S4,http://journal.uin-alauddin.ac.id/index.php/planomadani/index
2448,/journals/detail/?id=4670,ALKIMIA : Jurnal Ilmu Kimia dan Terapan,S4,http://jurnal.radenfatah.ac.id/index.php/alkimia
2449,/journals/detail/?id=3917,Jendela Olahraga,S4,http://jurnal.radenfatah.ac.id/index.php/alkimia
2450,/journals/detail/?id=5021,Acta Comitas : Jurnal Hukum Kenotariatan,S4,https://ojs.unud.ac.id/index.php/ActaComitas
2451,/journals/detail/?id=1849,Jurnal Syarikah : Jurnal Ekonomi Islam,S4,"<a class=""hvr-grow"" data-uk-tooltip="""" href=""http://risbang.ristekdikti.go.id/"" target=""_blank"" title=""Data Riset dan Pengembangan Ristekdikti"">Risbang</a>"
2452,/journals/detail/?id=369,Leksika,S4,http://jurnalnasional.ump.ac.id/index.php/LEKSIKA
2453,/journals/detail/?id=3692,Wawasan Kesehatan : Jurnal Ilmiah Ilmu Kesehatan,S4,http://journal.stikes-kapuasraya.ac.id/index.php/JIIK-WK
2454,/journals/detail/?id=3341,Ta'allum: Jurnal Pendidikan Islam,S4,http://ejournal.iain-tulungagung.ac.id/index.php/taalum
2455,/journals/detail/?id=3605,Bulletin of Scientific Contribution,S4,http://jurnal.unpad.ac.id/bsc
2456,/journals/detail/?id=6850,Musamus Fisheries and Marine Journal,S4,https://ejournal.unmus.ac.id/index.php/fish/index
2457,/journals/detail/?id=4989,JOINTECS (Journal of Information Technology and Computer Science),S4,http://publishing-widyagama.ac.id/ejournal-v2/index.php/jointecs
2458,/journals/detail/?id=3566,Exposure : Jurnal Pendidikan Bahasa Inggris,S4,http://journal.unismuh.ac.id/index.php/exposure
2459,/journals/detail/?id=4637,"Anuva: Jurnal Kajian Budaya, Perpustakaan, dan Informasi",S4,https://ejournal2.undip.ac.id/index.php/anuva/index
2460,/journals/detail/?id=5620,Journal of Business and Behavioural Entrepreneurship,S4,http://journal.unj.ac.id/unj/index.php/jobbe
2461,/journals/detail/?id=4605,Zawiyah : Jurnal Pemikiran Islam,S4,http://ejournal.iainkendari.ac.id/index.php/zawiyah
2462,/journals/detail/?id=4666,Jurnal Media Analis Kesehatan,S4,http://journal.poltekkes-mks.ac.id/ojs2/index.php/mediaanalis
2463,/journals/detail/?id=4900,Jurnal Riset Teknologi dan Inovasi Pendidikan (JARTIKA),S4,http://journal-litbang-rekarta.co.id/index.php/jartika
2464,/journals/detail/?id=4808,Jembatan - Jurnal Ilmiah Manajemen,S4,https://ejournal.unsri.ac.id/index.php/jembatan/index
2465,/journals/detail/?id=4901,Kajian Jurnalisme,S4,http://jurnal.unpad.ac.id/kajian-jurnalisme
2466,/journals/detail/?id=650,JPM (Jurnal Pemberdayaan Masyarakat),S4,http://ejournal.unikama.ac.id/index.php/jpm/issue/archive
2467,/journals/detail/?id=380,At-Taqaddum,S4,http://journal.walisongo.ac.id/index.php/attaqaddum
2468,/journals/detail/?id=3819,Jurnal Teknologi Pangan dan Gizi (Jurnal of Food Technology and Nutrition),S4,http://journal.wima.ac.id/index.php/JTPG/index
2469,/journals/detail/?id=6477,Golden Age: Jurnal Ilmiah Tumbuh Kembang Anak Usia Dini,S4,http://ejournal.uin-suka.ac.id/tarbiyah/index.php/goldenage/index
2470,/journals/detail/?id=4058,ELT-Lectura,S4,https://journal.unilak.ac.id/index.php/ELT-Lectura
2471,/journals/detail/?id=6359,JGISE-Journal of Geospatial Information Science and Engineering,S4,https://jurnal.ugm.ac.id/jgise/index
2472,/journals/detail/?id=6828,Jurnal Ilmiah Kebidanan Indonesia (Indonesian Midwifery Scientific Journal),S4,http://journals.stikim.ac.id/index.php/jiki/
2473,/journals/detail/?id=4720,"PENDIPA: Jurnal Pendidikan Sains, Universitas Bengkulu",S4,https://ejournal.unib.ac.id/index.php/pendipa
2474,/journals/detail/?id=4854,English Education: Jurnal Tadris Bahasa Inggris,S4,http://ejournal.radenintan.ac.id/index.php/ENGEDU
2475,/journals/detail/?id=308,Agrifor : Jurnal Ilmu Pertanian dan Kehutanan,S4,http://ejurnal.untag-smd.ac.id/index.php/AG/issue/view/115
2476,/journals/detail/?id=6116,Jurnal JKFT,S4,http://jurnal.umt.ac.id/index.php/jkft
2477,/journals/detail/?id=4091,"Jurnal Ilmiah MEA (Manajemen, Ekonomi, dan Akuntansi)",S4,http://journal.stiemb.ac.id/index.php/mea
2478,/journals/detail/?id=5003,JKG (Jurnal Komunikasi Global),S4,http://jurnal.unsyiah.ac.id/JKG/index
2479,/journals/detail/?id=5114,JIMFE (Jurnal Ilmiah Manajemen Fakultas Ekonomi),S4,https://journal.unpak.ac.id/index.php/jimfe
2480,/journals/detail/?id=3788,Jurnal Education and Development,S4,http://journal.ipts.ac.id/index.php/ED/index
2481,/journals/detail/?id=4066,I-Finance : a Research Journal on Islamic Finance,S4,http://jurnal.radenfatah.ac.id/index.php/I-Finance
2482,/journals/detail/?id=5542,Media Pendidikan Matematika,S4,http://ojs.ikipmataram.ac.id/index.php/jmpm/index
2483,/journals/detail/?id=4585,JRTI (Jurnal Riset Tindakan Indonesia),S4,http://jurnal.iicet.org/index.php/jrti
2484,/journals/detail/?id=4087,"Jurnal ELTIKOM : Jurnal Teknik Elektro, Teknologi Informasi dan Komputer",S4,http://eltikom.poliban.ac.id/index.php/eltikom
2485,/journals/detail/?id=4840,Ijtihad : Jurnal Hukum dan Ekonomi Islam,S4,https://ejournal.unida.gontor.ac.id/index.php/ijtihad
2486,/journals/detail/?id=5088,Jurnal Ilmu Kelautan SPERMONDE,S4,http://journal.unhas.ac.id/index.php/jiks
